taxid	length_gmean	width_gmean	volume_gmean	surface_gmean	length_amean	width_amean	volume_amean	surface_amean	shape	length_ranges	width_ranges	species	genus	family	order	class	phylum	superkingdom	source
114	2.04939015319192	2.04939015319192	4.5068443347248985	13.194689145077138	2.2	2.2	5.575279762570688	15.205308443374602	spherical	['1.4', ' 3.0']	['1.4', ' 3.0']	Gemmata obscuriglobus	Gemmata	Gemmataceae	Gemmatales	Planctomycetia	Planctomycetes	Bacteria	bm4
119	1.1224972160321824	1.1224972160321824	0.7405500915879567	3.95840674352314	1.25	1.25	1.0226538585904277	4.908738521234052	spherical	['0.7', ' 1.8']	['0.7', ' 1.8']	Rubinisphaera brasiliensis	Rubinisphaera	Planctomycetaceae	Planctomycetales	Planctomycetia	Planctomycetes	Bacteria	bm4
120	1.284523257866513	1.284523257866513	1.1097484283266326	5.183627878423159	1.3	1.3	1.1503465099894628	5.309291584566751	spherical	['1.1', ' 1.5']	['1.1', ' 1.5']	Planctopirus limnophila	Planctopirus	Planctomycetaceae	Planctomycetales	Planctomycetia	Planctomycetes	Bacteria	bm4
122	1.224744871391589	1.224744871391589	0.9619123726213976	4.712388980384689	1.25	1.25	1.0226538585904277	4.908738521234052	spherical	['1.0', ' 1.5']	['1.0', ' 1.5']	Gimesia maris	Gimesia	Planctomycetaceae	Planctomycetales	Planctomycetia	Planctomycetes	Bacteria	bm4
124	1.414213562373095	1.0246950765959597	0.8845790003462648	4.552600272623069	1.5	1.1	1.0770426814057008	5.18362787842316	oval	['1.0', ' 2.0']	['0.7', ' 1.5']	Blastopirellula marina	Blastopirellula	Pirellulaceae	Pirellulales	Planctomycetia	Planctomycetes	Bacteria	bm4
125	2.23606797749979	1.2247448713915892	2.1533493378295736	8.603605814318218	3.0	1.75	5.812764532227989	16.493361431346415	tear-drop	['1.0', ' 5.0']	['0.5', ' 3.0']	Pirellula staleyi	Pirellula	Pirellulaceae	Pirellulales	Planctomycetia	Planctomycetes	Bacteria	bm4
128	2.23606797749979	2.23606797749979	5.854012275867273	15.707963267948964	2.25	2.25	5.964117303299373	15.904312808798329	spherical	['2.0', ' 2.5']	['2.0', ' 2.5']	Isosphaera pallida	Isosphaera	Isosphaeraceae	Isosphaerales	Planctomycetia	Planctomycetes	Bacteria	bm4
139	10.95445115010332	0.2449489742783178	0.5123686993686072	8.429777677248868	17.0	0.25	0.8303949331754271	13.351768777756622	helical	['4.0', ' 30.0']	['0.2', ' 0.3']	Borreliella burgdorferi	Borreliella	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	bm4
140	11.999999999999995	0.4242640687119284	1.6764670597167743	15.99437857737011	13.0	0.4499999999999999	2.0437041959305846	18.378317023500287	helical	['8.0', ' 18.0']	['0.3', ' 0.6']	Borrelia hermsii	Borrelia	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	bm4
141	11.999999999999995	0.4242640687119284	1.6764670597167743	15.99437857737011	13.0	0.4499999999999999	2.0437041959305846	18.378317023500287	helical	['8.0', ' 18.0']	['0.3', ' 0.6']	Borrelia parkeri	Borrelia	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	bm4
142	11.999999999999995	0.4242640687119284	1.6764670597167743	15.99437857737011	13.0	0.4499999999999999	2.0437041959305846	18.378317023500287	helical	['8.0', ' 18.0']	['0.3', ' 0.6']	Borrelia turicatae	Borrelia	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	bm4
143	12.649110640673515	0.2449489742783178	0.5922276464572803	9.733868822336664	14.0	0.25	0.6831327775384055	10.995574287564276	helical	['8.0', ' 20.0']	['0.2', ' 0.3']	Borrelia anserina	Borrelia	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	bm4
144	9.486832980505138	0.316227766016838	0.7368152963798779	9.424777960769381	16.5	0.35	1.5762613890152035	18.14269757448105	helical	['3.0', ' 30.0']	['0.2', ' 0.5']	Borrelia coriaceae	Borrelia	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	bm4
147	15.811388300841893	0.3	1.110572596431484	14.901882398694147	27.5	0.3	1.9367918709381076	25.918139392115798	helical	['5.0', ' 50.0']	['0.3', ' 0.3']	Spirochaeta aurantia	Spirochaeta	Spirochaetaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	bm4
148	25.980762113533164	0.2449489742783178	1.2204669213676114	19.992973221712646	30.0	0.25	1.4685309409358538	23.561944901923447	helical	['15.0', ' 45.0']	['0.2', ' 0.3']	Sediminispirochaeta bajacaliforniensis	Sediminispirochaeta	Spirochaetaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	bm4
149	21.213203435596427	0.4	2.6489746020758744	26.657297628950204	22.5	0.4	2.8106782274116684	28.274333882308134	helical	['15.0', ' 30.0']	['0.4', ' 0.4']	Spirochaeta halophila	Spirochaeta	Spirochaetaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	bm4
150	12.247448713915889	0.4	1.5223046353750913	15.390597961942364	12.5	0.4	1.5540411659757511	15.707963267948966	helical	['10.0', ' 15.0']	['0.4', ' 0.4']	Spirochaeta isovalerica	Spirochaeta	Spirochaetaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	bm4
151	6.2048368229954285	0.447213595499958	0.9512374398888244	8.717565823576447	6.25	0.45	0.970163081336698	8.835729338221293	helical	['5.5', ' 7.0']	['0.4', ' 0.5']	Oceanispirochaeta litoralis	Oceanispirochaeta	Spirochaetaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	bm4
152	25.980762113533164	0.2449489742783178	1.2204669213676114	19.992973221712646	30.0	0.25	1.4685309409358538	23.561944901923447	helical	['15.0', ' 45.0']	['0.2', ' 0.3']	Treponema stenostreptum	Treponema	Treponemataceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	bm4
154	28.2842712474619	0.223606797749979	1.107793728401658	19.869176531592203	33.0	0.225	1.3091237480742124	23.32632545290421	helical	['16.0', ' 50.0']	['0.2', ' 0.25']	Spirochaeta thermophila	Spirochaeta	Spirochaetaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	bm4
156	11.31370849898476	0.264575131106459	0.6171550188276325	9.403810686831198	12.0	0.275	0.707304224140049	10.36725575684632	helical	['8.0', ' 16.0']	['0.2', ' 0.35']	Treponema zuelzerae	Treponema	Treponemataceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	bm4
158	8.289525201649111	0.17738169422210556	0.203362469916381	4.619429330939323	9.120000000000001	0.1875	0.2461081960544813	5.317930964364122	helical	['6.8', ' 8.68', '5.0', ' 16.0']	['0.18', ' 0.22', '0.1', ' 0.25']	Treponema denticola	Treponema	Treponemataceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	bm4
159	4.69041575982343	0.282842712474619	0.2887836699493171	4.167793630437726	6.5	0.3	0.4523893421169303	6.1261056745000975	helical	['2.0', ' 11.0']	['0.2', ' 0.4']	Brachyspira hyodysenteriae	Brachyspira	Brachyspiraceae	Brachyspirales	Spirochaetia	Spirochaetes	Bacteria	bm4
160	10.95445115010332	0.18000000000000002	0.2772300143542654	6.194596186309115	13.0	0.18	0.3292828923933605	7.351326809400116	helical	['6.0', ' 20.0']	['0.18', ' 0.18']	Treponema pallidum	Treponema	Treponemataceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	bm4
162	9.486832980505138	0.316227766016838	0.7368152963798779	9.424777960769381	16.5	0.35	1.5762613890152035	18.14269757448105	helical	['3.0', ' 30.0']	['0.2', ' 0.5']	Treponema phagedenis	Treponema	Treponemataceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	bm4
163	10.954451150103326	0.2449489742783178	0.5123686993686074	8.429777677248872	11.0	0.25	0.5358706219013839	8.63937979737193	helical	['10.0', ' 12.0']	['0.2', ' 0.3']	Treponema bryantii	Treponema	Treponemataceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	bm4
164	10.246950765959596	0.2898275349237887	0.6696530098270619	9.330054170132566	11.0	0.29	0.7201868156899462	10.02168056495144	helical	['7.0', ' 15.0']	['0.28', ' 0.3']	Treponema pectinovorum	Treponema	Treponemataceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	bm4
165	15.491933384829666	0.648074069840786	5.039021665938965	31.541339914940313	16.0	0.6499999999999999	5.237394927692407	32.67256359733384	helical	['12.0', ' 20.0']	['0.6', ' 0.7']	Treponema saccharophilum	Treponema	Treponemataceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	bm4
167	5.656854249492379	0.3	0.3927908809636758	5.331459525790038	6.0	0.3	0.4170464247640451	5.654866776461628	helical	['4.0', ' 8.0']	['0.3', ' 0.3']	Treponema succinifaciens	Treponema	Treponemataceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	bm4
172	8.48528137423857	0.10000000000000002	0.06638144468457631	2.6657297628950194	9.0	0.1	0.0704240353179712	2.827433388230814	rod	['6.0', ' 12.0']	['0.1', ' 0.1']	Leptospira biflexa	Leptospira	Leptospiraceae	Leptospirales	Spirochaetia	Spirochaetes	Bacteria	bm4
173	8.48528137423857	0.10000000000000002	0.06638144468457631	2.6657297628950194	9.0	0.1	0.0704240353179712	2.827433388230814	rod	['6.0', ' 12.0']	['0.1', ' 0.1']	Leptospira interrogans	Leptospira	Leptospiraceae	Leptospirales	Spirochaetia	Spirochaetes	Bacteria	bm4
174	8.48528137423857	0.10000000000000002	0.06638144468457631	2.6657297628950194	9.0	0.1	0.0704240353179712	2.827433388230814	rod	['6.0', ' 12.0']	['0.1', ' 0.1']	Leptospira borgpetersenii	Leptospira	Leptospiraceae	Leptospirales	Spirochaetia	Spirochaetes	Bacteria	bm4
183	16.522711641858308	0.1414213562373095	0.2587976670675301	7.34084736457229	17.0	0.15	0.2995312245657019	8.011061266653973	rod	['13.0', ' 21.0']	['0.1', ' 0.2']	Leptonema illini	Leptonema	Leptospiraceae	Leptospirales	Spirochaetia	Spirochaetes	Bacteria	bm4
813	0.5477225575051662	0.5477225575051662	0.0860360581431821	0.9424777960769384	0.85	0.85	0.3215550980643052	2.2698006922186256	spherical	['0.2', ' 1.5']	['0.2', ' 1.5']	Chlamydia trachomatis	Chlamydia	Chlamydiaceae	Chlamydiales	Chlamydiia	Chlamydiae	Bacteria	bm4
826	4.898979485566357	0.3872983346207417	0.5619382535379379	5.960752959477659	7.0	0.4	0.8628907821859966	8.79645943005142	rod	['2.0', ' 12.0']	['0.3', ' 0.5']	Sebaldella termitidis	Sebaldella	Leptotrichiaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria	bm4
849	1.449137674618944	0.529150262212918	0.2798932789673064	2.4090096280091	1.85	0.55	0.3959715740462136	3.196570525027615	spheroid	['0.7', ' 3.0']	['0.4', ' 0.7']	Fusobacterium gonidiaformans	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria	bm4
851	3.0000000000000004	0.529150262212918	0.620945717137548	4.9871237292396495	3.0	0.55	0.669191960138101	5.18362787842316	rod	['3.0', ' 3.0']	['0.4', ' 0.7']	Fusobacterium nucleatum	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria	bm4
852	0.8944271909999159	0.6928203230275509	0.2501287376067124	1.9467737644673333	0.9	0.7	0.2565634000431664	1.9792033717615696	oval	['0.8', ' 1.0']	['0.6', ' 0.8']	Fusobacterium perfoetens	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria	bm4
