	name	shape	length	width	volume	surface
0	Fusobacterium nucleatum	rod	3.0	0.529150262212918	0.620945717137548	4.987123729239649
1	Fusobacterium canifelinum	rod	6.324555320336759	0.529150262212918	1.3520536170951452	10.51377997164677
2	Fusobacterium equinum	rod	6.324555320336759	0.529150262212918	1.3520536170951452	10.51377997164677
3	Fusobacterium gonidiaformans	spheroid	1.4491376746189437	0.529150262212918	0.27989327896730637	2.4090096280090996
4	Fusobacterium necrogenes	rod	2.449489742783178	0.7483314773547882	0.9676307326562682	5.758634455116962
5	Fusobacterium necrophorum	rod	1.8	0.5916079783099616	0.4405919306518683	3.345464301234634
6	Fusobacterium perfoetens	oval	0.8944271909999159	0.6928203230275509	0.2501287376067124	1.9467737644673333
7	Fusobacterium peridonticum	rod	5.291502622129181	0.7071067811865476	1.985408159304888	11.754763358538998
8	Fusobacterium simiae	spindle	6.324555320336759	0.529150262212918	1.3520536170951452	10.51377997164677
9	Fusobacterium varium	rod	1.1832159566199232	0.458257569495584	0.16995805849755022	1.7034270439089167
10	Cetobacterium ceti	rod	6.324555320336759	0.529150262212918	1.3520536170951452	10.51377997164677
11	Cetobacterium somerae	rod	6.324555320336759	0.529150262212918	1.3520536170951452	10.51377997164677
12	Ilyobacter polytropus	rod	2.1213203435596424	0.7	0.7265825498714913	4.665027085066284
13	Ilyobacter insuetus	rod	1.224744871391589	0.8944271909999159	0.5822015052693656	3.4414423257272855
14	Ilyobacter tartaricus	rod	1.7320508075688772	1.0954451150103321	1.288275195238067	5.960752959477659
15	Propionigenium modestum	rod	1.0	0.5477225575051661	0.19260141994764338	1.7207211628636427
16	Propionigenium maris	rod	1.7320508075688772	1.0	1.0985501353765137	5.441398092702653
17	Leptotrichia buccalis	rod	8.660254037844387	1.0954451150103324	7.8179529064812545	29.80376479738831
18	Leptotrichia goodfellowii	rod	8.660254037844387	1.224744871391589	9.721665237506775	33.32162203618775
19	Leptotrichia trevisanii	rod	8.831760866327848	0.8485281374238571	4.834299324291431	23.54308780014165
20	Sebaldella termitidis	rod	4.898979485566356	0.3872983346207417	0.5619382535379379	5.96075295947766
21	Spirochaeta plicatilis	helical	141.4213562373095	0.75	62.36759470112426	333.21622036187745
22	Spirochaeta africana	helical	21.213203435596427	0.27386127875258304	1.2441835727230912	18.251004041881252
23	Spirochaeta alkalica	helical	12.727922061357855	0.4472135954999579	1.9758812730677957	17.88225887843298
24	Spirochaeta americana	helical	35.35533905932738	0.3872983346207417	4.149993584488568	43.01802907159108
25	Spirochaeta asiatica	helical	18.371173070873837	0.22360679774997896	0.7185072733281149	12.905408721477322
26	Spirochaeta aurantia	helical	15.811388300841896	0.3	1.1105725964314843	14.90188239869415
27	Spirochaeta bajacaliforniensis	helical	25.98076211353316	0.2449489742783178	1.2204669213676111	19.992973221712646
28	Spirochaeta caldaria	helical	25.98076211353316	0.2449489742783178	1.2204669213676111	19.992973221712646
29	Spirochaeta halophila	helical	21.213203435596427	0.4	2.6489746020758744	26.657297628950197
30	Spirochaeta isovalerica	helical	12.24744871391589	0.4	1.5223046353750915	15.390597961942369
31	Spirochaeta litoralis	helical	6.2048368229954285	0.4472135954999579	0.9512374398888244	8.717565823576445
32	Spirochaeta smaragdinae	spiral	12.24744871391589	0.3872983346207417	1.4276593888971962	14.901882398694152
33	Spirochaeta stenostrepta	helical	25.98076211353316	0.2449489742783178	1.2204669213676111	19.992973221712646
34	Spirochaeta thermophila	helical	28.284271247461902	0.22360679774997896	1.107793728401658	19.869176531592203
35	Spirochaeta zuelzerae	helical	11.313708498984761	0.264575131106459	0.6171550188276325	9.403810686831198
36	Borrelia anserina	helical	12.649110640673518	0.2449489742783178	0.5922276464572805	9.733868822336667
37	Borrelia afzelii	helical	9.486832980505138	0.31622776601683794	0.7368152963798776	9.42477796076938
38	Borrelia baltazardii	helical	12.0	0.4242640687119285	1.6764670597167757	15.994378577370119
39	Borrelia brasiliensis	helical	12.0	0.4242640687119285	1.6764670597167757	15.994378577370119
40	Borrelia burgdorferi	helical	10.954451150103322	0.2449489742783178	0.5123686993686073	8.42977767724887
41	Borrelia caucasica	helical	12.0	0.4242640687119285	1.6764670597167757	15.994378577370119
42	Borrelia coriaceae	helical	9.486832980505138	0.31622776601683794	0.7368152963798776	9.42477796076938
43	Borrelia crocidurae	helical	12.0	0.4242640687119285	1.6764670597167757	15.994378577370119
44	Borrelia dugesii	helical	12.0	0.4242640687119285	1.6764670597167757	15.994378577370119
45	Borrelia duttonii	helical	12.0	0.4242640687119285	1.6764670597167757	15.994378577370119
46	Borrelia garinii	helical	9.486832980505138	0.31622776601683794	0.7368152963798776	9.42477796076938
47	Borrelia graingeri	helical	12.0	0.4242640687119285	1.6764670597167757	15.994378577370119
48	Borrelia harveyi	helical	12.0	0.4242640687119285	1.6764670597167757	15.994378577370119
49	Borrelia hermsii	helical	12.0	0.4242640687119285	1.6764670597167757	15.994378577370119
50	Borrelia hispanica	helical	12.0	0.4242640687119285	1.6764670597167757	15.994378577370119
51	Borrelia japonica	helical	10.954451150103322	0.2449489742783178	0.5123686993686073	8.42977767724887
52	Borrelia latyschewii	helical	12.0	0.4242640687119285	1.6764670597167757	15.994378577370119
53	Borrelia lusitaniae	helical	10.954451150103322	0.2449489742783178	0.5123686993686073	8.42977767724887
54	Borrelia mazzottii	helical	12.0	0.4242640687119285	1.6764670597167757	15.994378577370119
55	Borrelia miyamotoi	helical	10.954451150103322	0.2449489742783178	0.5123686993686073	8.42977767724887
56	Borrelia parkeri	helical	12.0	0.4242640687119285	1.6764670597167757	15.994378577370119
57	Borrelia persica	helical	12.0	0.4242640687119285	1.6764670597167757	15.994378577370119
58	Borrelia recurrentis	helical	12.0	0.4242640687119285	1.6764670597167757	15.994378577370119
59	Borrelia sinica	helical	10.954451150103322	0.2449489742783178	0.5123686993686073	8.42977767724887
60	Borrelia spielmanii	helical	9.486832980505138	0.31622776601683794	0.7368152963798776	9.42477796076938
61	Borrelia tanukii	helical	9.486832980505138	0.31622776601683794	0.7368152963798776	9.42477796076938
62	Borrelia tillae	helical	12.0	0.4242640687119285	1.6764670597167757	15.994378577370119
63	Borrelia turdi	helical	9.486832980505138	0.31622776601683794	0.7368152963798776	9.42477796076938
64	Borrelia turicatae	helical	12.0	0.4242640687119285	1.6764670597167757	15.994378577370119
65	Borrelia valaisiana	helical	9.486832980505138	0.31622776601683794	0.7368152963798776	9.42477796076938
66	Borrelia venezuelensis	helical	12.0	0.4242640687119285	1.6764670597167757	15.994378577370119
67	Treponema pallidum	helical	10.954451150103322	0.18	0.2772300143542655	6.194596186309115
68	Treponema amylovorum	helical	7.0	0.25	0.33952108105202194	5.497787143782138
69	Treponema azotonutricium	helical	10.954451150103322	0.2449489742783178	0.5123686993686073	8.42977767724887
70	Treponema bryantii	helical	10.954451150103322	0.2449489742783178	0.5123686993686073	8.42977767724887
71	Treponema brennaborense	helical	6.324555320336759	0.37080992435478316	0.6696547442354166	7.367687846671537
72	Treponema carateum	helical	10.954451150103322	0.18	0.2772300143542655	6.194596186309115
73	Treponema denticola	helical	7.682707855958079	0.19899748742132398	0.23688273389648276	4.802991129986393
74	Treponema lecithinolyticum	helical	5.0	0.15	0.08747372044839079	2.356194490192345
75	Treponema maltophilum	helical	5.0	0.2	0.15498523757709648	3.141592653589793
76	Treponema medium	helical	8.94427190999916	0.2449489742783178	0.417641234371958	6.882884651454571
77	Treponema minutum	helical	9.486832980505138	0.31622776601683794	0.7368152963798776	9.42477796076938
78	Treponema paraluiscuniculi	helical	10.954451150103322	0.18	0.2772300143542655	6.194596186309115
79	Treponema parvum	helical	1.0	0.18	0.023920086464432683	0.5654866776461628
80	Treponema pectinovorum	helical	10.246950765959598	0.28982753492378877	0.669653009827062	9.330054170132568
81	Treponema phagedenis	helical	9.486832980505138	0.31622776601683794	0.7368152963798776	9.42477796076938
82	Treponema refringens	helical	6.324555320336759	0.24	0.28249702731799226	4.768602367582129
83	Treponema saccharophilum	helical	15.491933384829668	0.648074069840786	5.039021665938965	31.541339914940316
84	Treponema scoliodontus	helical	9.486832980505138	0.31622776601683794	0.7368152963798776	9.42477796076938
85	Treponema socranskii	helical	9.486832980505138	0.16970562748477142	0.2133075562550062	5.057866606349323
86	Treponema succinifaciens	helical	5.656854249492381	0.3	0.392790880963676	5.33145952579004
87	Treponema vincentii	helical	9.486832980505138	0.31622776601683794	0.7368152963798776	9.42477796076938
88	Treponema suis	helical	9.486832980505138	0.31622776601683794	0.7368152963798776	9.42477796076938
89	Treponema macrodentium	helical	8.94427190999916	0.15811388300841897	0.17458551533166441	4.442882938158367
90	Treponema orale	helical	9.797958971132712	0.15811388300841897	0.19134762157992585	4.866934411168334
91	Brachyspira aalborgi	helical	4.69041575982343	0.28284271247461906	0.2887836699493171	4.167793630437726
