	name	shape	length	width	volume	surface
0	Actinomyces denticolens	rods	5.0	0.7	1.8344283103086396	10.995574287564276
1	Actinomyces georgiae	rods	4.486646854834911	0.9486832980505138	2.947895543659836	13.371896759044166
2	Actinomyces howellii	rods	2.7386127875258306	0.8	1.24253564373775	6.882884651454572
3	Actinomyces meyeri	rods	1.6431676725154984	0.6708203932499369	0.5017142267422714	3.4628845414370333
4	Actinomyces radingae	rods	1.0	0.65	0.2599340671610805	2.0420352248333655
5	Actinomyces ruminicola	rods	3.1622776601683795	0.7071067811865476	1.1492634720128805	7.024814731040727
6	Actinomyces slackii	rods	0.8	0.56	0.15106452994541641	1.4074335088082277
7	Actinomyces turcensis	rods	2.280350850198276	0.6324555320336759	0.6501627594203736	4.530869359655592
8	Actinobaculum suis	rods	1.7320508075688772	0.5	0.3073624573190221	2.7206990463513265
9	Arcanobacterium pyogenes	rods	0.8660254037844386	0.42426406871192857	0.10243848386409707	1.1542948471456778
10	Bifidobacterium choerinum	coccus	10.954451150103322	10.954451150103322	688.288465145457	376.9911184307752
11	Bifidobacterium gallicum	rods	2.1213203435596424	0.7937253933193772	0.918719096247373	5.289643511342549
12	Bifidobacterium gallinarum	rods	1.5811388300841898	0.7071067811865476	0.5283517054006238	3.5124073655203634
13	Bifidobacterium minimum	rods	1.3964240043768943	0.3	0.09163881288197803	1.3160986180340677
14	Bifidobacterium subtile	rods	2.449489742783178	0.5	0.44823126283580533	3.847649490485592
15	Bifidobacterium thermacidophilum	rods	4.898979485566356	0.5	0.9291874491465042	7.695298980971184
16	Scardovia inopinata	coccus	0.4242640687119285	0.4242640687119285	0.0399859464434253	0.5654866776461628
17	Catenulispora subtropica	rods	0.9797958971132712	0.6324555320336759	0.2415813708002067	1.9467737644673337
18	Catenulispora yoronensis	rods	0.9797958971132712	0.6324555320336759	0.2415813708002067	1.9467737644673337
19	Corynebacterium diphteriae	rods	2.8284271247461903	0.4898979485566356	0.5023647566551193	4.353118474162122
20	Corynebacterium accolens	rods	1.4142135623730951	0.7348469228349535	0.4959026604082686	3.2648388556215924
21	Corynebacterium ammoniagenes	rods	2.1213203435596424	0.848528137423857	1.0396346075290575	5.654866776461628
22	Corynebacterium bovis	rods	2.7386127875258306	0.5916079783099616	0.6986065964643196	5.08996184198463
