	length	taxID	spname	width	shape	volume	surface
64	5.477225575051661	197232	Gloeothece tepidariorum PCC 6909	5.477225575051661	sphere/spheroid	86.03605814318213	94.2477796076938
65	5.477225575051661	28070	Gloeothece	5.477225575051661	sphere/spheroid	86.03605814318213	94.2477796076938
66	3.24037034920393	43988	Cyanothece	3.24037034920393	sphere/spheroid	17.8148664469462	32.98672286269283
67	0.8944271909999159	167375	Cyanobium	0.8944271909999159	sphere/spheroid	0.37465678565550536	2.5132741228718345
69	0.8	180281	Cyanobium sp.	0.8	sphere/spheroid	0.26808257310632905	2.0106192982974678
70	1.3416407864998738	32049	Synechococcus sp.	1.3416407864998738	sphere/spheroid	1.2644666515873306	5.654866776461628
71	1.8973665961010275	1129	Synechococcus	1.8973665961010275	sphere/spheroid	3.576451775686595	11.309733552923255
72	3.24037034920393	267870	Microcystis aeruginosa PCC 7005	3.24037034920393	sphere/spheroid	17.8148664469462	32.98672286269283
73	9.486832980505138	102231	Gloeocapsa	9.486832980505138	sphere/spheroid	447.0564719608245	282.7433388230814
75	0.8944271909999159	167375	Cyanobium	0.8944271909999159	sphere/spheroid	0.37465678565550536	2.5132741228718345
79	1.224744871391589	47251	Leptolyngbya	1.224744871391589	sphere/spheroid	0.9619123726213977	4.712388980384689
80	2.23606797749979	2862350	Baaleninema simplex	2.23606797749979	sphere/spheroid	5.854012275867273	15.707963267948967
83	5.477225575051661	28070	Gloeothece	5.477225575051661	sphere/spheroid	86.03605814318213	94.2477796076938
86	7.483314773547883	179408	Oscillatoria nigro-viridis PCC 7112	7.483314773547883	sphere/spheroid	219.4222493593946	175.9291886010284
87	3.7416573867739413	2886352	Allocoleopsis franciscana	3.7416573867739413	sphere/spheroid	27.427781169924327	43.9822971502571
88	1.7320508075688772	47251	Leptolyngbya	1.7320508075688772	sphere/spheroid	2.720699046351326	9.424777960769378
89	6.324555320336759	1190	Fischerella	6.324555320336759	sphere/spheroid	132.4611768772814	125.66370614359174
91	1.3416407864998738	1129	Synechococcus	1.3416407864998738	sphere/spheroid	1.2644666515873306	5.654866776461628
92	3.24037034920393	93135	Nostoc sp. PCC 7118	3.24037034920393	sphere/spheroid	17.8148664469462	32.98672286269283
93	3.24037034920393	1177	Nostoc	3.24037034920393	sphere/spheroid	17.8148664469462	32.98672286269283
94	3.24037034920393	1177	Nostoc	3.24037034920393	sphere/spheroid	17.8148664469462	32.98672286269283
95	3.24037034920393	1168	Nostoc sp. PCC 7119	3.24037034920393	sphere/spheroid	17.8148664469462	32.98672286269283
96	3.24037034920393	103690	Nostoc sp. PCC 7120 = FACHB-418	3.24037034920393	sphere/spheroid	17.8148664469462	32.98672286269283
99	1.224744871391589	47251	Leptolyngbya	1.224744871391589	sphere/spheroid	0.9619123726213977	4.712388980384689
101	2.3979157616563596	1142	Synechocystis	2.3979157616563596	sphere/spheroid	7.219388101549008	18.064157758141306
102	1.9339079605813716	102235	Cyanobacterium stanieri	1.9339079605813716	sphere/spheroid	3.787093482647983	11.749556524425827
103	5.0	54299	Chroococcidiopsis thermalis	5.0	sphere/spheroid	65.44984694978736	78.53981633974483
105	30.0	102115	Stanieria	30.0	sphere/spheroid	14137.166941154068	2827.4333882308138
106	30.0	102115	Stanieria	30.0	sphere/spheroid	14137.166941154068	2827.4333882308138
107	20.0	102115	Stanieria	20.0	sphere/spheroid	4188.790204786391	1256.6370614359173
108	15.0	102125	Xenococcus sp.	15.0	sphere/spheroid	1767.1458676442585	706.8583470577034
109	25.0	52607	Xenococcus	25.0	sphere/spheroid	8181.230868723419	1963.4954084936207
110	12.24744871391589	179406	Xenococcus sp. PCC 7307	12.24744871391589	sphere/spheroid	961.9123726213978	471.2388980384689
112	5.477225575051661	272131	Nostoc punctiforme	5.477225575051661	sphere/spheroid	86.03605814318213	94.2477796076938
113	6.324555320336759	372781	Fischerella muscicola SAG 1427-1 = PCC 73103	6.324555320336759	sphere/spheroid	132.4611768772814	125.66370614359174
114	7.483314773547883	128405	Nodularia spumigena PCC 73104	7.483314773547883	sphere/spheroid	219.4222493593946	175.9291886010284
116	6.48074069840786	102232	Gloeocapsa sp. PCC 73106	6.48074069840786	sphere/spheroid	142.5189315755696	131.94689145077132
117	5.477225575051661	28070	Gloeothece	5.477225575051661	sphere/spheroid	86.03605814318213	94.2477796076938
118	5.477225575051661	28070	Gloeothece	5.477225575051661	sphere/spheroid	86.03605814318213	94.2477796076938
119	1.3416407864998738	374982	Synechococcus sp. PCC 73109	1.3416407864998738	sphere/spheroid	1.2644666515873306	5.654866776461628
120	2.0346989949375804	102128	Leptolyngbya sp. PCC 73110	2.0346989949375804	sphere/spheroid	4.410614836186082	13.006193585861745
121	5.0	171393	Myxosarcina sp. PCC 7312	5.0	sphere/spheroid	65.44984694978736	78.53981633974483
124	5.916079783099616	44474	Pleurocapsa	5.916079783099616	sphere/spheroid	108.4178245770483	109.95574287564276
125	6.928203230275509	44474	Pleurocapsa	6.928203230275509	sphere/spheroid	174.12473896648487	150.79644737231004
126	6.0	44474	Pleurocapsa	6.0	sphere/spheroid	113.09733552923255	113.09733552923255
128	6.928203230275509	44474	Pleurocapsa	6.928203230275509	sphere/spheroid	174.12473896648487	150.79644737231004
129	5.0	44474	Pleurocapsa	5.0	sphere/spheroid	65.44984694978736	78.53981633974483
130	8.94427190999916	52605	Myxosarcina	8.94427190999916	sphere/spheroid	374.6567856555055	251.32741228718348
131	11.40175425099138	54302	Dermocarpella	11.40175425099138	sphere/spheroid	776.0927935139321	408.4070449666731
132	4.898979485566356	118163	Pleurocapsa sp.	4.898979485566356	sphere/spheroid	61.562391847769455	75.39822368615502
134	1.997498435543818	91464	Synechococcus sp.	1.997498435543818	sphere/spheroid	4.17309206308994	12.534954687823275
136	2.449489742783178	2732530	Synechocystis sp. PCC 7338	2.449489742783178	sphere/spheroid	7.695298980971182	18.849555921538755
137	2.449489742783178	1142	Synechocystis	2.449489742783178	sphere/spheroid	7.695298980971182	18.849555921538755
138	8.48528137423857	118562	Arthrospira platensis	8.48528137423857	sphere/spheroid	319.8875715474023	226.19467105846505
139	1.5297058540778357	82654	Pseudanabaena sp.	1.5297058540778357	sphere/spheroid	1.8742279425964494	7.351326809400117
140	1.224744871391589	102129	Leptolyngbya sp.	1.224744871391589	sphere/spheroid	0.9619123726213977	4.712388980384689
141	1.5297058540778357	111781	Leptolyngbya sp.	1.5297058540778357	sphere/spheroid	1.8742279425964494	7.351326809400117
142	2.23606797749979	1152	Pseudanabaena	2.23606797749979	sphere/spheroid	5.854012275867273	15.707963267948967
143	2.0346989949375804	1152	Pseudanabaena	2.0346989949375804	sphere/spheroid	4.410614836186082	13.006193585861745
144	1.019803902718557	47251	Leptolyngbya	1.019803902718557	sphere/spheroid	0.5553267978063552	3.2672563597333855
147	1.7320508075688772	1173025	Geitlerinema sp.	1.7320508075688772	sphere/spheroid	2.720699046351326	9.424777960769378
148	2.5	1152	Pseudanabaena	2.5	sphere/spheroid	8.18123086872342	19.634954084936208
149	1.5	29415	Pseudanabaena tenuis PCC 7409	1.5	sphere/spheroid	1.7671458676442586	7.0685834705770345
150	2.0346989949375804	47251	Leptolyngbya	2.0346989949375804	sphere/spheroid	4.410614836186082	13.006193585861745
151	2.7386127875258306	63132	Geitlerinema	2.7386127875258306	sphere/spheroid	10.754507267897766	23.56194490192345
152	4.47213595499958	1158	Oscillatoria	4.47213595499958	sphere/spheroid	46.832098206938184	62.83185307179587
154	6.324555320336759	92938	Fischerella muscicola	6.324555320336759	sphere/spheroid	132.4611768772814	125.66370614359174
158	4.47213595499958	65093	Halothece sp.	4.47213595499958	sphere/spheroid	46.832098206938184	62.83185307179587
159	15.491933384829668	118322	Lyngbya aestuarii	15.491933384829668	sphere/spheroid	1946.7737644673336	753.9822368615504
160	4.743416490252569	118168	Coleofasciculus chthonoplastes	4.743416490252569	sphere/spheroid	55.882058995103066	70.68583470577035
161	1.0954451150103321	33072	Gloeobacter violaceus	1.0954451150103321	sphere/spheroid	0.6882884651454569	3.7699111843077513
164	5.477225575051661	65393	Gloeothece citriformis PCC 7424	5.477225575051661	sphere/spheroid	86.03605814318213	94.2477796076938
165	3.24037034920393	395961	Cyanothece sp.	3.24037034920393	sphere/spheroid	17.8148664469462	32.98672286269283
167	1.224744871391589	47251	Leptolyngbya	1.224744871391589	sphere/spheroid	0.9619123726213977	4.712388980384689
168	3.24037034920393	1173026	Gloeocapsa sp.	3.24037034920393	sphere/spheroid	17.8148664469462	32.98672286269283
169	2.23606797749979	927668	Pseudanabaena biceps	2.23606797749979	sphere/spheroid	5.854012275867273	15.707963267948967
170	5.477225575051661	217162	Chamaesiphon subglobosus	5.477225575051661	sphere/spheroid	86.03605814318213	94.2477796076938
171	5.0	2169547	Chroococcidiopsis cubana CCALA 040	5.0	sphere/spheroid	65.44984694978736	78.53981633974483
172	5.0	54298	Chroococcidiopsis	5.0	sphere/spheroid	65.44984694978736	78.53981633974483
173	5.0	54298	Chroococcidiopsis	5.0	sphere/spheroid	65.44984694978736	78.53981633974483
174	5.0	54298	Chroococcidiopsis	5.0	sphere/spheroid	65.44984694978736	78.53981633974483
175	5.0	54298	Chroococcidiopsis	5.0	sphere/spheroid	65.44984694978736	78.53981633974483
176	30.0	111780	Stanieria cyanosphaera PCC 7437	30.0	sphere/spheroid	14137.166941154068	2827.4333882308138
177	20.0	102115	Stanieria	20.0	sphere/spheroid	4188.790204786391	1256.6370614359173
178	5.0	54298	Chroococcidiopsis	5.0	sphere/spheroid	65.44984694978736	78.53981633974483
179	6.48074069840786	102231	Gloeocapsa	6.48074069840786	sphere/spheroid	142.5189315755696	131.94689145077132
180	1.8973665961010275	1173263	Synechococcus sp.	1.8973665961010275	sphere/spheroid	3.576451775686595	11.309733552923255
182	2.5489037964167984	47251	Leptolyngbya	2.5489037964167984	sphere/spheroid	8.670795723907826	20.410646496969562
184	7.483314773547883	1158	Oscillatoria	7.483314773547883	sphere/spheroid	219.4222493593946	175.9291886010284
185	3.24037034920393	927677	Synechocystis sp.	3.24037034920393	sphere/spheroid	17.8148664469462	32.98672286269283
186	3.24037034920393	1142	Synechocystis	3.24037034920393	sphere/spheroid	17.8148664469462	32.98672286269283
187	3.24037034920393	102231	Gloeocapsa	3.24037034920393	sphere/spheroid	17.8148664469462	32.98672286269283
188	3.24037034920393	102231	Gloeocapsa	3.24037034920393	sphere/spheroid	17.8148664469462	32.98672286269283
189	15.491933384829668	102117	Oscillatoria sancta	15.491933384829668	sphere/spheroid	1946.7737644673336	753.9822368615504
194	6.324555320336759	1190	Fischerella	6.324555320336759	sphere/spheroid	132.4611768772814	125.66370614359174
195	6.324555320336759	372787	Fischerella thermalis	6.324555320336759	sphere/spheroid	132.4611768772814	125.66370614359174
196	6.324555320336759	1190	Fischerella	6.324555320336759	sphere/spheroid	132.4611768772814	125.66370614359174
197	6.324555320336759	1190	Fischerella	6.324555320336759	sphere/spheroid	132.4611768772814	125.66370614359174
201	2.0346989949375804	47251	Leptolyngbya	2.0346989949375804	sphere/spheroid	4.410614836186082	13.006193585861745
202	6.324555320336759	1190	Fischerella	6.324555320336759	sphere/spheroid	132.4611768772814	125.66370614359174
204	3.24037034920393	102231	Gloeocapsa	3.24037034920393	sphere/spheroid	17.8148664469462	32.98672286269283
222	3.0	1142	Synechocystis	3.0	sphere/spheroid	14.137166941154069	28.274333882308138
224	7.483314773547883	88830	Nodularia sphaerocarpa PCC 7804	7.483314773547883	sphere/spheroid	219.4222493593946	175.9291886010284
226	3.24037034920393	267872	Microcystis aeruginosa PCC 7806	3.24037034920393	sphere/spheroid	17.8148664469462	32.98672286269283
230	3.0	1142	Synechocystis	3.0	sphere/spheroid	14.137166941154069	28.274333882308138
234	3.24037034920393	374211	Microcystis aeruginosa PCC 7813	3.24037034920393	sphere/spheroid	17.8148664469462	32.98672286269283
240	3.24037034920393	267867	Microcystis aeruginosa PCC 7820	3.24037034920393	sphere/spheroid	17.8148664469462	32.98672286269283
242	5.477225575051661	2546359	Gloeothece verrucosa	5.477225575051661	sphere/spheroid	86.03605814318213	94.2477796076938
246	3.0	1142	Synechocystis	3.0	sphere/spheroid	14.137166941154069	28.274333882308138
262	3.0	1142	Synechocystis	3.0	sphere/spheroid	14.137166941154069	28.274333882308138
264	2.449489742783178	1142	Synechocystis	2.449489742783178	sphere/spheroid	7.695298980971182	18.849555921538755
277	8.94427190999916	35823	Arthrospira	8.94427190999916	sphere/spheroid	374.6567856555055	251.32741228718348
278	8.94427190999916	35823	Arthrospira	8.94427190999916	sphere/spheroid	374.6567856555055	251.32741228718348
280	1.0954451150103321	1140	Synechococcus elongatus PCC 7942 = FACHB-805	1.0954451150103321	sphere/spheroid	0.6882884651454569	3.7699111843077513
281	1.0954451150103321	1129	Synechococcus	1.0954451150103321	sphere/spheroid	0.6882884651454569	3.7699111843077513
282	1.0954451150103321	1129	Synechococcus	1.0954451150103321	sphere/spheroid	0.6882884651454569	3.7699111843077513
284	27.386127875258307	380547	Chroococcus turgidus	27.386127875258307	sphere/spheroid	10754.50726789777	2356.194490192345
293	5.477225575051661	105592	Symploca atlantica PCC 8002	5.477225575051661	sphere/spheroid	86.03605814318213	94.2477796076938
294	8.94427190999916	147322	Limnospira indica	8.94427190999916	sphere/spheroid	374.6567856555055	251.32741228718348
295	8.94427190999916	35823	Arthrospira	8.94427190999916	sphere/spheroid	374.6567856555055	251.32741228718348
299	3.0	1142	Synechocystis	3.0	sphere/spheroid	14.137166941154069	28.274333882308138
303	1.0954451150103321	102124	Gloeobacter violaceus PCC 8105	1.0954451150103321	sphere/spheroid	0.6882884651454569	3.7699111843077513
304	9.9498743710662	28073	Lyngbya	9.9498743710662	sphere/spheroid	515.7644617666684	311.0176727053895
317	3.4641016151377544	2512018	Cyanothece sp. PCC 8303	3.4641016151377544	sphere/spheroid	21.76559237081061	37.69911184307751
318	5.656854249492381	13035	Dactylococcopsis salina PCC 8305	5.656854249492381	sphere/spheroid	94.78150268071184	100.5309649148734
321	6.244997998398398	217161	Chamaesiphon	6.244997998398398	sphere/spheroid	127.5250589174339	122.52211349000193
324	3.24037034920393	102231	Gloeocapsa	3.24037034920393	sphere/spheroid	17.8148664469462	32.98672286269283
327	3.0	41431	Rippkaea orientalis PCC 8801	3.0	sphere/spheroid	14.137166941154069	28.274333882308138
328	3.0	395962	Rippkaea orientalis	3.0	sphere/spheroid	14.137166941154069	28.274333882308138
329	4.47213595499958	28070	Gloeothece	4.47213595499958	sphere/spheroid	46.832098206938184	62.83185307179587
330	4.47213595499958	28070	Gloeothece	4.47213595499958	sphere/spheroid	46.832098206938184	62.83185307179587
331	2.449489742783178	1142	Synechocystis	2.449489742783178	sphere/spheroid	7.695298980971182	18.849555921538755
338	1.0954451150103321	167375	Cyanobium	1.0954451150103321	sphere/spheroid	0.6882884651454569	3.7699111843077513
339	2.445403852127497	1142	Synechocystis	2.445403852127497	sphere/spheroid	7.656854567647579	18.786724068466963
344	2.445403852127497	1142	Synechocystis	2.445403852127497	sphere/spheroid	7.656854567647579	18.786724068466963
345	2.1354156504062622	47251	Leptolyngbya	2.1354156504062622	sphere/spheroid	5.098540650954507	14.325662500369457
346	11.489125293076057	1158	Oscillatoria	11.489125293076057	sphere/spheroid	794.0713355718093	414.69023027385265
347	2.445403852127497	1142	Synechocystis	2.445403852127497	sphere/spheroid	7.656854567647579	18.786724068466963
361	3.0	1142	Synechocystis	3.0	sphere/spheroid	14.137166941154069	28.274333882308138
362	2.449489742783178	1142	Synechocystis	2.449489742783178	sphere/spheroid	7.695298980971182	18.849555921538755
363	2.8982753492378874	63132	Geitlerinema	2.8982753492378874	sphere/spheroid	12.747280763344593	26.38937829015426
364	1.8894443627691184	47251	Leptolyngbya	1.8894443627691184	sphere/spheroid	3.5318393950180553	11.21548577331556
365	12.489995996796797	28073	Lyngbya	12.489995996796797	sphere/spheroid	1020.2004713394712	490.0884539600077
366	3.5411862419251547	1142	Synechocystis	3.5411862419251547	sphere/spheroid	23.251176186686905	39.395571876016014
367	1.296148139681572	167375	Cyanobium	1.296148139681572	sphere/spheroid	1.1401514526045566	5.277875658030852
368	2.8930952282978866	63132	Geitlerinema	2.8930952282978866	sphere/spheroid	12.679052767922075	26.29513051054657
370	2.0	1129	Synechococcus	2.0	sphere/spheroid	4.1887902047863905	12.566370614359172
378	3.4641016151377544	43988	Cyanothece	3.4641016151377544	sphere/spheroid	21.76559237081061	37.69911184307751
380	2.29128784747792	47251	Leptolyngbya	2.29128784747792	sphere/spheroid	6.298506435284178	16.493361431346415
381	2.445403852127497	1142	Synechocystis	2.445403852127497	sphere/spheroid	7.656854567647579	18.786724068466963
382	8.986100377805714	1158	Oscillatoria	8.986100377805714	sphere/spheroid	379.93772578421544	253.6836067773758
383	2.29128784747792	47251	Leptolyngbya	2.29128784747792	sphere/spheroid	6.298506435284178	16.493361431346415
384	1.5968719422671311	1152	Pseudanabaena	1.5968719422671311	sphere/spheroid	2.132106494083785	8.011061266653972
385	0.8944271909999159	167375	Cyanobium	0.8944271909999159	sphere/spheroid	0.37465678565550536	2.5132741228718345
386	1.8973665961010275	1152	Pseudanabaena	1.8973665961010275	sphere/spheroid	3.576451775686595	11.309733552923255
387	5.979130371550699	1158	Oscillatoria	5.979130371550699	sphere/spheroid	111.92128596529408	112.31193736583512
388	3.0397368307141326	1142	Synechocystis	3.0397368307141326	sphere/spheroid	14.70640694017547	29.028316119169684
389	1.296148139681572	167375	Cyanobium	1.296148139681572	sphere/spheroid	1.1401514526045566	5.277875658030852
393	1.3964240043768943	47251	Leptolyngbya	1.3964240043768943	sphere/spheroid	1.42577350287024	6.126105674500098
394	3.0	1142	Synechocystis	3.0	sphere/spheroid	14.137166941154069	28.274333882308138
397	23.916521486202797	70190	Chroococcus	23.916521486202797	sphere/spheroid	7162.962301778821	1796.990997853362
398	4.242640687119285	1158	Oscillatoria	4.242640687119285	sphere/spheroid	39.985946443425284	56.54866776461626
399	2.445403852127497	1142	Synechocystis	2.445403852127497	sphere/spheroid	7.656854567647579	18.786724068466963
401	12.489995996796797	28073	Lyngbya	12.489995996796797	sphere/spheroid	1020.2004713394712	490.0884539600077
402	2.0	1129	Synechococcus	2.0	sphere/spheroid	4.1887902047863905	12.566370614359172
403	2.0	1129	Synechococcus	2.0	sphere/spheroid	4.1887902047863905	12.566370614359172
423	3.0	1142	Synechocystis	3.0	sphere/spheroid	14.137166941154069	28.274333882308138
431	29.93325909419153	70190	Chroococcus	29.93325909419153	sphere/spheroid	14043.023959001255	2814.867017616454
433	8.94427190999916	35823	Arthrospira	8.94427190999916	sphere/spheroid	374.6567856555055	251.32741228718348
440	3.0	1142	Synechocystis	3.0	sphere/spheroid	14.137166941154069	28.274333882308138
453	5.916079783099616	110103	Anabaenopsis	5.916079783099616	sphere/spheroid	108.4178245770483	109.95574287564276
454	5.916079783099616	110103	Anabaenopsis	5.916079783099616	sphere/spheroid	108.4178245770483	109.95574287564276
456	3.0	1142	Synechocystis	3.0	sphere/spheroid	14.137166941154069	28.274333882308138
457	3.0	1142	Synechocystis	3.0	sphere/spheroid	14.137166941154069	28.274333882308138
458	3.0	1142	Synechocystis	3.0	sphere/spheroid	14.137166941154069	28.274333882308138
459	8.94427190999916	35823	Arthrospira	8.94427190999916	sphere/spheroid	374.6567856555055	251.32741228718348
463	3.0	1142	Synechocystis	3.0	sphere/spheroid	14.137166941154069	28.274333882308138
