	rank	Name	shape	Length	Width	diameter	Unnamed: 6	length_gmean	width_gmean	length_amean	width_amean	volume_gmean	surface_gmean	volume_amean	surface_amean	length_ranges	width_ranges	length_ranges_fix	width_ranges_fix
0	species	Actinomyces denticolens	rods	5	0.7			5.0	0.7	5.0	0.7	1.8344283103086396	10.995574287564276	1.8344283103086396	10.995574287564276	[5.0, 5.0]	[0.7, 0.7]	[5.0, 5.0]	[0.7, 0.7]
1	species	Actinomyces georgiae	rods	3.3-6.1	0.9-1.0			4.486646854834912	0.9486832980505138	4.699999999999999	0.95	2.9478955436598366	13.371896759044168	3.1070024094768303	14.027211198278424	[3.3, 6.1]	[0.9, 1.0]	[3.3, 6.1]	[0.9, 1.0]
2	species	Actinomyces howellii	rods	1.5-5.0	0.8			2.7386127875258306	0.8	3.25	0.8	1.24253564373775	6.882884651454572	1.4995868933135281	8.168140899333462	[1.5, 5.0]	[0.8, 0.8]	[1.5, 5.0]	[0.8, 0.8]
3	species	Actinomyces meyeri	rods	0.5-0.9	0.9-3.0			1.6431676725154984	0.6708203932499369	1.95	0.7	0.5017142267422714	3.4628845414370333	0.6606507551111535	4.288273972150067	[0.5, 0.9]	[0.9, 3.0]	[0.9, 3.0]	[0.5, 0.9]
4	species	Actinomyces radingae	rods	1	0.65			1.0	0.65	1.0	0.65	0.2599340671610805	2.0420352248333655	0.2599340671610805	2.0420352248333655	[1.0, 1.0]	[0.65, 0.65]	[1.0, 1.0]	[0.65, 0.65]
5	species	Actinomyces ruminicola	rods	2.5-4.0	0.5-1.0			3.1622776601683795	0.7071067811865476	3.25	0.75	1.1492634720128805	7.024814731040727	1.325359400733194	7.6576320931251205	[2.5, 4.0]	[0.5, 1.0]	[2.5, 4.0]	[0.5, 1.0]
6	species	Actinomyces slackii	rods	0.56	0.8			0.8	0.56	0.8	0.56	0.15106452994541641	1.4074335088082277	0.15106452994541641	1.4074335088082277	[0.56, 0.56]	[0.8, 0.8]	[0.8, 0.8]	[0.56, 0.56]
7	species	Actinomyces turcensis	rods	1.3-4.0	0.5-0.8			2.280350850198276	0.6324555320336759	2.65	0.65	0.6501627594203736	4.530869359655592	0.8074547618195267	5.411393345808419	[1.3, 4.0]	[0.5, 0.8]	[1.3, 4.0]	[0.5, 0.8]
8	species	Actinobaculum suis	rods	1.0-3.0	0.5			1.7320508075688774	0.5	2.0	0.5	0.3073624573190222	2.720699046351327	0.35997415822383044	3.141592653589793	[1.0, 3.0]	[0.5, 0.5]	[1.0, 3.0]	[0.5, 0.5]
9	species 	Arcanobacterium pyogenes	rods	0.2-0.9	0.3-2.5			0.8660254037844386	0.4242640687119285	1.4	0.55	0.10243848386409705	1.1542948471456778	0.28905924905373587	2.419026343264141	[0.2, 0.9]	[0.3, 2.5]	[0.3, 2.5]	[0.2, 0.9]
10	species	Bifidobacterium choerinum	coccus	10.0-12.0	10.0-12.0			10.954451150103326	10.954451150103326	11.0	11.0	688.2884651454578	376.9911184307754	696.9099703213358	380.1327110843649	[10.0, 12.0]	[10.0, 12.0]	[10.0, 12.0]	[10.0, 12.0]
11	species	Bifidobacterium gallicum	rods	0.7-0.9	1.5-3.0			2.121320343559643	0.7937253933193772	2.25	0.8	0.9187190962473732	5.2896435113425495	0.9969320687391612	5.654866776461628	[0.7, 0.9]	[1.5, 3.0]	[1.5, 3.0]	[0.7, 0.9]
12	species	Bifidobacterium gallinarum	rods	1.0-2.5	0.5-1.0			1.5811388300841898	0.7071067811865476	1.75	0.75	0.5283517054006238	3.5124073655203634	0.662679700366597	4.123340357836604	[1.0, 2.5]	[0.5, 1.0]	[1.0, 2.5]	[0.5, 1.0]
13	species	Bifidobacterium minimum	rods	1.3-1.5	0.3			1.396424004376894	0.3	1.4	0.3	0.09163881288197802	1.3160986180340675	0.09189158511750144	1.319468914507713	[1.3, 1.5]	[0.3, 0.3]	[1.3, 1.5]	[0.3, 0.3]
14	species	Bifidobacterium subtile	rods	2.0-3.0	0.5			2.449489742783178	0.5	2.5	0.5	0.44823126283580533	3.847649490485592	0.45814892864851153	3.9269908169872414	[2.0, 3.0]	[0.5, 0.5]	[2.0, 3.0]	[0.5, 0.5]
15	species	Bifidobacterium thermacidophilum	rods	3.0-8.0	0.5			4.898979485566356	0.5	5.5	0.5	0.9291874491465042	7.695298980971184	1.0471975511965976	8.63937979737193	[3.0, 8.0]	[0.5, 0.5]	[3.0, 8.0]	[0.5, 0.5]
16	species	Scardovia inopinata	coccus	0.3-0.6	0.3-0.6			0.42426406871192845	0.42426406871192845	0.44999999999999996	0.44999999999999996	0.03998594644342527	0.5654866776461627	0.04771293842639496	0.636172512351933	[0.3, 0.6]	[0.3, 0.6]	[0.3, 0.6]	[0.3, 0.6]
17	species	Catenulispora subtropica	rods	0.8-1.2	0.5-0.8			0.9797958971132712	0.6324555320336759	1.0	0.65	0.2415813708002067	1.9467737644673337	0.2599340671610805	2.0420352248333655	[0.8, 1.2]	[0.5, 0.8]	[0.8, 1.2]	[0.5, 0.8]
18	species 	Catenulispora yoronensis	rods	0.8-1.2	0.5-0.8			0.9797958971132712	0.6324555320336759	1.0	0.65	0.2415813708002067	1.9467737644673337	0.2599340671610805	2.0420352248333655	[0.8, 1.2]	[0.5, 0.8]	[0.8, 1.2]	[0.5, 0.8]
19	species 	Corynebacterium diphteriae	rods	1.0-8.0	0.3-0.8			2.82842712474619	0.4898979485566356	4.5	0.55	0.5023647566551191	4.353118474162122	1.0255663767796932	7.775441817634739	[1.0, 8.0]	[0.3, 0.8]	[1.0, 8.0]	[0.3, 0.8]
20	species 	Corynebacterium accolens	rods	1.0-2.0	0.6-0.9			1.414213562373095	0.7348469228349535	1.5	0.75	0.49590266040826836	3.264838855621592	0.5522330836388308	3.5342917352885173	[1.0, 2.0]	[0.6, 0.9]	[1.0, 2.0]	[0.6, 0.9]
21	species 	Corynebacterium ammoniagenes	rods	1.0-4.5	0.6-1.2			2.121320343559643	0.848528137423857	2.75	0.8999999999999999	1.0396346075290577	5.6548667764616285	1.5586226552622358	7.775441817634737	[1.0, 4.5]	[0.6, 1.2]	[1.0, 4.5]	[0.6, 1.2]
22	species	Corynebacterium bovis	rods	2.5-3.0	0.5-0.7			2.738612787525831	0.5916079783099616	2.75	0.6	0.6986065964643197	5.089961841984631	0.7209955139988575	5.183627878423159	[2.5, 3.0]	[0.5, 0.7]	[2.5, 3.0]	[0.5, 0.7]
23	species 	Corynebacterium glutamicum	rods	1.0-3.0	0.7-1.0			1.7320508075688774	0.8366600265340756	2.0	0.85	0.7989187083031156	4.552600272623071	0.9741227970771599	5.340707511102648	[1.0, 3.0]	[0.7, 1.0]	[1.0, 3.0]	[0.7, 1.0]
24	species 	Corynebacterium jeikeium	rods	2	0.5			2.0	0.5	2.0	0.5	0.35997415822383044	3.141592653589793	0.35997415822383044	3.141592653589793	[2.0, 2.0]	[0.5, 0.5]	[2.0, 2.0]	[0.5, 0.5]
25	species 	Corynebacterium massiliense	rods	0.2-1.8	0.3-0.7			0.6000000000000001	0.45825756949558394	1.0	0.5	0.07376614284694176	0.8637951682675445	0.16362461737446837	1.5707963267948966	[0.2, 1.8]	[0.3, 0.7]	[0.2, 1.8]	[0.3, 0.7]
26	species 	Corynebacterium mycetoides	rods	1.0-3.0	0.3-0.5			1.7320508075688774	0.3872983346207417	2.0	0.4	0.1888432584414485	2.1074444193122184	0.23457225146803792	2.5132741228718345	[1.0, 3.0]	[0.3, 0.5]	[1.0, 3.0]	[0.3, 0.5]
27	species	Corynebacterium pilosum	rods	1.3	0.5			1.3	0.5	1.3	0.5	0.222529479629277	2.0420352248333655	0.222529479629277	2.0420352248333655	[1.3, 1.3]	[0.5, 0.5]	[1.3, 1.3]	[0.5, 0.5]
28	species 	Corynebacterium pseudodiphtheriticum	rods	0.5-2.0	0.3-0.5			1.0	0.3872983346207417	1.25	0.4	0.10260055447471621	1.2167336027920836	0.1403244718603441	1.5707963267948966	[0.5, 2.0]	[0.3, 0.5]	[0.5, 2.0]	[0.3, 0.5]
29	species 	Corynebacterium pseudotuberculosis	rods	1.0-3.0	0.5-0.6			1.7320508075688774	0.5477225575051662	2.0	0.55	0.3650868278811081	2.9803764797388315	0.4316090157103728	3.455751918948773	[1.0, 3.0]	[0.5, 0.6]	[1.0, 3.0]	[0.5, 0.6]
30	species 	Corynebacterium renale	rods	3	0.7			3.0	0.7	3.0	0.7	1.0647381101791404	6.5973445725385655	1.0647381101791404	6.5973445725385655	[3.0, 3.0]	[0.7, 0.7]	[3.0, 3.0]	[0.7, 0.7]
31	species 	Corynebacterium striatum	rods	2.0-3.0	0.25-0.5			2.449489742783178	0.3535533905932738	2.5	0.375	0.22890808550389544	2.7206990463513265	0.26231071472844464	2.945243112740431	[2.0, 3.0]	[0.25, 0.5]	[2.0, 3.0]	[0.25, 0.5]
32	species 	Corynebacterium timonense	rods	0.6-2.1	0.4-0.6			1.1224972160321824	0.48989794855663565	1.35	0.5	0.18080454452981726	1.727590336535089	0.23234695667174513	2.1205750411731104	[0.6, 2.1]	[0.4, 0.6]	[0.6, 2.1]	[0.4, 0.6]
33	species 	Corynebacterium variabile	rods	1.4-3.5	0.8-1.1			2.2135943621178655	0.938083151964686	2.45	0.9500000000000001	1.3138077494302345	6.523628911694573	1.5121532639278872	7.312056901230244	[1.4, 3.5]	[0.8, 1.1]	[1.4, 3.5]	[0.8, 1.1]
34	species 	Mycobacterium tuberculosis	rods	1.0-4.0	0.3-0.6			2.0	0.42426406871192845	2.5	0.44999999999999996	0.2627503656013686	2.6657297628950194	0.37375135100676055	3.534291735288517	[1.0, 4.0]	[0.3, 0.6]	[1.0, 4.0]	[0.3, 0.6]
35	species 	Mycobacterium haemophilum	rods	1.4-3.2	0.4-0.7			2.1166010488516727	0.529150262212918	2.3	0.55	0.4266761412793921	3.5185837720205684	0.5028838990386911	3.9741147067910885	[1.4, 3.2]	[0.4, 0.7]	[1.4, 3.2]	[0.4, 0.7]
36	species 	Mycobacteirum avium	coccus-bacilli	1.0-2.0	1.0-2.0			1.414213562373095	1.414213562373095	1.5	1.5	1.4809609793861214	6.283185307179585	1.7671458676442586	7.0685834705770345	[1.0, 2.0]	[1.0, 2.0]	[1.0, 2.0]	[1.0, 2.0]
37	species 	Mycobacterium shottsii	coccus-bacilli	0.8-1.0	0.4-0.6			0.8944271909999159	0.48989794855663565	0.9	0.5	0.1378143576210927	1.3765769302909143	0.1439896632895322	1.413716694115407	[0.8, 1.0]	[0.4, 0.6]	[0.8, 1.0]	[0.4, 0.6]
38	species	Mycobacterium pseudohottsii	coccus-bacilli	0.8-1.0	0.4-0.6			0.8944271909999159	0.48989794855663565	0.9	0.5	0.1378143576210927	1.3765769302909143	0.1439896632895322	1.413716694115407	[0.8, 1.0]	[0.4, 0.6]	[0.8, 1.0]	[0.4, 0.6]
39	species	Mycobacterium interjectum	rods	0.7-2.0	0.6-1.0			1.1832159566199232	0.7745966692414834	1.35	0.8	0.4359040232598972	2.8793172275584817	0.5445427266222309	3.392920065876977	[0.7, 2.0]	[0.6, 1.0]	[0.7, 2.0]	[0.6, 1.0]
40	species 	Mycobacterium kubicae	rods	0.25-7.0	0.25-0.5			1.3228756555322954	0.3535533905932738	3.625	0.375	0.11830300613082849	1.4693454198173748	0.3865631585471816	4.270602513473625	[0.25, 7.0]	[0.25, 0.5]	[0.25, 7.0]	[0.25, 0.5]
41	species 	Mycobacterium heidelbergense	coccus-bacilli	2.0-3.0	0.5-0.8			2.449489742783178	0.6324555320336759	2.5	0.65	0.7032993096584776	4.866934411168334	0.7576801532142133	5.105088062083414	[2.0, 3.0]	[0.5, 0.8]	[2.0, 3.0]	[0.5, 0.8]
42	species 	Mycobacterium genavense	coccus-bacilli	2	1			2.0	1.0	2.0	1.0	1.308996938995747	6.283185307179586	1.308996938995747	6.283185307179586	[2.0, 2.0]	[1.0, 1.0]	[2.0, 2.0]	[1.0, 1.0]
43	species 	Mycobacteria celatum	rods	0.5-13.0	0.25-0.5			2.5495097567963922	0.3535533905932738	6.75	0.375	0.23872752741751613	2.831793349784744	0.7317088358214509	7.9521564043991635	[0.5, 13.0]	[0.25, 0.5]	[0.5, 13.0]	[0.25, 0.5]
44	species 	Mycobacterium hiberniae	rods	1.2-1.5	0.9			1.3416407864998738	0.9	1.35	0.9	0.6626632361158683	3.793399954761992	0.6679811379695298	3.817035074111599	[1.2, 1.5]	[0.9, 0.9]	[1.2, 1.5]	[0.9, 0.9]
45	species 	Mycobacterium leprae	rods	1.0-8.0	0.3-0.5			2.82842712474619	0.3872983346207417	4.5	0.4	0.3180070503269764	3.441442325727286	0.5487315168270172	5.654866776461628	[1.0, 8.0]	[0.3, 0.5]	[1.0, 8.0]	[0.3, 0.5]
46	species 	Mycobacterium intermedium	coccus-bacilli	2.6	2			2.6	2.0	2.6	2.0	6.073745796940266	16.336281798666924	6.073745796940266	16.336281798666924	[2.6, 2.6]	[2.0, 2.0]	[2.6, 2.6]	[2.0, 2.0]
47	species 	Mycobacterium cookii	rods	1.4-1.9	0.8			1.630950643030009	0.8	1.65	0.8	0.6857639228085355	4.0990260468085005	0.6953391739945409	4.146902302738527	[1.4, 1.9]	[0.8, 0.8]	[1.4, 1.9]	[0.8, 0.8]
48	species 	Mycobacterium shimoidei	rods	3.0-5.0	0.6			3.872983346207417	0.6	4.0	0.6	1.038511574748259	7.300401616752501	1.0744246875277093	7.5398223686155035	[3.0, 5.0]	[0.6, 0.6]	[3.0, 5.0]	[0.6, 0.6]
49	species	Mycobacterium fallaz	rods	1	0.5			1.0	0.5	1.0	0.5	0.16362461737446837	1.5707963267948966	0.16362461737446837	1.5707963267948966	[1.0, 1.0]	[0.5, 0.5]	[1.0, 1.0]	[0.5, 0.5]
50	species 	Mycobacterium murale	rods	0.6-1.4	0.4-0.5			0.916515138991168	0.447213595499958	1.0	0.45	0.12054981227445499	1.2876698099213992	0.13518665887478581	1.413716694115407	[0.6, 1.4]	[0.4, 0.5]	[0.6, 1.4]	[0.4, 0.5]
51	species	Mycobacterium austroafricanum	rods	2.0-6.0	0.5			3.464101615137755	0.5	4.0	0.5	0.6474498381129381	5.441398092702654	0.7526732399225546	6.283185307179586	[2.0, 6.0]	[0.5, 0.5]	[2.0, 6.0]	[0.5, 0.5]
52	species 	Mycobacterium vanbaallenii	rods	1.4	0.7			1.4	0.7	1.4	0.7	0.44898595007554115	3.078760800517997	0.44898595007554115	3.078760800517997	[1.4, 1.4]	[0.7, 0.7]	[1.4, 1.4]	[0.7, 0.7]
53	species 	Mycobacterium vaccae	rods	1.0-4.0	0.5-0.8			2.0	0.6324555320336759	2.5	0.65	0.5620879422793179	3.9738353063184406	0.7576801532142133	5.105088062083414	[1.0, 4.0]	[0.5, 0.8]	[1.0, 4.0]	[0.5, 0.8]
54	species 	Mycobacterium brumae	rods	2.0-2.5	0.3-0.5			2.23606797749979	0.3872983346207417	2.25	0.4	0.24822138237912622	2.720699046351327	0.26598817800393587	2.827433388230814	[2.0, 2.5]	[0.3, 0.5]	[2.0, 2.5]	[0.3, 0.5]
55	species 	Mycobacterium confluentis	coccus-bacilli	0.7-1.7	0.5-0.8			1.0908712114635715	0.6324555320336759	1.2	0.65	0.2764767099560147	2.167471267380155	0.32630021196816483	2.4504422698000385	[0.7, 1.7]	[0.5, 0.8]	[0.7, 1.7]	[0.5, 0.8]
56	species 	Mycobacterium elephantis	coccus-bacilli	1.2-1.4	1.2-1.4			1.296148139681572	1.296148139681572	1.2999999999999998	1.2999999999999998	1.1401514526045566	5.277875658030852	1.150346509989462	5.309291584566749	[1.2, 1.4]	[1.2, 1.4]	[1.2, 1.4]	[1.2, 1.4]
57	species 	Mycobacterium pulveris	rods	2	0.5			2.0	0.5	2.0	0.5	0.35997415822383044	3.141592653589793	0.35997415822383044	3.141592653589793	[2.0, 2.0]	[0.5, 0.5]	[2.0, 2.0]	[0.5, 0.5]
58	species 	Mycobacterium peregrinum	rods	1.5-4.0	0.5			2.449489742783178	0.5	2.75	0.5	0.44823126283580533	3.847649490485592	0.507236313860852	4.319689898685965	[1.5, 4.0]	[0.5, 0.5]	[1.5, 4.0]	[0.5, 0.5]
59	species 	Mycobacterium poriferae	rods	1.1-4.9	0.7-2.5			2.32163735324878	1.3228756555322954	3.0	1.6	2.584892933986565	9.648577279230103	4.959527602467087	15.079644737231007	[1.1, 4.9]	[0.7, 2.5]	[1.1, 4.9]	[0.7, 2.5]
60	species 	Mycobacterium fortuitum	rods	2.0-6.0	0.5-1.0			3.464101615137755	0.7071067811865476	4.0	0.75	1.2677894619640313	7.6952989809711845	1.6566992509164924	9.42477796076938	[2.0, 6.0]	[0.5, 1.0]	[2.0, 6.0]	[0.5, 1.0]
61	species	Mycobacterium alvei	rods	1.0-3.0	0.5-0.7			1.7320508075688774	0.5916079783099616	2.0	0.6	0.4219134208229581	3.2191745248034986	0.5089380098815465	3.7699111843077517	[1.0, 3.0]	[0.5, 0.7]	[1.0, 3.0]	[0.5, 0.7]
62	species 	Mycobacterium porcinum	rods	1.5-6.0	0.5			2.9999999999999996	0.5	3.75	0.5	0.5563236990731925	4.712388980384689	0.7035858547102141	5.890486225480862	[1.5, 6.0]	[0.5, 0.5]	[1.5, 6.0]	[0.5, 0.5]
63	species 	Mycobacterium fluoranthenivorans	rods	2	1			2.0	1.0	2.0	1.0	1.308996938995747	6.283185307179586	1.308996938995747	6.283185307179586	[2.0, 2.0]	[1.0, 1.0]	[2.0, 2.0]	[1.0, 1.0]
64	species 	Mycobacterium diernhoferi	rods	2.0-6.0	0.5			3.464101615137755	0.5	4.0	0.5	0.6474498381129381	5.441398092702654	0.7526732399225546	6.283185307179586	[2.0, 6.0]	[0.5, 0.5]	[2.0, 6.0]	[0.5, 0.5]
65	species 	Mycobacterium cosmeticum	rods	1.5	0.55			1.5	0.55	1.5	0.55	0.3128175434965087	2.5918139392115798	0.3128175434965087	2.5918139392115798	[1.5, 1.5]	[0.55, 0.55]	[1.5, 1.5]	[0.55, 0.55]
66	species 	Mycobacterium chelonae	rods	1.0-6.0	0.2-0.5			2.449489742783178	0.316227766016838	3.5	0.35	0.18410365096944958	2.4334672055841673	0.3255148138047674	3.8484510006474966	[1.0, 6.0]	[0.2, 0.5]	[1.0, 6.0]	[0.2, 0.5]
67	species 	Mycobacterium abscessus	rods	1.0-2.5	0.5			1.5811388300841898	0.5	1.75	0.5	0.27773095983123447	2.4836470664490253	0.3108867730114899	2.748893571891069	[1.0, 2.5]	[0.5, 0.5]	[1.0, 2.5]	[0.5, 0.5]
68	species 	Mycobacterium salmoniphilum	bacilli	1.0-4.0	0.25-0.6			2.0	0.3872983346207417	2.5	0.425	0.22041027898433344	2.4334672055841673	0.3345591645301411	3.3379421944391554	[1.0, 4.0]	[0.25, 0.6]	[1.0, 4.0]	[0.25, 0.6]
69	species 	Mycobacterium madagascariense	rods	1.2-1.5	0.6			1.3416407864998738	0.6	1.35	0.6	0.322791327711583	2.5289333031746613	0.3251548396465436	2.5446900494077327	[1.2, 1.5]	[0.6, 0.6]	[1.2, 1.5]	[0.6, 0.6]
70	species 	Mycobacterium moriokaense	rods	2.0-6.0	0.5			3.464101615137755	0.5	4.0	0.5	0.6474498381129381	5.441398092702654	0.7526732399225546	6.283185307179586	[2.0, 6.0]	[0.5, 0.5]	[2.0, 6.0]	[0.5, 0.5]
71	species	Mycobacterium hodleri	rods	1.8-2.3	1			2.0346989949375804	1.0	2.05	1.0	1.33624946589146	6.392195414762439	1.3482668471656194	6.440264939859075	[1.8, 2.3]	[1.0, 1.0]	[1.8, 2.3]	[1.0, 1.0]
72	species	Nocardia arthritidis	rods	1.4-1.7	0.5-0.6			1.5427248620541512	0.5477225575051662	1.5499999999999998	0.55	0.32047795291388265	2.6545993186124726	0.3246966907178951	2.6782077371852986	[1.4, 1.7]	[0.5, 0.6]	[1.4, 1.7]	[0.5, 0.6]
73	species	Nocardia asiatica	rods	1.5-1.7	0.3-0.5			1.5968719422671311	0.3872983346207417	1.6	0.4	0.17291787356072708	1.9429677515122787	0.18430676901060122	2.0106192982974678	[1.5, 1.7]	[0.3, 0.5]	[1.5, 1.7]	[0.3, 0.5]
74	species	Nocardia higonensis	rods	0.9-2.1	0.6-0.8			1.374772708486752	0.6928203230275509	1.5	0.7	0.4312147314772842	2.992274237543789	0.4874704600820161	3.2986722862692828	[0.9, 2.1]	[0.6, 0.8]	[0.9, 2.1]	[0.6, 0.8]
75	species	Niocardia pneumoniae	rods	0.6-1.1	0.3-0.5			0.812403840463596	0.3872983346207417	0.8500000000000001	0.4	0.08049990260067025	0.9884790517293963	0.09005898940290742	1.0681415022205298	[0.6, 1.1]	[0.3, 0.5]	[0.6, 1.1]	[0.3, 0.5]
76	species	Niocardia shimofusensis	rods	0.9-1.7	0.5-0.7			1.2369316876852983	0.5916079783099616	1.3	0.6	0.2858104442261246	2.2989504467872623	0.31101767270538955	2.4504422698000385	[0.9, 1.7]	[0.5, 0.7]	[0.9, 1.7]	[0.5, 0.7]
77	species	Niocardia terpenica	rods	0.6-1.4	0.2-0.5			0.916515138991168	0.316227766016838	1.0	0.35	0.06370410713413198	0.9105200545246142	0.08498662626429887	1.0995574287564276	[0.6, 1.4]	[0.2, 0.5]	[0.6, 1.4]	[0.2, 0.5]
78	species	Niocardia thailandica	rods	0.8-1.6	0.4-0.6			1.131370849898476	0.48989794855663565	1.2000000000000002	0.5	0.18247718510771685	1.741247389664849	0.20289452554434081	1.884955592153876	[0.8, 1.6]	[0.4, 0.6]	[0.8, 1.6]	[0.4, 0.6]
79	species	Nocardia uniformis	rods	1.1-1.4	0.7-1.1			1.2409673645990857	0.8774964387392122	1.25	0.9	0.5735926030715142	3.421019862381942	0.6043638867343365	3.5342917352885173	[1.1, 1.4]	[0.7, 1.1]	[1.1, 1.4]	[0.7, 1.1]
80	species	Nocardia vermiculata	rods	0.7-1.0	0.4-0.7			0.8366600265340756	0.529150262212918	0.85	0.55	0.14520240938751008	1.3908423572114539	0.15838862961848543	1.4686945655532284	[0.7, 1.0]	[0.4, 0.7]	[0.7, 1.0]	[0.4, 0.7]
81	species	Nocardia vinacea	rods	0.8-1.8	0.4-0.6			1.2	0.48989794855663565	1.3	0.5	0.19541347513458038	1.8468717554330842	0.222529479629277	2.0420352248333655	[0.8, 1.8]	[0.4, 0.6]	[0.8, 1.8]	[0.4, 0.6]
82	species	Gordonia alkanivorans	rods	1.0-2.3	0.5-0.9			1.51657508881031	0.6708203932499369	1.65	0.7	0.4569727145084646	3.196097707381219	0.5451972250917285	3.628539514896211	[1.0, 2.3]	[0.5, 0.9]	[1.0, 2.3]	[0.5, 0.9]
83	species	Gordonia paraffinivorans	rods	1.0-2.0	0.3-0.5			1.414213562373095	0.3872983346207417	1.5	0.4	0.15139894014603766	1.720721162863643	0.17174039839624206	1.8849555921538759	[1.0, 2.0]	[0.3, 0.5]	[1.0, 2.0]	[0.3, 0.5]
84	species	Gordonia rhizosphera	rods	0.4-1.0	0.2-0.4			0.6324555320336759	0.28284271247461906	0.7	0.30000000000000004	0.03381450914563993	0.5619851784832582	0.042411500823462206	0.6597344572538566	[0.4, 1.0]	[0.2, 0.4]	[0.4, 1.0]	[0.2, 0.4]
85	species	Rhodococcus jostii	rods-coccus	1.7-3.0	0.2-0.5			2.2583179581272432	0.316227766016838	2.35	0.35	0.16908905411323122	2.2435459087247525	0.21487184753615185	2.583959957577605	[1.7, 3.0]	[0.2, 0.5]	[1.7, 3.0]	[0.2, 0.5]
86	species	Smaragdicoccus niigatensis	coccus	0.86	0.86			0.86	0.86	0.86	0.86	0.3330381428119515	2.323521926595011	0.3330381428119515	2.323521926595011	[0.86, 0.86]	[0.86, 0.86]	[0.86, 0.86]	[0.86, 0.86]
87	species	Williamsia muralis	coccus	0.6-1.4	0.4-0.5			0.916515138991168	0.447213595499958	1.0	0.45	0.12054981227445499	1.2876698099213992	0.13518665887478581	1.413716694115407	[0.6, 1.4]	[0.4, 0.5]	[0.6, 1.4]	[0.4, 0.5]
88	species	Segniliparis rugosus	rods	0.76-1.93	0.4			1.2111151885762146	0.4	1.345	0.4	0.13543806234413655	1.521932231632821	0.15226252394398532	1.6901768476313086	[0.76, 1.93]	[0.4, 0.4]	[0.76, 1.93]	[0.4, 0.4]
89	species	Tsukamurella paurometabola	rods	1.0-5.0	0.5-0.8			2.23606797749979	0.6324555320336759	3.0	0.65	0.6362508846654319	4.442882938158367	0.9235955152319243	6.126105674500097	[1.0, 5.0]	[0.5, 0.8]	[1.0, 5.0]	[0.5, 0.8]
90	species	Rsukamurella spongiae	rods	2.5	1			2.5	1.0	2.5	1.0	1.7016960206944711	7.853981633974483	1.7016960206944711	7.853981633974483	[2.5, 2.5]	[1.0, 1.0]	[2.5, 2.5]	[1.0, 1.0]
91	species	Acidothermus cellulolyticus	rods	5.0-20.0	0.4			9.999999999999998	0.4	12.5	0.4	1.2398819006167716	12.56637061435917	1.5540411659757511	15.707963267948966	[5.0, 20.0]	[0.4, 0.4]	[5.0, 20.0]	[0.4, 0.4]
92	species	Blastococcus aggregatus	rods	1.5-3.0	1.2-1.5			2.121320343559643	1.3416407864998738	2.25	1.35	2.366712657463232	8.941129439216493	2.5764986750253294	9.542587685278997	[1.5, 3.0]	[1.2, 1.5]	[1.5, 3.0]	[1.2, 1.5]
93	species	Blastococcus saxobsidens	coccus	1.0-1.7	1.0-1.7			1.3038404810405297	1.3038404810405297	1.35	1.35	1.1605717750621412	5.340707511102647	1.2882493375126647	5.725552611167398	[1.0, 1.7]	[1.0, 1.7]	[1.0, 1.7]	[1.0, 1.7]
94	species	Modestobacter multiseptatus	rods-coccus	1.6-1.9	1.7			1.7435595774162693	1.7	1.75	1.7	2.671312343486641	9.31184173116203	2.6859308191253732	9.346238144429634	[1.6, 1.9]	[1.7, 1.7]	[1.6, 1.9]	[1.7, 1.7]
95	species	Nakamurella multipartita	sphere	0.8-3.0	0.8-3.0			1.5491933384829668	1.5491933384829668	1.9	1.9	1.9467737644673337	7.539822368615504	3.5913640018287314	11.341149479459153	[0.8, 3.0]	[0.8, 3.0]	[0.8, 3.0]	[0.8, 3.0]
96	species	Humicoccus flavidus	coccus	0.6-1.2	0.6-1.2			0.848528137423857	0.848528137423857	0.8999999999999999	0.8999999999999999	0.3198875715474024	2.261946710584651	0.38170350741115966	2.544690049407732	[0.6, 1.2]	[0.6, 1.2]	[0.6, 1.2]	[0.6, 1.2]
97	species	Sporichthya polymorpha	hyphae	10.0-25.0	0.5-1.2			15.811388300841893	0.7745966692414834	17.5	0.85	7.3292678390678665	38.47649490485591	9.769600479424332	46.73119072214817	[10.0, 25.0]	[0.5, 1.2]	[10.0, 25.0]	[0.5, 1.2]
98	species	Kineococcus aurantiacus	sphere	1.0-1.5	1.0-1.5			1.224744871391589	1.224744871391589	1.25	1.25	0.9619123726213977	4.712388980384689	1.0226538585904275	4.908738521234052	[1.0, 1.5]	[1.0, 1.5]	[1.0, 1.5]	[1.0, 1.5]
99	species	Kineococcus radiotolerans	coccus	1.0-1.5	1.0-1.5			1.224744871391589	1.224744871391589	1.25	1.25	0.9619123726213977	4.712388980384689	1.0226538585904275	4.908738521234052	[1.0, 1.5]	[1.0, 1.5]	[1.0, 1.5]	[1.0, 1.5]
100	species	Micrococcus antarcticus	sphere	0.5	0.5			0.5	0.5	0.5	0.5	0.06544984694978735	0.7853981633974483	0.06544984694978735	0.7853981633974483	[0.5, 0.5]	[0.5, 0.5]	[0.5, 0.5]	[0.5, 0.5]
101	species	Micrococcus endophyticus	sphere	0.5-0.7	0.5-0.7			0.5916079783099616	0.5916079783099616	0.6	0.6	0.10841782457704828	1.0995574287564276	0.11309733552923255	1.1309733552923256	[0.5, 0.7]	[0.5, 0.7]	[0.5, 0.7]	[0.5, 0.7]
