	rank	Name	shape	Length	Width	diameter	Unnamed: 6	length_gmean	width_gmean	length_amean	width_amean	volume_gmean	surface_gmean	volume_amean	surface_amean	length_ranges	width_ranges	length_ranges_fix	width_ranges_fix
248	species	Friedmanniella antarctica	coccus	0.5-2.2	0.5-2.2			1.0488088481701516	1.0488088481701516	1.35	1.35	0.604070531612409	3.455751918948773	1.2882493375126647	5.725552611167398	[0.5, 2.2]	[0.5, 2.2]	[0.5, 2.2]	[0.5, 2.2]
249	species	Friedmanniella capsulata	coccus	0.6-1.2	0.6-1.2			0.848528137423857	0.848528137423857	0.8999999999999999	0.8999999999999999	0.3198875715474024	2.261946710584651	0.38170350741115966	2.544690049407732	[0.6, 1.2]	[0.6, 1.2]	[0.6, 1.2]	[0.6, 1.2]
250	species	Friedmanniella lacustris	coccus	0.9-1.3	0.9-1.3			1.0816653826391969	1.0816653826391969	1.1	1.1	0.6626396438496304	3.6756634047000585	0.696909970321336	3.8013271108436504	[0.9, 1.3]	[0.9, 1.3]	[0.9, 1.3]	[0.9, 1.3]
251	species	Luteococcus japonicus	coccus	0.7-1.0	0.7-1.0			0.8366600265340756	0.8366600265340756	0.85	0.85	0.3066519158396975	2.199114857512855	0.3215550980643052	2.2698006922186256	[0.7, 1.0]	[0.7, 1.0]	[0.7, 1.0]	[0.7, 1.0]
252	species	Microlunatus phosphovorus	coccus	0.8-2.0	0.8-2.0			1.2649110640673518	1.2649110640673518	1.4	1.4	1.0596894150182508	5.02654824574367	1.4367550402417317	6.157521601035994	[0.8, 2.0]	[0.8, 2.0]	[0.8, 2.0]	[0.8, 2.0]
253	species	Microlunatus aurantiacus	coccus	0.9-1.3	0.9-1.3			1.0816653826391969	1.0816653826391969	1.1	1.1	0.6626396438496304	3.6756634047000585	0.696909970321336	3.8013271108436504	[0.9, 1.3]	[0.9, 1.3]	[0.9, 1.3]	[0.9, 1.3]
254	species	Microlunatus ginsengisoli	coccus	0.5-0.8	0.5-0.8			0.6324555320336759	0.6324555320336759	0.65	0.65	0.13246117687728134	1.2566370614359175	0.14379331374868284	1.3273228961416876	[0.5, 0.8]	[0.5, 0.8]	[0.5, 0.8]	[0.5, 0.8]
255	species	Microlunatus panaciterrae	coccus	0.3-0.7	0.3-0.7			0.45825756949558394	0.45825756949558394	0.5	0.5	0.050388051482273405	0.6597344572538564	0.06544984694978735	0.7853981633974483	[0.3, 0.7]	[0.3, 0.7]	[0.3, 0.7]	[0.3, 0.7]
256	species	Microlunatus soli	coccus	1.0-1.5	1.0-1.5			1.224744871391589	1.224744871391589	1.25	1.25	0.9619123726213977	4.712388980384689	1.0226538585904275	4.908738521234052	[1.0, 1.5]	[1.0, 1.5]	[1.0, 1.5]	[1.0, 1.5]
257	species	Propionicimonas paludicola	rods	1	1			1.0	1.0	1.0	1.0	0.5235987755982988	3.141592653589793	0.5235987755982988	3.141592653589793	[1.0, 1.0]	[1.0, 1.0]	[1.0, 1.0]	[1.0, 1.0]
258	species	Nocardioides aquaticus	coccus	1	1			1.0	1.0	1.0	1.0	0.5235987755982988	3.141592653589793	0.5235987755982988	3.141592653589793	[1.0, 1.0]	[1.0, 1.0]	[1.0, 1.0]	[1.0, 1.0]
259	species	Nocardioides aromaticivorans	rods	1.0-2.0	0.5-0.7			1.414213562373095	0.5916079783099616	1.5	0.6	0.3345433448003329	2.628444992911693	0.3675663404700058	2.827433388230814	[1.0, 2.0]	[0.5, 0.7]	[1.0, 2.0]	[0.5, 0.7]
260	species	Nocardioides basaltis	rods	1.2-2.0	0.7-1.0			1.5491933384829666	0.8366600265340756	1.6	0.85	0.6983875640346096	4.0719694735877034	0.7471427278552976	4.2725660088821185	[1.2, 2.0]	[0.7, 1.0]	[1.2, 2.0]	[0.7, 1.0]
261	species	Nocardioides dilutus	rods	4	0.4-0.8			4.0	0.565685424949238	4.0	0.6000000000000001	0.957918897808378	7.108612701053386	1.0744246875277095	7.539822368615504	[4.0, 4.0]	[0.4, 0.8]	[4.0, 4.0]	[0.4, 0.8]
262	species	Nocardioides dubius	rods	1.5-2.5	0.8-1.0			1.9364916731037085	0.8944271909999159	2.0	0.9	1.029405209964331	5.441398092702653	1.0814932709982865	5.654866776461628	[1.5, 2.5]	[0.8, 1.0]	[1.5, 2.5]	[0.8, 1.0]
263	species	Nocardioides exalbidus	coccus	0.6-0.8	0.6-0.8			0.6928203230275509	0.6928203230275509	0.7	0.7	0.1741247389664849	1.5079644737231006	0.17959438003021647	1.5393804002589986	[0.6, 0.8]	[0.6, 0.8]	[0.6, 0.8]	[0.6, 0.8]
264	species	Nocardioides gingsengisoli	rods	0.8-1.2	0.2-0.4			0.9797958971132712	0.28284271247461906	1.0	0.30000000000000004	0.05563854793022499	0.8706236948324246	0.06361725123519332	0.942477796076938	[0.8, 1.2]	[0.2, 0.4]	[0.8, 1.2]	[0.2, 0.4]
265	species	Nocardioides halotolerans	rods	3.4	0.6-0.9			3.4	0.7348469228349535	3.4	0.75	1.338104491754604	7.849204960590608	1.3916273707698537	8.011061266653972	[3.4, 3.4]	[0.6, 0.9]	[3.4, 3.4]	[0.6, 0.9]
266	species	Nocardioides islandensis	rods	3.7	0.5-0.6			3.7	0.5477225575051662	3.7	0.55	0.8287739322995769	6.36666830259548	0.8355000212375108	6.39314105005523	[3.7, 3.7]	[0.5, 0.6]	[3.7, 3.7]	[0.5, 0.6]
267	species	Nocardioides jensenii	rods	2.0-4.0	0.6-0.8			2.82842712474619	0.6928203230275509	3.0	0.7	0.9792295356747653	6.156239184776946	1.0647381101791404	6.5973445725385655	[2.0, 4.0]	[0.6, 0.8]	[2.0, 4.0]	[0.6, 0.8]
268	species	Nocardioides nitrophenolicus	rods	1.0-3.0	0.5-0.8			1.7320508075688774	0.6324555320336759	2.0	0.65	0.47790922083162474	3.441442325727287	0.5917647911965025	4.084070449666731	[1.0, 3.0]	[0.5, 0.8]	[1.0, 3.0]	[0.5, 0.8]
269	species	Nocardioides plantarum	rods	0.8-2.4	0.4-0.7			1.3856406460551018	0.529150262212918	1.6	0.55	0.2659295530750401	2.303453782046785	0.3365758379392816	2.7646015351590183	[0.8, 2.4]	[0.4, 0.7]	[0.8, 2.4]	[0.4, 0.7]
270	species	Nocardioides pyridinolyticus	rods	1.2-1.6	0.5-0.6			1.3856406460551018	0.5477225575051662	1.4	0.55	0.2834658564905682	2.384301183791065	0.28905924905373587	2.419026343264141	[1.2, 1.6]	[0.5, 0.6]	[1.2, 1.6]	[0.5, 0.6]
271	species	Nocardioides simplex	rods	1.0-3.0	0.4-0.5			1.7320508075688774	0.447213595499958	2.0	0.45	0.2486538555316636	2.4334672055841673	0.2942297869627691	2.827433388230814	[1.0, 3.0]	[0.4, 0.5]	[1.0, 3.0]	[0.4, 0.5]
272	species	Nocardiodies tritolerans	rods	4	0.3-0.5			4.0	0.3872983346207417	4.0	0.4	0.45602972800356795	4.866934411168335	0.48589966375522137	5.026548245743669	[4.0, 4.0]	[0.3, 0.5]	[4.0, 4.0]	[0.3, 0.5]
273	species	Aeromicrobium erythreum	rods	0.5-1.2	0.5			0.7745966692414834	0.5	0.85	0.5	0.11936677687411676	1.2167336027920836	0.1341721862470641	1.335176877775662	[0.5, 1.2]	[0.5, 0.5]	[0.5, 1.2]	[0.5, 0.5]
274	species	Aeromicrobium fastidiosum	rods	1.5-2.2	0.4-0.5			1.8165902124584952	0.447213595499958	1.85	0.45	0.2619332741986674	2.552241936948568	0.27037331774957163	2.615375884113503	[1.5, 2.2]	[0.4, 0.5]	[1.5, 2.2]	[0.4, 0.5]
275	species	Aeromicrobium marinum	rods	0.7-1.3	0.3-0.5			0.9539392014169457	0.3872983346207417	1.0	0.4	0.0971741444829536	1.1606898813846434	0.10890854532444617	1.2566370614359172	[0.7, 1.3]	[0.3, 0.5]	[0.7, 1.3]	[0.3, 0.5]
276	species	Marmoricola aurantiacus	coccus	0.5-0.7	0.5-0.7			0.5916079783099616	0.5916079783099616	0.6	0.6	0.10841782457704828	1.0995574287564276	0.11309733552923255	1.1309733552923256	[0.5, 0.7]	[0.5, 0.7]	[0.5, 0.7]	[0.5, 0.7]
277	species	Marmoricola bigeumensis	coccus	0.3-0.5	0.3-0.5			0.3872983346207417	0.3872983346207417	0.4	0.4	0.03041834006980209	0.471238898038469	0.03351032163829113	0.5026548245743669	[0.3, 0.5]	[0.3, 0.5]	[0.3, 0.5]	[0.3, 0.5]
278	species	Marmoricola korecus	coccus	1.1-1.2	1.1-1.2			1.1489125293076057	1.1489125293076057	1.15	1.15	0.7940713355718091	4.146902302738527	0.7963282878380625	4.1547562843725006	[1.1, 1.2]	[1.1, 1.2]	[1.1, 1.2]	[1.1, 1.2]
279	species	Marmoricola scoriae	coccus	0.6-1.0	0.6-1.0			0.7745966692414834	0.7745966692414834	0.8	0.8	0.24334672055841672	1.884955592153876	0.26808257310632905	2.0106192982974678	[0.6, 1.0]	[0.6, 1.0]	[0.6, 1.0]	[0.6, 1.0]
280	species	Ferrithrix thermotolerans	rods	0.3-0.6	0.3-0.6			0.42426406871192845	0.42426406871192845	0.44999999999999996	0.44999999999999996	0.03998594644342527	0.5654866776461627	0.04771293842639496	0.636172512351933	[0.3, 0.6]	[0.3, 0.6]	[0.3, 0.6]	[0.3, 0.6]
281	species	Atopobium minutum	rods	0.8-3.0	0.6-1.0			1.5491933384829668	0.7745966692414834	1.9	0.8	0.6083668013960418	3.769911184307752	0.8210028801381326	4.775220833456485	[0.8, 3.0]	[0.6, 1.0]	[0.8, 3.0]	[0.6, 1.0]
282	species	Atopobium fossor	rods	0.5-0.9	0.3			0.6708203932499369	0.3	0.7	0.3	0.04034891596394787	0.6322333257936653	0.042411500823462206	0.6597344572538565	[0.5, 0.9]	[0.3, 0.3]	[0.5, 0.9]	[0.3, 0.3]
283	species	Atopobium parvulum	coccus	0.3-0.6	0.3-0.6			0.42426406871192845	0.42426406871192845	0.44999999999999996	0.44999999999999996	0.03998594644342527	0.5654866776461627	0.04771293842639496	0.636172512351933	[0.3, 0.6]	[0.3, 0.6]	[0.3, 0.6]	[0.3, 0.6]
284	species	Eggerthella lenta	rods	0.2-2.0	0.2-0.4			0.6324555320336759	0.28284271247461906	1.1	0.30000000000000004	0.03381450914563993	0.5619851784832582	0.07068583470577036	1.0367255756846319	[0.2, 2.0]	[0.2, 0.4]	[0.2, 2.0]	[0.2, 0.4]
285	species	Olsenella profusa	rods	0.8-2.0	0.6			1.2649110640673518	0.6	1.4	0.6	0.3010965098040434	2.3843011837910644	0.33929200658769765	2.638937829015426	[0.8, 2.0]	[0.6, 0.6]	[0.8, 2.0]	[0.6, 0.6]
286	species	Slackia exigua	rods	1	0.5			1.0	0.5	1.0	0.5	0.16362461737446837	1.5707963267948966	0.16362461737446837	1.5707963267948966	[1.0, 1.0]	[0.5, 0.5]	[1.0, 1.0]	[0.5, 0.5]
287	species	Slackia heliotrinireducens	coccus	0.5-0.7	0.5-0.7			0.5916079783099616	0.5916079783099616	0.6	0.6	0.10841782457704828	1.0995574287564276	0.11309733552923255	1.1309733552923256	[0.5, 0.7]	[0.5, 0.7]	[0.5, 0.7]	[0.5, 0.7]
288	species	Rubrobacter radiotolerans	rods	1.0-4.0	0.8-1.0			2.0	0.8944271909999159	2.5	0.9	1.0693086686081645	5.619851784832581	1.399579527174253	7.0685834705770345	[1.0, 4.0]	[0.8, 1.0]	[1.0, 4.0]	[0.8, 1.0]
289	species	Solirubrobacter pauli	rods	1.4	0.7			1.4	0.7	1.4	0.7	0.44898595007554115	3.078760800517997	0.44898595007554115	3.078760800517997	[1.4, 1.4]	[0.7, 0.7]	[1.4, 1.4]	[0.7, 0.7]
