lambda	pval0	pval1	sigsq	sigsq_unb	lnL
log_volume	0.832842674468786	2.54488251159354e-09	0.0774935814318626	0.519606983942808	0.523318462399542	-120.915715832171
log_surface	0.829079065683319	6.36897955633e-08	0.0993205434147178	0.270267981748262	0.272198467332178	-75.0091355503985
log_svratio	0.915123768817894	1.11823473742738e-10	0.323183809754377	0.0737725763837131	0.0742995233578825	20.8187590229539
