lambda	pval0	pval1	sigsq	sigsq_unb	lnL
log_volume	0.78234485684027	8.4432055625878e-40	5.01512108037424e-07	0.492817018375009	0.494262229572589	-261.891823192483
log_surface	0.800008614378753	2.31519536560093e-35	4.97796992701289e-06	0.24922722834388	0.249958099981252	-142.123432538844
log_svratio	0.829569056763362	4.77098867320169e-44	2.22373617118441e-05	0.0670013691253268	0.0671978540787735	88.0729115986323
