lambda	pval0	pval1	sigsq	sigsq_unb	lnL
log_volume	5.32298522348741e-208	0.999999932743361	0.0973761399566797	0.197350259954955	0.200695179615208	-31.8261303161924
log_surface	3.92350021908847e-201	0.999999883508083	0.176558297269647	0.120880018955748	0.122928832836354	-17.1206811134283
log_svratio	7.09295403004388e-188	0.999999835255552	0.0777202765523398	0.0348848891651163	0.0354761584729996	20.1616601463816
