phylum	mean	std	mean_lin	std_lin	KS_statistic	pvalue	kurtosis	skewness	pvalue_corrected
Tenericutes	-1.3815329901009918	0.1385108345764097	0.04154004951770911	1.3756591291502955	0.43573963334464666	2.1516511814039476e-30	1.2414783155102347	1.5984085833152157	1.721320945123158e-29
Spirochaetes	-1.199614733188428	0.21642649747837978	0.06315173211521159	1.6459873662870055	0.12440356560526433	0.05371796995358195	-0.05164276415876712	-0.30659532639679554	0.1074359399071639
Bacteroidetes	-0.9366865617157114	0.16294276903109664	0.11569469307471746	1.455267294020852	0.030456016110205764	0.3269225780968321	0.2896867855786631	0.15624086503922854	0.345807148085925
Actinobacteria	-0.9172451764507469	0.17529382079420874	0.12099148957907503	1.4972482729115624	0.03686682218530235	0.2501372779111911	4.331611279320954	0.7573592560959589	0.33351637054825484
Proteobacteria	-0.8642589340104183	0.18191181405787313	0.13669136046569985	1.5202388053323286	0.03647665099252251	0.008378243836978917	17.312276735305854	1.3969660750217592	0.022341983565277113
Firmicutes	-0.8217029876390534	0.17421156111840366	0.15076377814975425	1.493521782833097	0.059847615749215155	0.006172110956304181	18.359687884865558	1.501846641603534	0.022341983565277113
Euryarchaeota	-0.8059983676675774	0.2080823455598989	0.15631535178741884	1.6146646805935325	0.08656379950865412	0.2491380179224047	1.2868002041995892	-0.8034394722697557	0.33351637054825484
Cyanobacteria	-0.17736225836997213	0.3793157622793624	0.6647184627988584	2.395056496080052	0.09328673238497176	0.345807148085925	0.3798551702339643	0.4917909449957734	0.345807148085925
