taxid	length	width	volume	surface	class	phylum	superkingdom	rank	node	genome	gc	proteins	coding	rrnas
txid307596	1.095445115010332	1.095445115010332	0.6882884651454569	3.7699111843077513	Gloeobacteria	Cyanobacteria	Bacteria	class	N316	4691905.063253323	61.33325332255	4498.06325332255	89.70506236812145	1.06325332255
