taxid	length	width	volume	surface	order	class	phylum	superkingdom	rank	node	genome	gc	proteins	coding	rrnas	MILC	ENCprime
txid1643947	3.8311826892175262	0.7093380449936764	1.3758737941624226	8.537603626970114	Petrotogales	Thermotogae	Thermotogae	Bacteria	order	N140	2166325.0	30.95	1986.0	91.54247745083748	1.0	-0.033964072517658	0.0173939237167576
txid1644055	2.1014724645534346	0.8303408832405269	0.9546324286563616	5.481885979863742	Haloferacales	Halobacteria	Euryarchaeota	Archaea	order	N366	3397012.0	64.045	3448.5	86.45738085751368	1.0	-0.1345461077135665	0.0593778208530793
txid1644060	2.6504622272466807	0.7181861727038621	0.9391342578395347	5.980101170289638	Natrialbales	Halobacteria	Euryarchaeota	Archaea	order	N495	4121225.5	63.975	4038.0	84.85224522543058	1.0	-0.163469219892967	0.0722552719203715
txid1692040	2.683281572999748	0.3872983346207417	0.30090749286193164	3.2648388556215924	Acidiferrobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	order	G001705075	3252820.0	63.6	3271.0	87.64312196801546	1.0	-0.0715041176818068	0.0265253830912856
txid1706369	1.9291394351599105	0.4833444663501419	0.3178465700278748	2.9293431064343234	Cellvibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	order	N5837	4147914.5	51.019999999999996	3656.0	89.92936903108237	1.0	-0.3237682672720365	0.14073216861231952
txid1737405	4.844863163397833	0.8209414768059966	2.3666253120762195	12.495210777042233	Tissierellales	Tissierellia	Firmicutes	Bacteria	order	N2116	1992686.5	33.11	1925.5	89.6938176607857	1.0	-0.228454467656646	0.11378814952636401
txid1748771	2.4459875888944125	0.6915457968880453	0.8153671381430486	5.314043043462315	Blastocatellales	Blastocatellia	Acidobacteria	Bacteria	order	G000820845	3788560.0	59.37	3189.0	88.4981628903858	1.0	-0.0563300654139913	0.0226134329009446
txid1769716	1.0669676460233537	0.5803009260803007	0.2308128579804856	1.9451557741677217	Mesoaciditogales	Thermotogae	Thermotogae	Bacteria	order	G000745455	2172469.0	39.85	2069.0	88.9280353367528	1.0	-0.055961963833894006	0.0266624784841906
txid1775403	1.0950160501334156	0.5283143910324359	0.1970555512947428	1.8174513667569476	Nevskiales	Gammaproteobacteria	Proteobacteria	Bacteria	order	N4609	4323353.0	65.22	3875.0	91.34407711304908	1.0	-0.204310857475304	0.0780092262300216
txid1836787	1.4	0.9	0.6997897635871264	3.9584067435231383	Chthoniobacterales	Spartobacteria	Verrucomicrobia	Bacteria	order	G000173075	7848700.0	61.06	6700.0	88.50980417139144	1.0	-0.322323229116085	0.11528095472780198
txid1843488	1.6397691447073577	0.4733605785528177	0.2428217275764536	2.4385107240544777	Acidaminococcales	Negativicutes	Firmicutes	Bacteria	order	N1116	2305157.0	49.55	2068.0	88.45458172577781	1.0	-0.6016839064224899	0.2219142118358195
txid1843489	0.7277645464270726	0.5709367862549524	0.13577488901965465	1.3053554706354729	Veillonellales	Negativicutes	Firmicutes	Bacteria	order	N931	1971402.0	45.35	1864.0	87.52985295048418	1.0	-0.534126807173154	0.200118508432823
txid1853223	2.7503952508347305	0.3647520251607472	0.2676248199740394	3.1516841960579867	Balneolales	Balneolia	Balneolaeota	Bacteria	order	N4161	3624230.0	42.95	3146.0	90.741957829863	1.0	-0.176140311497246	0.0814424532516649
txid1853229	2.2987659968352987	0.5218141023037285	0.4402251391049433	3.76842997063668	Chitinophagales	Chitinophagia	Bacteroidetes	Bacteria	order	N4894	4928453.5	44.19	4245.0	89.63354175915043	1.0	-0.40253780299181696	0.17815690617213648
txid1890443	2.0	2.0	4.188790204786391	12.56637061435917	Spirulinales		Cyanobacteria	Bacteria	order	N3278	5323600.0	47.39	4549.0	84.54493200090164	2.0	-0.091555673548674	0.0396120501355696
txid1890505	5.297398455921979	5.297398455921979	77.83708158156594	88.16072518904251	Chroococcidiopsidales		Cyanobacteria	Bacteria	order	N4682	5265703.0	42.88	4984.0	84.39715304853155	2.0	-0.0794710817926261	0.0460797709971663
txid1921567	1.2649110640673518	0.2	0.037643957960791216	0.7947670612636881	Micropepsales	Alphaproteobacteria	Proteobacteria	Bacteria	order	G001644385	1314140.0	63.0	1345.0	91.17544553852709	1.0	-0.219059225606682	0.0765257853156166
txid1934945	0.56	0.3499999999999999	0.04265366525717641	0.6157521601035995	Immundisolibacterales	Gammaproteobacteria	Proteobacteria	Bacteria	order	G001697225	3243537.0	67.79	3055.0	90.77729034692685	1.0	-0.0802454205136258	0.0324063514816491
txid1936988	2.4832670271478183	0.6121682952562003	0.6606385247120355	4.775777971901473	Saprospirales	Saprospiria	Bacteroidetes	Bacteria	order	N4893	6651789.5	46.730000000000004	5116.5	87.41936621776745	1.5	-0.46034248942166506	0.185133944577777
txid1962852	6.92820323027551	0.2449489742783178	0.3226362360716736	5.33145952579004	Calditrichales	Calditrichia	Calditrichaeota	Bacteria	order	N3086	3327399.0	44.83	2995.5	87.74024656096853	1.0	-0.04373794876409265	0.018450506667428153
txid1963360	0.7848967451330752	0.6262654187808268	0.1704077848331016	1.5442614575491136	Parachlamydiales	Chlamydiia	Chlamydiae	Bacteria	order	N2449	2821221.0	38.71	2384.0	88.73532368848545	1.0	-0.182620242515035	0.09257792690510301
txid1970189	7.078790657096914	0.3354291873632878	0.6134316691627285	7.45950126177943	Marinilabiliales	Bacteroidia	Bacteroidetes	Bacteria	order	N6562	5073141.0	41.42	4338.0	88.1541064344639	1.0	-0.23195153988117498	0.10823481333719
txid2024973	3.6	0.6	0.9613273519984769	6.785840131753952	Silvanigrellales	Oligoflexia	Proteobacteria	Bacteria	order	G001907975	3506707.0	32.83	3069.0	90.28513075087255	5.0	-0.5377056291660229	0.23530950217253196
txid2202723	0.4472135954999579	0.4472135954999579	0.046832098206938184	0.6283185307179586	Methanonatronarchaeales	Methanonatronarchaeia	Euryarchaeota	Archaea	order	G001914405	2141311.0	35.38	2076.0	73.84420105253278	1.0	-0.215474570339113	0.10561088677792699
txid2495578	3.0926777901782696	0.4188568541790524	0.39584531523228106	4.069585477579361	Sporichthyales	Actinomycetia	Actinobacteria	Bacteria	order	G000384115	5500153.0	71.41	5201.0	91.82362745181815	1.0	-0.16591648170199302	0.0587765860560986
txid2691354	1.4422996388565057	1.092594455126312	0.9929388804577446	4.950674347372964	Pirellulales	Planctomycetia	Planctomycetes	Bacteria	order	N2738	7147632.5	55.769999999999996	5578.5	87.9686964959734	1.0	-0.238765120269744	0.10746126893199201
txid2691355	2.383692197347544	2.246904372630022	6.460771767282207	16.826145381270916	Gemmatales	Planctomycetia	Planctomycetes	Bacteria	order	N2735	9624132.0	63.14	8378.0	86.11893940028153	2.0	-0.227705220984674	0.0802936015520461
txid2691356	2.4915281981226083	2.4915281981226083	8.098340675653231	19.50210480882075	Isosphaerales	Planctomycetia	Planctomycetes	Bacteria	order	N2736	7218277.5	64.375	5581.5	85.47821755597373	3.5	-0.113607404308487	0.04692864185001585
txid2770089	4.863333211360943	0.7336661659827984	1.9517375388323903	11.209400605973673	Thermosediminibacterales	Clostridia	Firmicutes	Bacteria	order	N1118	2313910.0	40.57	2311.5	89.53211447002961	1.0	-0.03636177811572515	0.02007535026480375
txid2800059	1.9159321110862584	0.5006918419319606	0.33850622406482056	3.0137033732043053	Maricaulales	Alphaproteobacteria	Proteobacteria	Bacteria	order	N6194	3138999.0	62.614999999999995	2953.5	91.54235948746971	1.0	-0.30213593225770596	0.1285494596065995
txid2800060	1.6049261846250231	0.5698375301958939	0.353761965871726	2.873134680665831	Hyphomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	order	N6195	3618770.0	59.93	3503.0	91.30618973625229	1.0	-0.419510347042592	0.160072110258317
txid2811503	3.3503689588345082	0.34641016151377546	0.30432420530069954	3.6461382524904526	Thermodesulfovibrionales	Thermodesulfovibrionia	Nitrospirae	Bacteria	order	N2804	1866275.5	43.685	2025.5	92.12761671057463	0.0	-0.03509027526120585	0.015146055797064899
txid2856582	10.000000000000002	0.229128784747792	0.4091847825660182	7.198293068896202	Thermofilales	Thermoprotei	Crenarchaeota	Archaea	order	N351	1752224.5	47.224999999999994	1893.5	90.4827187274311	1.0	-0.137707003302065	0.05773661289335476
txid2887326	1.3527882119521102	0.8124284745468521	0.5485370486899579	3.4527474989785056	Moraxellales	Gammaproteobacteria	Proteobacteria	Bacteria	order	N4256	2427214.0	41.59	2318.0	86.32521759119194	1.0	-0.48933907156646006	0.21377940204605703
txid2887327	2.1750678103415417	0.4700142160985002	0.3454127042315988	3.2116903565115233	Kangiellales	Gammaproteobacteria	Proteobacteria	Bacteria	order	N4258	2673657.5	43.735	2462.5	90.4756266328462	2.0	-0.4713863738253225	0.17886099821138896
