taxid	length	width	volume	surface	phylum	superkingdom	rank	node	genome	gc	proteins	coding	rrnas
txid1117	3.39129994286852	3.39129994286852	20.421951009183058	36.13119102389255	Cyanobacteria	Bacteria	phylum	N224	4834509.303731969	44.8099014608261	4281.354579426928	85.27153074960407	2.1037319693006777
