N1	-0.890101542796437	-1.12972909401637	-0.650473991576508
N5	-0.876024049828985	-1.08354281118283	-0.66850528847514
N18	-0.876390761910473	-1.07960715949273	-0.673174364328216
N51	-0.878119781849363	-1.0762328772047	-0.680006686494024
N79	-0.868608111841861	-1.06705726863374	-0.670158955049978
N119	-0.852096783093035	-1.04614849730848	-0.658045068877595
N180	-0.850576138638379	-1.02812273119067	-0.673029546086086
N264	-0.889268213198301	-1.0801263226177	-0.698410103778897
N371	-1.10432763445094	-1.25982906278563	-0.948826206116249
N500	-1.18520609459705	-1.29292738767393	-1.07748480152018
N265	-0.818212162576422	-0.985015018889543	-0.651409306263301
N372	-0.917141902156827	-1.03354922465994	-0.800734579653717
N373	-0.755423266488636	-0.900478073815922	-0.610368459161349
N502	-0.742385574084434	-0.880006084229982	-0.604765063938886
N657	-0.685057932012374	-0.81323194978428	-0.556883914240467
N829	-0.691619429477675	-0.84129022796396	-0.54194863099139
N1011	-0.68010088749114	-0.825455405389927	-0.534746369592352
N827	-0.818784478253284	-0.985413722006973	-0.652155234499596
N655	-0.691303020518446	-0.836368006212108	-0.546238034824784
N826	-0.708328326079335	-0.855736639557312	-0.560920012601357
N1008	-0.700675865963416	-0.857288981427205	-0.544062750499627
N1202	-0.751981307953398	-0.856975157759025	-0.646987458147771
N267	-0.829714930327544	-1.03119927002099	-0.628230590634093
N505	-0.790170805137292	-0.995744890671412	-0.584596719603172
N659	-0.717066748307611	-0.915216889261845	-0.518916607353377
N831	-0.707341113689922	-0.898917496004526	-0.515764731375319
N834	-0.743839232260003	-0.920971919006658	-0.566706545513349
N1015	-0.763300766470017	-0.917039751132901	-0.609561781807133
N1207	-0.787552230755578	-0.956647967569889	-0.618456493941268
N1208	-0.758542911340918	-0.901425230140853	-0.615660592540983
N1424	-0.767714363185624	-0.897471332306173	-0.637957394065074
N2233	-0.776796270870599	-0.889004842746147	-0.66458769899505
N1425	-0.746216084674894	-0.901846182023675	-0.590585987326113
N1668	-0.718959307771241	-0.870290106121343	-0.567628509421138
N1941	-0.755067020757342	-0.85435066033377	-0.655783381180913
N1209	-0.60248502020505	-0.758036974706874	-0.446933065703226
N1670	-0.601213951990114	-0.733667606849646	-0.468760297130582
N1942	-0.608018243149886	-0.691502271834596	-0.524534214465176
N2238	-0.591251238827707	-0.711728238546749	-0.470774239108666
N117	-0.797324979479887	-0.936855864386504	-0.65779409457327
N176	-0.802550433009793	-0.942600750775714	-0.662500115243872
N260	-0.809513058949328	-0.945502942809274	-0.673523175089381
N177	-0.785886594585365	-0.901016716646253	-0.670756472524477
N367	-0.769725066533417	-0.913240600914657	-0.626209532152177
N647	-0.755207763201591	-0.906345279865809	-0.604070246537373
N821	-0.758585400793032	-0.910238503738842	-0.606932297847222
N1417	-0.786010861530428	-0.889895785872774	-0.682125937188082
N1663	-0.904445304302433	-1.00790507758009	-0.800985531024775
N368	-0.797070649280356	-0.922187353284105	-0.671953945276607
N495	-0.804759801688587	-0.942488076035581	-0.667031527341593
N649	-0.775650292266283	-0.916691045587511	-0.634609538945056
N822	-0.796384904785229	-0.944266844871823	-0.648502964698635
N1198	-0.759500227123984	-0.888255193349525	-0.630745260898443
N1664	-0.730973231111755	-0.863970958769576	-0.597975503453935
N1936	-0.731441734371822	-0.862358050873156	-0.600525417870489
N2232	-0.741447302999223	-0.870941827913298	-0.611952778085148
N2855	-0.720590648230462	-0.860686854117376	-0.580494442343548
N2856	-0.778437169459035	-0.913015520134515	-0.643858818783555
N366	-0.775546537248871	-0.889793526682182	-0.66129954781556
N491	-0.805628792634403	-0.934020875067238	-0.677236710201567
N643	-0.80259663551438	-0.947138922564612	-0.658054348464147
N1000	-0.848096739042073	-0.997660637427291	-0.698532840656856
N1416	-0.772122201550233	-0.883024775084944	-0.661219628015522
N1933	-0.766886206371227	-0.886962121572725	-0.646810291169728
N2227	-0.714991493847928	-0.829667963115862	-0.600315024579994
N2852	-0.679632902838894	-0.79302664728884	-0.566239158388948
N641	-0.733346953997606	-0.877590635852885	-0.589103272142327
N112	-0.873610521986157	-1.10476545034379	-0.642455593628523
N169	-0.712525153912348	-0.886100541656876	-0.538949766167821
N251	-0.692561257548331	-0.849949407025185	-0.535173108071478
N354	-0.685993566983391	-0.805611283800498	-0.566375850166285
N474	-0.68844597343905	-0.801788847838349	-0.57510309903975
N252	-0.696969390323697	-0.859753974205757	-0.534184806441638
N476	-0.651874232463233	-0.815576940543582	-0.488171524382885
N627	-0.637397855170278	-0.807240135159212	-0.467555575181344
N801	-0.632032305588435	-0.777606406042013	-0.486458205134858
N170	-0.987790061130024	-1.15415672670098	-0.821423395559067
N253	-0.97301275332093	-1.11386787264737	-0.832157633994492
N357	-0.964848360632335	-1.113186930099	-0.816509791165669
N477	-0.942721012400244	-1.06709548723689	-0.818346537563597
N628	-0.942058129568629	-1.04563832044194	-0.838477938695321
N358	-0.966442987852003	-1.06391555505521	-0.868970420648795
N478	-0.952100363260532	-1.12994964322638	-0.774251083294679
N804	-0.9255331818357	-1.10301693274583	-0.748049430925574
N987	-0.942779107761408	-1.11175695738002	-0.773801258142792
N631	-0.951449411302803	-1.12138533765493	-0.781513484950676
N16	-0.867595475987798	-1.09485050748536	-0.640340444490233
N28	-0.879584850154442	-1.1247115417131	-0.634458158595783
N791	-1.16491238839114	-1.34178745683089	-0.988037319951378
N250	-0.851586329590432	-1.07504694552678	-0.628125713654089
N471	-0.827912405779939	-1.08126759127706	-0.574557220282823
N621	-0.905884599318907	-1.09616846201279	-0.715600736625026
N979	-0.997055268927237	-1.16027709687333	-0.833833440981147
N980	-0.885453094090327	-1.05874796657923	-0.712158221601424
N1394	-0.909939956473312	-1.05041246941147	-0.769467443535151
N795	-0.736543330293472	-0.980205598674992	-0.492881061911951
N472	-0.779454761747769	-0.984322593310589	-0.574586930184948
N623	-0.75211895419412	-0.942049377957129	-0.562188530431111
N797	-0.493340631176899	-0.698943967419225	-0.287737294934572
N798	-0.759039004744302	-0.947371731592284	-0.570706277896321
N1175	-0.767557059838279	-0.987927228045274	-0.547186891631284
N1400	-0.582918539747694	-0.73353329359616	-0.432303785899229
N1401	-0.84988542284309	-1.05819412145398	-0.641576724232197
N1647	-0.889242847778796	-1.08892217454147	-0.689563521016118
N1920	-0.783795203426671	-0.956587120991781	-0.611003285861562
N1402	-0.787546865118105	-0.995008424034903	-0.580085306201308
N1648	-0.838484344748026	-1.05042494633107	-0.626543743164981
N1921	-0.965328863632977	-1.12799608879461	-0.802661638471347
N2213	-1.06784599247998	-1.22189197889742	-0.913800006062536
N1649	-0.775043265532769	-1.01736951796733	-0.532717013098206
N1922	-0.723383539335583	-0.852230248320371	-0.594536830350796
N624	-0.740192767862681	-0.927044537924329	-0.553340997801033
N799	-0.736684881725613	-0.925442190245472	-0.547927573205755
N984	-0.738577450691698	-0.930239985676948	-0.546914915706448
N1177	-0.754994887638352	-0.958801831848849	-0.551187943427855
N45	-0.829377635600994	-1.10385859650484	-0.55489667469715
N7	-0.903851446569131	-1.04987187393982	-0.757831019198438
N13	-0.91713474456482	-1.09504218611514	-0.739227303014497
N22	-0.921914408007572	-1.12185033267403	-0.721978483341114
N37	-0.885306716089393	-1.07626539606368	-0.6943480361151
N61	-0.85403271324439	-1.03352799072316	-0.674537435765621
N92	-0.827556102005809	-1.00560469874056	-0.649507505271059
N139	-0.788521625749374	-0.992811370962999	-0.584231880535749
N140	-0.808571294094014	-0.962002128703695	-0.655140459484334
N93	-0.857463336362226	-1.05204512612061	-0.662881546603841
N141	-0.90796147492616	-1.08586367828774	-0.730059271564575
N35	-1.00153070881334	-1.10739263748193	-0.895668780144757
N14	-0.899288299012115	-1.01974324726165	-0.778833350762579
N39	-0.881441749892733	-1.00057360350142	-0.762309896284051
N225	-0.875846551666018	-1.01993734759501	-0.731755755737021
N319	-0.873501105658258	-1.02506963659216	-0.721932574724355
N433	-0.731496204632345	-0.876644015361929	-0.586348393902762
N578	-0.661344782241127	-0.764472713361724	-0.558216851120531
N919	-0.580889761561999	-0.753050820866717	-0.40872870225728
N1310	-0.588704358851729	-0.706705607038437	-0.470703110665021
N1542	-0.588444333993345	-0.701301584303794	-0.475587083682896
N1543	-0.589745707704246	-0.707503250126688	-0.471988165281803
N2362	-0.5977791768612	-0.720617751281795	-0.474940602440606
N738	-0.92581820223359	-1.07015051469695	-0.781485889770234
N1101	-1.02415240759024	-1.16767035547746	-0.880634459703017
N743	-0.898159649365028	-1.07399883097091	-0.722320467759141
N924	-0.905041071459069	-1.09088475387935	-0.719197389038786
N1316	-0.931221621584372	-1.12628156447298	-0.73616167869576
N1550	-0.96210390013533	-1.18757135727139	-0.736636442999269
N2375	-1.05136852367272	-1.29286395505303	-0.809873092292411
N2377	-0.93640686517335	-1.16187985097035	-0.710933879376353
