N1	8.91689249998897	4.04200772259264	13.7917772773853
N5	8.51873746624199	4.21161814979149	12.8258567826925
N18	8.60078268102346	4.41044930996052	12.7911160520864
N51	8.71368488133043	4.60899449930453	12.8183752633563
N79	8.55183979676747	4.37545981316969	12.7282197803652
N119	8.30596672083157	4.12128967616618	12.490643765497
N180	9.27618575136882	5.61742261641181	12.9349488863258
N264	10.8669834471062	6.94499330904737	14.788973585165
N371	21.0011126096648	17.3404464157662	24.6617788035633
N500	20.3249757192892	18.1235416943449	22.5264097442336
N265	8.1539682602134	4.6972586901251	11.6106778303017
N372	8.20659749270869	5.38148357870099	11.0317114067164
N373	6.70904207215468	3.62145257154373	9.79663157276562
N502	6.20753260448901	3.20195774108727	9.21310746789076
N657	5.46562182061814	2.53966317312915	8.39158046810712
N829	5.10032969156729	2.05649564635116	8.14416373678342
N1011	4.91736652138807	1.97152197412993	7.86321106864622
N827	6.43067481156895	2.66421023974113	10.1971393833968
N655	5.8827609655875	2.62756194295711	9.13795998821789
N826	5.67129076113808	2.352832539526	8.98974898275016
N1008	5.50192127606552	2.16786260584072	8.83597994629032
N1202	5.97838130302784	3.8521875107057	8.10457509534999
N505	7.01240630158379	2.3932302485615	11.6315823546061
N834	5.74183115264456	1.78673502304415	9.69692728224497
N1208	5.76614257452778	2.57946517285889	8.95281997619667
N1424	5.942762935455	3.25610060746466	8.62942526344534
N2233	5.99256913978528	3.72499889311002	8.26013938646054
N1425	5.64012346260121	2.23453112433962	9.0457158008628
N1941	5.70111286348183	3.69195104021071	7.71027468675296
N1209	4.17019226799641	0.997724809646244	7.34265972634658
N1670	4.12674117720972	1.41637332859846	6.83710902582098
N2238	3.9603612847724	1.52272436942164	6.39799820012316
N117	7.51255558811656	4.38876036096992	10.6363508152632
N176	7.29047771607953	4.04456166598623	10.5363937661728
N260	7.24631470909352	3.86054082638371	10.6320885918033
N177	7.68245457046855	4.98106673289725	10.3838424080399
N368	7.73178113974227	4.98125952858334	10.4823027509012
N495	8.0250167688534	5.15933351057023	10.8907000271366
