	kingdom	phylum	class	order	family	genus	species
G001768885	Bacteria	Proteobacteria_1	Alphaproteobacteria				
G001768925	Bacteria	Proteobacteria_1	Alphaproteobacteria				
G001768965	Archaea	Candidatus Bathyarchaeota					
G001769045	Bacteria	Bacteroidetes_1					
G001769115	Bacteria	Bacteroidetes_1					
G001769225	Bacteria	Bacteroidetes_1					
G001769245	Bacteria	Bacteroidetes_1	Bacteroidia	Marinilabiliales			
G001769275	Bacteria	Bacteroidetes_1					
G001769295	Bacteria	Bacteroidetes_1					
G001769315	Bacteria	Bacteroidetes_1					
G001769435	Bacteria	Bacteroidetes_1					
G001769455	Bacteria	Bacteroidetes_1					
G001769475	Bacteria	Proteobacteria_4	Oligoflexia				
G001769505	Bacteria	Bacteroidetes_1					
G001769535	Bacteria	Bacteroidetes_1					
G001769615	Bacteria	Bacteroidetes_1					
G001769625	Bacteria	Bacteroidetes_1					
G001769635	Bacteria	Bacteroidetes_1					
G001769695	Bacteria	Bacteroidetes_1					
G001769705	Bacteria	Bacteroidetes_1					
G001769725	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_2			
G001769775	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_2			
G001769805	Bacteria	Proteobacteria_4	Oligoflexia				
G001769835	Bacteria	Proteobacteria_4	Oligoflexia				
G001769855	Bacteria	Proteobacteria_4	Oligoflexia				
G001769915	Bacteria	Proteobacteria_4	Oligoflexia				
G001769935	Bacteria	Proteobacteria_4	Oligoflexia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	
G001769975	Bacteria	Proteobacteria_4	Oligoflexia				
G001769995	Bacteria	Proteobacteria_4	Oligoflexia				
G001770005	Bacteria	Proteobacteria_4	Oligoflexia				
G001770015	Bacteria	Proteobacteria_4	Oligoflexia				
G001770035	Bacteria	Proteobacteria_4	Oligoflexia				
G001770075	Bacteria	Proteobacteria_4	Oligoflexia				
G001770085	Bacteria	Proteobacteria_4	Oligoflexia				
G001770105	Bacteria	Proteobacteria_4	Oligoflexia				
G001770125	Bacteria	Proteobacteria_4	Oligoflexia				
G001770165	Bacteria	Proteobacteria_4	Oligoflexia				
G001770175	Bacteria	Proteobacteria_4	Oligoflexia				
G001771035	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Comamonadaceae	Rhodoferax	
G001771055	Bacteria	Calditrichaeota	Calditrichia	Calditrichales	Calditrichaceae	Caldithrix	
G001771115	Bacteria	candidate division CPR2					
G001771165	Bacteria	candidate division CPR3					
G001771185	Bacteria						
G001771215	Bacteria						
G001771235	Bacteria	Calditrichaeota	Calditrichia	Calditrichales	Calditrichaceae		
G001771275	Bacteria						
G001771315	Bacteria						
G001771345	Bacteria						
G001771365	Bacteria						
G001771395	Bacteria						
G001771415	Bacteria						
G001771425	Bacteria						
G001771455	Bacteria						
G001771465	Bacteria						
G001771495	Bacteria						
G001771505	Bacteria						
G001771535	Bacteria						
G001771545	Bacteria						
G001771575	Bacteria						
G001771585	Bacteria						
G001771615	Bacteria						
G001771625	Bacteria						
G001771655	Bacteria						
G001771665	Bacteria						
G001771695	Bacteria						
G001771705	Bacteria						
G001771775	Bacteria						
G001771815	Bacteria	Proteobacteria_4	Oligoflexia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	
G001771825	Bacteria	Proteobacteria_4	Oligoflexia				
G001771845	Bacteria	Proteobacteria_4	Oligoflexia				
G001772215	Bacteria	candidate division CPR3					
G001772255	Bacteria						
G001772265	Bacteria						
G001772305	Bacteria						
G001772335	Bacteria						
G001772355	Bacteria						
G001772375	Bacteria						
G001772385	Bacteria						
G001772415	Bacteria						
G001772435	Bacteria						
G001772455	Bacteria						
G001772465	Bacteria						
G001772535	Bacteria	candidate division WWE3					
G001772545	Bacteria	candidate division WWE3					
G001772575	Bacteria	candidate division WWE3					
G001772615	Bacteria	candidate division WWE3					
G001772625	Bacteria	candidate division WWE3					
G001772665	Bacteria	candidate division WWE3					
G001772695	Bacteria	candidate division WWE3					
G001772705	Bacteria	candidate division WWE3					
G001772775	Bacteria	candidate division WWE3					
G001772795	Bacteria	candidate division WWE3					
G001772805	Bacteria	candidate division WWE3					
G001772815	Bacteria	candidate division WWE3					
G001772855	Bacteria	candidate division WWE3					
G001772865	Bacteria	candidate division WWE3					
G001772885	Bacteria	candidate division WWE3					
G001772935	Bacteria	candidate division WWE3					
G001772955	Bacteria	candidate division WWE3					
G001772985	Bacteria	candidate division WWE3					
G001773015	Bacteria	candidate division WWE3					
G001773035	Bacteria	candidate division WWE3					
G001773055	Bacteria	candidate division WWE3					
G001773065	Bacteria	candidate division WWE3					
G001773095	Bacteria	candidate division WWE3					
G001773115	Bacteria	candidate division WWE3					
G001773145	Bacteria	candidate division WWE3					
G001773175	Bacteria	candidate division WWE3					
G001773195	Bacteria	candidate division WWE3					
G001773215	Bacteria	candidate division WWE3					
G001773225	Bacteria	candidate division WWE3					
G001773275	Bacteria	candidate division WWE3					
G001773295	Bacteria	candidate division WWE3					
G001773315	Bacteria	candidate division WWE3					
G001773375	Bacteria	candidate division WWE3					
G001773385	Bacteria	candidate division WWE3					
G001773395	Bacteria	candidate division WWE3					
G001773425	Bacteria	candidate division Zixibacteria					
G001773455	Bacteria						
G001773465	Bacteria	candidate division Zixibacteria					
G001773585	Bacteria	Candidatus Amesbacteria					
G001773615	Bacteria	Candidatus Amesbacteria					
G001773645	Bacteria	Candidatus Amesbacteria					
G001773655	Bacteria	Candidatus Amesbacteria					
G001773695	Bacteria	Candidatus Amesbacteria					
G001773715	Bacteria	Candidatus Amesbacteria					
G001773725	Bacteria	Candidatus Amesbacteria					
G001773735	Bacteria	Candidatus Amesbacteria					
G001773775	Bacteria	Candidatus Amesbacteria					
G001773795	Bacteria	Candidatus Amesbacteria					
G001773815	Bacteria	Candidatus Amesbacteria					
G001773915	Bacteria	Candidatus Aminicenantes					
G001773925	Bacteria	Candidatus Aminicenantes					
G001773975	Bacteria						
G001774005	Bacteria	Candidatus Azambacteria					
G001774035	Bacteria						
G001774055	Bacteria	Candidatus Azambacteria					
G001774075	Bacteria	Candidatus Azambacteria					
G001774085	Bacteria						
G001774135	Bacteria	Candidatus Azambacteria					
G001774165	Bacteria	Candidatus Azambacteria					
G001774195	Bacteria	Candidatus Azambacteria					
G001774215	Bacteria	Candidatus Azambacteria					
G001774245	Archaea	Candidatus Bathyarchaeota					
G001774275	Bacteria	Candidatus Beckwithbacteria					
G001774295	Bacteria	Candidatus Beckwithbacteria					
G001774315	Bacteria	Candidatus Beckwithbacteria					
G001774335	Bacteria	Candidatus Beckwithbacteria					
G001774395	Bacteria	Candidatus Berkelbacteria					
G001774495	Bacteria						
G001774505	Bacteria						
G001774535	Bacteria	Candidatus Collierbacteria					
G001774555	Bacteria	Candidatus Collierbacteria					
G001774635	Bacteria	Candidatus Collierbacteria					
G001774655	Bacteria	Candidatus Collierbacteria					
G001774675	Bacteria	Candidatus Collierbacteria					
G001774685	Bacteria	Candidatus Collierbacteria					
G001774705	Bacteria	Candidatus Curtissbacteria					
G001774865	Bacteria	Candidatus Curtissbacteria					
G001774895	Bacteria	Candidatus Curtissbacteria					
G001774945	Bacteria	Candidatus Curtissbacteria					
G001774995	Bacteria	Candidatus Curtissbacteria					
G001775085	Bacteria	Candidatus Curtissbacteria					
G001775155	Bacteria	Candidatus Curtissbacteria					
G001775245	Bacteria	Candidatus Dadabacteria					
G001775325	Bacteria	Candidatus Daviesbacteria					
G001775365	Bacteria	candidate division Zixibacteria					
G001775405	Bacteria	candidate division Zixibacteria					
G001775435	Bacteria	Candidatus Adlerbacteria					
G001775445	Bacteria	Candidatus Adlerbacteria					
G001775475	Bacteria	Candidatus Adlerbacteria					
G001775565	Bacteria	Candidatus Amesbacteria					
G001775605	Bacteria	Candidatus Amesbacteria					
G001775635	Bacteria	Candidatus Amesbacteria					
G001775645	Bacteria	Candidatus Amesbacteria					
G001775695	Bacteria	Candidatus Aminicenantes					
G001775785	Bacteria	Candidatus Azambacteria					
G001775835	Bacteria						
G001775885	Bacteria	Candidatus Azambacteria					
G001775915	Bacteria	Candidatus Azambacteria					
G001775935	Bacteria	Candidatus Azambacteria					
G001775955	Archaea	Candidatus Bathyarchaeota					
G001775965	Archaea	Candidatus Bathyarchaeota					
G001776015	Archaea	Candidatus Bathyarchaeota					
G001776045	Bacteria	Candidatus Beckwithbacteria					
G001776075	Bacteria	Candidatus Beckwithbacteria					
G001776115	Bacteria	Candidatus Beckwithbacteria					
G001776125	Bacteria	Candidatus Berkelbacteria					
G001776145	Bacteria	Candidatus Berkelbacteria					
G001776175	Bacteria	Candidatus Berkelbacteria					
G001776195	Bacteria	Candidatus Berkelbacteria					
G001776225	Bacteria	Candidatus Collierbacteria					
G001776255	Bacteria	Candidatus Collierbacteria					
G001776275	Bacteria	Candidatus Collierbacteria					
G001776335	Bacteria	Candidatus Curtissbacteria					
G001776415	Bacteria	Candidatus Curtissbacteria					
G001776425	Bacteria	Candidatus Curtissbacteria					
G001776455	Bacteria	Candidatus Curtissbacteria					
G001776475	Bacteria	Candidatus Curtissbacteria					
G001776505	Bacteria	Candidatus Curtissbacteria					
G001776535	Bacteria	Candidatus Curtissbacteria					
G001776585	Bacteria	Candidatus Daviesbacteria					
G001776635	Bacteria	Candidatus Daviesbacteria					
G001776675	Bacteria	Candidatus Daviesbacteria					
G001776685	Bacteria	Candidatus Daviesbacteria					
G001776735	Bacteria	Candidatus Daviesbacteria					
G001776755	Bacteria	Candidatus Daviesbacteria					
G001776815	Bacteria	Candidatus Daviesbacteria					
G001776835	Bacteria	Candidatus Daviesbacteria					
G001776855	Bacteria	Candidatus Daviesbacteria					
G001776945	Bacteria	Candidatus Daviesbacteria					
G001776975	Bacteria	Candidatus Daviesbacteria					
G001777015	Bacteria	Candidatus Daviesbacteria					
G001777025	Bacteria	Candidatus Daviesbacteria					
G001777055	Bacteria	Candidatus Daviesbacteria					
G001777065	Bacteria	Candidatus Daviesbacteria					
G001777335	Bacteria	Candidatus Daviesbacteria					
G001777345	Bacteria	Candidatus Daviesbacteria					
G001777375	Bacteria	Candidatus Daviesbacteria					
G001777435	Bacteria	Candidatus Daviesbacteria					
G001777455	Bacteria	Candidatus Daviesbacteria					
G001777465	Bacteria	Candidatus Daviesbacteria					
G001777495	Bacteria	Candidatus Daviesbacteria					
G001777545	Bacteria	Candidatus Doudnabacteria					
G001777575	Bacteria	Candidatus Doudnabacteria					
G001777585	Bacteria	Candidatus Doudnabacteria					
G001777655	Bacteria	Candidatus Doudnabacteria					
G001777665	Bacteria	Candidatus Doudnabacteria					
G001777695	Bacteria	Candidatus Doudnabacteria					
G001777775	Bacteria	Candidatus Doudnabacteria					
G001777815	Bacteria	Candidatus Doudnabacteria					
G001777825	Bacteria	Candidatus Doudnabacteria					
G001777855	Bacteria	Candidatus Doudnabacteria					
G001777945	Bacteria						
G001778055	Bacteria	Candidatus Falkowbacteria					
G001778075	Bacteria						
G001778085	Bacteria	Candidatus Falkowbacteria					
G001778155	Bacteria						
G001778165	Bacteria	Candidatus Falkowbacteria					
G001778195	Bacteria						
G001778235	Bacteria						
G001778255	Bacteria	Candidatus Falkowbacteria					
G001778275	Bacteria						
G001778285	Bacteria	Candidatus Falkowbacteria					
G001778315	Bacteria						
G001778395	Bacteria	Candidatus Giovannonibacteria					
G001778415	Bacteria	Candidatus Giovannonibacteria					
G001778435	Bacteria	Candidatus Giovannonibacteria					
G001778455	Bacteria						
G001778465	Bacteria	Candidatus Giovannonibacteria					
G001778535	Bacteria	Candidatus Giovannonibacteria					
G001778545	Bacteria	Candidatus Giovannonibacteria					
G001778555	Bacteria	Candidatus Giovannonibacteria					
G001778595	Bacteria	Candidatus Giovannonibacteria					
G001778615	Bacteria	Candidatus Giovannonibacteria					
G001778635	Bacteria	Candidatus Giovannonibacteria					
G001778655	Bacteria	Candidatus Giovannonibacteria					
G001778665	Bacteria	Candidatus Giovannonibacteria					
G001778705	Bacteria	Candidatus Giovannonibacteria					
G001778735	Bacteria	Candidatus Giovannonibacteria					
G001778755	Bacteria	Candidatus Giovannonibacteria					
G001778775	Bacteria	Candidatus Giovannonibacteria					
G001778855	Bacteria	Candidatus Giovannonibacteria					
G001778875	Bacteria	Candidatus Giovannonibacteria					
G001778905	Bacteria	Candidatus Giovannonibacteria					
G001778935	Bacteria	Candidatus Giovannonibacteria					
G001778955	Bacteria	Candidatus Giovannonibacteria					
G001778975	Bacteria	Candidatus Giovannonibacteria					
G001779015	Bacteria	Candidatus Gottesmanbacteria					
G001779055	Bacteria	Candidatus Gottesmanbacteria					
G001779065	Bacteria	Candidatus Gottesmanbacteria					
G001779095	Bacteria	Candidatus Gottesmanbacteria					
G001779115	Bacteria	Candidatus Gottesmanbacteria					
G001779135	Bacteria	Candidatus Gottesmanbacteria					
G001779145	Bacteria						
G001779195	Bacteria	Candidatus Gottesmanbacteria					
G001779235	Bacteria	Candidatus Gottesmanbacteria					
G001779255	Bacteria	Candidatus Gottesmanbacteria					
G001779265	Bacteria	Candidatus Gottesmanbacteria					
G001779275	Bacteria	Candidatus Gottesmanbacteria					
G001779345	Bacteria	Candidatus Gottesmanbacteria					
G001779385	Bacteria	Candidatus Gottesmanbacteria					
G001779475	Bacteria	Candidatus Jorgensenbacteria					
G001779505	Bacteria	Candidatus Jorgensenbacteria					
G001779535	Bacteria	Candidatus Jorgensenbacteria					
G001779555	Bacteria	Candidatus Jorgensenbacteria					
G001779575	Bacteria	Candidatus Jorgensenbacteria					
G001779585	Bacteria						
G001779595	Bacteria						
G001779615	Bacteria						
G001779655	Bacteria	Candidatus Kaiserbacteria					
G001779665	Bacteria						
G001779735	Bacteria	Candidatus Daviesbacteria					
G001779745	Bacteria	Candidatus Daviesbacteria					
G001779755	Bacteria	Candidatus Daviesbacteria					
G001779835	Bacteria	Candidatus Daviesbacteria					
G001779875	Bacteria						
G001779895	Bacteria	Candidatus Doudnabacteria					
G001779915	Bacteria	Candidatus Doudnabacteria					
G001779925	Bacteria	Candidatus Doudnabacteria					
G001779955	Bacteria	Candidatus Doudnabacteria					
G001779985	Bacteria	Candidatus Doudnabacteria					
G001779995	Bacteria	Candidatus Doudnabacteria					
G001780055	Bacteria	Candidatus Doudnabacteria					
G001780065	Bacteria	Candidatus Doudnabacteria					
G001780145	Bacteria	Candidatus Doudnabacteria					
G001780165	Bacteria						
G001780215	Bacteria	Candidatus Falkowbacteria					
G001780235	Bacteria	Candidatus Falkowbacteria					
G001780275	Bacteria	Candidatus Falkowbacteria					
G001780315	Bacteria						
G001780385	Bacteria						
G001780415	Bacteria	Candidatus Giovannonibacteria					
G001780425	Bacteria	Candidatus Giovannonibacteria					
G001780445	Bacteria	Candidatus Giovannonibacteria					
G001780475	Bacteria	Candidatus Giovannonibacteria					
G001780495	Bacteria	Candidatus Giovannonibacteria					
G001780515	Bacteria	Candidatus Giovannonibacteria					
G001780535	Bacteria	Candidatus Giovannonibacteria					
G001780555	Bacteria	Candidatus Giovannonibacteria					
G001780565	Bacteria	Candidatus Giovannonibacteria					
G001780595	Bacteria	Candidatus Giovannonibacteria					
G001780605	Bacteria	Candidatus Giovannonibacteria					
G001780635	Bacteria	Candidatus Giovannonibacteria					
G001780645	Bacteria	Candidatus Giovannonibacteria					
G001780695	Bacteria	Candidatus Giovannonibacteria					
G001780705	Bacteria	Candidatus Giovannonibacteria					
G001780725	Bacteria	Candidatus Giovannonibacteria					
G001780775	Bacteria	Candidatus Giovannonibacteria					
G001780795	Bacteria	Candidatus Glassbacteria					
G001780805	Bacteria	Candidatus Glassbacteria					
G001780825	Bacteria	Candidatus Glassbacteria					
G001780865	Bacteria	Candidatus Gottesmanbacteria					
G001780895	Bacteria	Candidatus Gottesmanbacteria					
G001780955	Bacteria	Candidatus Gottesmanbacteria					
G001781095	Bacteria						
G001781105	Bacteria	Candidatus Kaiserbacteria					
G001781175	Bacteria	Candidatus Kaiserbacteria					
G001781195	Bacteria	Candidatus Kaiserbacteria					
G001781205	Bacteria						
G001781255	Bacteria						
G001781275	Bacteria	Candidatus Kaiserbacteria					
G001781285	Bacteria						
G001781335	Bacteria	Candidatus Kaiserbacteria					
G001781355	Bacteria	Candidatus Kaiserbacteria					
G001781375	Bacteria						
G001781415	Bacteria						
G001781435	Bacteria						
G001781445	Bacteria	Candidatus Kaiserbacteria					
G001781465	Bacteria	Candidatus Kaiserbacteria					
G001781515	Bacteria	Candidatus Kaiserbacteria					
G001781525	Bacteria						
G001781555	Bacteria	Candidatus Kaiserbacteria					
G001781565	Bacteria						
G001781605	Bacteria	Candidatus Kaiserbacteria					
G001781625	Bacteria						
G001781675	Bacteria	Candidatus Kaiserbacteria					
G001781685	Bacteria	Candidatus Kaiserbacteria					
G001781725	Bacteria	Candidatus Kaiserbacteria					
G001781795	Bacteria	Candidatus Kaiserbacteria					
G001781805	Bacteria						
G001781845	Bacteria	Candidatus Kaiserbacteria					
G001781875	Bacteria	Candidatus Kaiserbacteria					
G001781885	Bacteria						
G001781935	Bacteria	Candidatus Kuenenbacteria					
G001781965	Bacteria						
G001781995	Bacteria	Candidatus Levybacteria					
G001782035	Bacteria	Candidatus Levybacteria					
G001782045	Bacteria	Candidatus Levybacteria					
G001782085	Bacteria	Candidatus Levybacteria					
G001782115	Bacteria	Candidatus Levybacteria					
G001782125	Bacteria	Candidatus Levybacteria					
G001782205	Bacteria	Candidatus Levybacteria					
G001782265	Bacteria	Candidatus Levybacteria					
G001782295	Bacteria	Candidatus Levybacteria					
G001782355	Bacteria	Candidatus Levybacteria					
G001782395	Bacteria	Candidatus Levybacteria					
G001782415	Bacteria	Candidatus Levybacteria					
G001782435	Bacteria	Candidatus Levybacteria					
G001782445	Bacteria	Candidatus Levybacteria					
G001782475	Bacteria	Candidatus Levybacteria					
G001782495	Bacteria	Candidatus Levybacteria					
G001782525	Bacteria	Candidatus Levybacteria					
G001782595	Bacteria	Candidatus Levybacteria					
G001782605	Bacteria	Candidatus Levybacteria					
G001782645	Bacteria	Candidatus Levybacteria					
G001782685	Bacteria	Candidatus Levybacteria					
G001782735	Bacteria	Candidatus Levybacteria					
G001782805	Bacteria	Candidatus Magasanikbacteria					
G001782815	Bacteria	Candidatus Magasanikbacteria					
G001782825	Bacteria	Candidatus Magasanikbacteria					
G001782875	Bacteria	Candidatus Magasanikbacteria					
G001782895	Bacteria	Candidatus Magasanikbacteria					
G001782905	Bacteria	Candidatus Magasanikbacteria					
G001782935	Bacteria	Candidatus Magasanikbacteria					
G001782955	Bacteria	Candidatus Magasanikbacteria					
G001782965	Bacteria	Candidatus Magasanikbacteria					
G001782975	Bacteria	Candidatus Magasanikbacteria					
G001783015	Bacteria	Candidatus Magasanikbacteria					
G001783035	Bacteria	Candidatus Magasanikbacteria					
G001783045	Bacteria	Candidatus Magasanikbacteria					
G001783065	Bacteria	Candidatus Magasanikbacteria					
G001783095	Bacteria	Candidatus Magasanikbacteria					
G001783105	Bacteria	Candidatus Magasanikbacteria					
G001783135	Bacteria	Candidatus Magasanikbacteria					
G001783145	Bacteria	Candidatus Magasanikbacteria					
G001783185	Bacteria	Candidatus Magasanikbacteria					
G001783215	Bacteria	Candidatus Magasanikbacteria					
G001783255	Bacteria	Candidatus Magasanikbacteria					
G001783315	Bacteria	Candidatus Magasanikbacteria					
G001783335	Bacteria	Candidatus Kaiserbacteria					
G001783355	Bacteria	Candidatus Kaiserbacteria					
G001783375	Bacteria	Candidatus Kaiserbacteria					
G001783415	Bacteria	Candidatus Kaiserbacteria					
G001783435	Bacteria						
G001783445	Bacteria	Candidatus Kaiserbacteria					
G001783465	Bacteria						
G001783485	Bacteria	Candidatus Kaiserbacteria					
G001783515	Bacteria						
G001783525	Bacteria						
G001783565	Bacteria						
G001783595	Bacteria	Candidatus Kuenenbacteria					
G001783635	Bacteria	Candidatus Kuenenbacteria					
G001783645	Bacteria	Candidatus Kuenenbacteria					
G001783775	Bacteria	Candidatus Levybacteria					
G001783805	Bacteria	Candidatus Levybacteria					
G001783845	Bacteria	Candidatus Levybacteria					
G001783885	Bacteria	Candidatus Levybacteria					
G001783905	Bacteria	Candidatus Levybacteria					
G001783975	Bacteria	Candidatus Levybacteria					
G001784045	Bacteria	Candidatus Levybacteria					
G001784055	Bacteria	Candidatus Levybacteria					
G001784095	Bacteria	Candidatus Levybacteria					
G001784115	Bacteria	Candidatus Levybacteria					
G001784175	Bacteria						
G001784235	Bacteria	Candidatus Magasanikbacteria					
G001784255	Bacteria	Candidatus Magasanikbacteria					
G001784275	Bacteria	Candidatus Magasanikbacteria					
G001784285	Bacteria	Candidatus Magasanikbacteria					
G001784315	Bacteria	Candidatus Magasanikbacteria					
G001784325	Bacteria	Candidatus Magasanikbacteria					
G001784355	Bacteria	Candidatus Magasanikbacteria					
G001784365	Bacteria	Candidatus Magasanikbacteria					
G001784395	Bacteria	Candidatus Magasanikbacteria					
G001784435	Bacteria	Candidatus Magasanikbacteria					
G001784455	Bacteria	Candidatus Magasanikbacteria					
G001784485	Bacteria						
G001784535	Bacteria	Candidatus Melainabacteria					
G001784555	Bacteria	Candidatus Melainabacteria					
G001784565	Bacteria	Candidatus Melainabacteria					
G001784585	Bacteria	Candidatus Melainabacteria					
G001784615	Bacteria	Candidatus Melainabacteria					
G001784695	Bacteria	Candidatus Moranbacteria					
G001784715	Bacteria	Candidatus Moranbacteria					
G001784725	Bacteria	Candidatus Moranbacteria					
G001784775	Bacteria	Candidatus Moranbacteria					
G001784795	Bacteria	Candidatus Moranbacteria					
G001784805	Bacteria	Candidatus Moranbacteria					
G001784815	Bacteria	Candidatus Moranbacteria					
G001784875	Bacteria	Candidatus Moranbacteria					
G001784885	Bacteria	Candidatus Moranbacteria					
G001784895	Bacteria	Candidatus Moranbacteria					
G001784915	Bacteria	Candidatus Moranbacteria					
G001784955	Bacteria	Candidatus Moranbacteria					
G001784965	Bacteria	Candidatus Moranbacteria					
G001784975	Bacteria	Candidatus Moranbacteria					
G001785005	Bacteria	Candidatus Moranbacteria					
G001785035	Bacteria	Proteobacteria_1	Gammaproteobacteria				
G001785275	Bacteria	Candidatus Nomurabacteria					
G001785295	Bacteria	Candidatus Nomurabacteria					
G001785415	Bacteria	Candidatus Nomurabacteria					
G001785465	Bacteria	Candidatus Nomurabacteria					
G001785485	Bacteria	Candidatus Nomurabacteria					
G001785515	Bacteria	Candidatus Nomurabacteria					
G001785545	Bacteria	Candidatus Nomurabacteria					
G001785595	Bacteria	Candidatus Nomurabacteria					
G001785615	Bacteria	Candidatus Nomurabacteria					
G001785675	Bacteria	Candidatus Nomurabacteria					
G001785695	Bacteria	Candidatus Nomurabacteria					
G001785785	Bacteria	Candidatus Nomurabacteria					
G001785805	Bacteria	Candidatus Nomurabacteria					
G001785815	Bacteria	Candidatus Nomurabacteria					
G001785895	Bacteria	Candidatus Nomurabacteria					
G001785985	Bacteria	Candidatus Nomurabacteria					
G001786045	Bacteria	Candidatus Nomurabacteria					
G001786055	Bacteria	Candidatus Nomurabacteria					
G001786095	Bacteria	Candidatus Nomurabacteria					
G001786125	Bacteria	Candidatus Nomurabacteria					
G001786175	Bacteria	Candidatus Nomurabacteria					
G001786195	Bacteria	Candidatus Nomurabacteria					
G001786225	Bacteria	Candidatus Nomurabacteria					
G001786255	Bacteria	Candidatus Nomurabacteria					
G001786325	Bacteria	Candidatus Nomurabacteria					
G001786355	Bacteria	Candidatus Nomurabacteria					
G001786505	Bacteria	Candidatus Melainabacteria					
G001786555	Bacteria	Candidatus Melainabacteria					
G001786575	Bacteria	Candidatus Moranbacteria					
G001786615	Bacteria	Candidatus Moranbacteria					
G001786735	Bacteria	Candidatus Nomurabacteria					
G001786745	Bacteria	Candidatus Nomurabacteria					
G001786795	Bacteria	Candidatus Nomurabacteria					
G001786805	Bacteria	Candidatus Nomurabacteria					
G001786885	Bacteria	Candidatus Nomurabacteria					
G001786905	Bacteria	Candidatus Nomurabacteria					
G001786965	Bacteria	Candidatus Nomurabacteria					
G001787125	Bacteria	Candidatus Nomurabacteria					
G001787245	Bacteria	Candidatus Nomurabacteria					
G001787315	Bacteria	Candidatus Pacebacteria					
G001787335	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae		
G001787375	Bacteria	Candidatus Pacebacteria					
G001787395	Bacteria	Candidatus Pacebacteria					
G001787405	Bacteria	Candidatus Pacebacteria					
G001787455	Bacteria	Candidatus Peregrinibacteria					
G001787475	Bacteria	Candidatus Peregrinibacteria					
G001787485	Bacteria	Candidatus Peregrinibacteria	Candidatus Peribacteria				
G001787535	Bacteria	Candidatus Peregrinibacteria	Candidatus Peribacteria				
G001787555	Bacteria	Candidatus Peregrinibacteria	Candidatus Peribacteria				
G001787565	Bacteria	Candidatus Peregrinibacteria	Candidatus Peribacteria				
G001787585	Bacteria	Candidatus Peregrinibacteria	Candidatus Peribacteria				
G001787615	Bacteria	Candidatus Peregrinibacteria	Candidatus Peribacteria				
G001787625	Bacteria	Candidatus Peregrinibacteria	Candidatus Peribacteria				
G001787675	Bacteria	Candidatus Peregrinibacteria	Candidatus Peribacteria				
G001787705	Bacteria	Candidatus Peregrinibacteria	Candidatus Peribacteria				
G001787725	Bacteria	Candidatus Peregrinibacteria	Candidatus Peribacteria				
G001787755	Bacteria	Candidatus Peregrinibacteria	Candidatus Peribacteria				
G001787775	Bacteria	Candidatus Peregrinibacteria	Candidatus Peribacteria				
G001787795	Bacteria	Candidatus Peregrinibacteria	Candidatus Peribacteria				
G001787805	Bacteria	Candidatus Peregrinibacteria	Candidatus Peribacteria				
G001787865	Bacteria						
G001787885	Bacteria	Candidatus Roizmanbacteria					
G001787915	Bacteria						
G001787945	Bacteria						
G001787965	Bacteria	Candidatus Roizmanbacteria					
G001787985	Bacteria	Candidatus Roizmanbacteria					
G001788045	Bacteria	Candidatus Roizmanbacteria					
G001788055	Bacteria	Candidatus Roizmanbacteria					
G001788095	Bacteria						
G001788125	Bacteria	Candidatus Roizmanbacteria					
G001788165	Bacteria						
G001788195	Bacteria	Candidatus Roizmanbacteria					
G001788215	Bacteria						
G001788225	Bacteria						
G001788235	Bacteria						
G001788275	Bacteria						
G001788295	Bacteria						
G001788305	Bacteria	Candidatus Roizmanbacteria					
G001788325	Bacteria						
G001788355	Bacteria	Candidatus Roizmanbacteria					
G001788375	Bacteria						
G001788565	Bacteria	Candidatus Saccharibacteria					
G001788635	Bacteria	Candidatus Schekmanbacteria					
G001788645	Bacteria	Candidatus Pacebacteria					
G001788675	Bacteria	Candidatus Pacebacteria					
G001788685	Bacteria	Candidatus Peregrinibacteria					
G001788715	Bacteria	Candidatus Peregrinibacteria					
G001788755	Bacteria	Candidatus Peregrinibacteria					
G001788765	Bacteria	Candidatus Peregrinibacteria					
G001788795	Bacteria	Candidatus Peregrinibacteria					
G001788805	Bacteria	Candidatus Peregrinibacteria					
G001788835	Bacteria	Candidatus Peregrinibacteria					
G001788845	Bacteria	Candidatus Peregrinibacteria					
G001788875	Bacteria	Candidatus Peregrinibacteria					
G001788885	Bacteria	Candidatus Peregrinibacteria					
G001788915	Bacteria	Candidatus Peregrinibacteria	Candidatus Peribacteria				
G001788925	Bacteria	Candidatus Peregrinibacteria	Candidatus Peribacteria				
G001788955	Bacteria	Candidatus Peregrinibacteria	Candidatus Peribacteria				
G001788995	Bacteria	Candidatus Peregrinibacteria	Candidatus Peribacteria				
G001789005	Bacteria	Candidatus Peregrinibacteria	Candidatus Peribacteria				
G001789035	Bacteria	Candidatus Peregrinibacteria	Candidatus Peribacteria				
G001789045	Bacteria	Candidatus Peregrinibacteria	Candidatus Peribacteria				
G001789075	Bacteria	Candidatus Peregrinibacteria	Candidatus Peribacteria				
