	kingdom	phylum	class	order	family	genus	species
G000166135	Bacteria	Actinobacteria	Actinomycetia	Frankiales	Frankiaceae	Frankia	
G000166195	Bacteria	Bacteroidetes_1	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	
G000166275	Bacteria	Bacteroidetes_1	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus	
G000166295	Bacteria	Proteobacteria_1	Gammaproteobacteria	Oceanospirillales_1	Marinobacteraceae	Marinobacter	
G000166355	Bacteria	Firmicutes_2	Clostridia_5	Thermoanaerobacterales_1	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor	
G000166395	Bacteria	Bacteroidetes_1	Cytophagia	Cytophagales	Cytophagaceae_1		
G000166415	Bacteria	Firmicutes_6	Clostridia_6	Halanaerobiales	Halanaerobiaceae	Halanaerobium	
G000166695	Bacteria	Firmicutes_2	Clostridia_5	Thermoanaerobacterales_1	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor	
G000167195	Bacteria	Cyanobacteria		Chroococcales_1	Aphanothecaceae_1	Crocosphaera	Crocosphaera watsonii
G000167355	Bacteria	Proteobacteria_3	Deltaproteobacteria_1	Desulfuromonadales	Desulfuromonadaceae		
G000168295	Bacteria	Proteobacteria_1	Gammaproteobacteria	Legionellales	Coxiellaceae	Rickettsiella	Rickettsiella grylli
G000168715	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae		
G000168735	Bacteria	Proteobacteria_1	Gammaproteobacteria			Candidatus Thiodiazotropha	
G000168775	Bacteria	Proteobacteria_1	Gammaproteobacteria	Thiotrichales_1	Francisellaceae	Francisella	Francisella tularensis
G000168835	Bacteria	Proteobacteria_1	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia pestis
G000168975	Bacteria	Proteobacteria_1	Alphaproteobacteria	Hyphomicrobiales_1	Stappiaceae	Roseibium	
G000168995	Bacteria	Proteobacteria_1	Betaproteobacteria_2	Nitrosomonadales_1			
G000169035	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella aerofaciens
G000169075	Bacteria	Proteobacteria_1	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae		
G000169115	Bacteria	Proteobacteria_1	Gammaproteobacteria	Cellvibrionales	Halieaceae		
G000169155	Bacteria	Firmicutes_4	Negativicutes	Selenomonadales	Sporomusaceae		
G000169175	Bacteria	Bacteroidetes_1	Cytophagia	Cytophagales	Microscillaceae		
G000169235	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae	Dorea	
G000169255	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Oscillospiraceae_1		
G000169335	Bacteria	Cyanobacteria		Chroococcales_1	Aphanothecaceae_1	Crocosphaera	
G000169375	Bacteria	Proteobacteria_1	Gammaproteobacteria	Oceanospirillales_1	Marinobacteraceae	Marinobacter	
G000169395	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae		
G000169415	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae		
G000169435	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Loktanella	
G000169455	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae		
G000169655	Bacteria	Proteobacteria_1	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia pestis
G000170295	Bacteria	Proteobacteria_1	Gammaproteobacteria	Thiotrichales_1	Francisellaceae	Francisella	Francisella tularensis
G000170715	Bacteria	Proteobacteria_1	Gammaproteobacteria	Thiotrichales_3	Thiotrichaceae_1		
G000170735	Bacteria	Proteobacteria_2	Epsilonproteobacteria	Nautiliales	Nautiliaceae		
G000170755	Bacteria	Lentisphaerae	Lentisphaeria				
G000170795	Bacteria	Bacteroidetes_1	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter_1	
G000170875	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Roseovarius	
G000170895	Bacteria	Proteobacteria_4	Deltaproteobacteria_4	Myxococcales	Nannocystaceae		
G000170915	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales			
G000171235	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae		
G000171335	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae	Epulopiscium	
G000171615	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1	Bacillus_4	Bacillus coahuilensis
G000171775	Bacteria	Planctomycetes	Planctomycetia	Gemmatales	Gemmataceae		
G000171835	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodospirillales	Thalassobaculaceae	Candidatus Endolissoclinum	
G000171875	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	
G000172075	Bacteria	Proteobacteria_1	Gammaproteobacteria	Alteromonadales_2	Shewanellaceae	Shewanella	
G000172095	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	
G000172155	Bacteria	Verrucomicrobia	Verrucomicrobiae_1	Verrucomicrobiales_1			
G000172375	Bacteria	Proteobacteria_1	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Glaesserella	Glaesserella parasuis
G000172475	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma	Anaplasma marginale
G000172495	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma	Anaplasma marginale
G000172515	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma	Anaplasma marginale
G000172555	Bacteria	Verrucomicrobia	Verrucomicrobiae_2	Verrucomicrobiales_2	Verrucomicrobia subdivision 3		
G000172635	Bacteria	Proteobacteria_1	Gammaproteobacteria	Alteromonadales_1	Alteromonadaceae_1	Alteromonas	Alteromonas macleodii
G000172975	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Jonquetella	
G000172995	Archaea	Euryarchaeota_1	Halobacteria	Haloferacales	Haloferacaceae	Halogeometricum	
G000173075	Bacteria	Verrucomicrobia	Spartobacteria				
G000173095	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Flavobacteriaceae		
G000173115	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Flavobacteriaceae		
G000173355	Bacteria	Firmicutes_2	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	
G000173555	Bacteria	Cyanobacteria		Oscillatoriales_1	Microcoleaceae	Limnospira	
G000173615	Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Sulfurihydrogenibium	
G000173655	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	
G000173675	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	
G000173795	Bacteria	Firmicutes_5	Erysipelotrichia_1	Erysipelotrichales_1	Coprobacillaceae	Catenibacterium	
G000173815	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae		
G000173895	Bacteria	Proteobacteria_1	Betaproteobacteria_3	Neisseriales	Neisseriaceae	Neisseria	
G000173915	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_3		Gemella	
G000173975	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae		
G000174015	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Lancefieldella	Lancefieldella rimae
G000174195	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae	Roseburia	
G000174355	Bacteria	Proteobacteria_1	Betaproteobacteria_3	Neisseriales	Chromobacteriaceae_1		
G000174395	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Enterococcaceae		
G000174415	Bacteria						
G000174435	Bacteria	Proteobacteria_5	Deltaproteobacteria_2	Desulfovibrionales	Desulfohalobiaceae		
G000174755	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	
G000174815	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1	Porphyromonadaceae	Porphyromonas	Porphyromonas somerae
G000174895	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Oscillospiraceae_1	Ruminococcus	Ruminococcus flavefaciens
G000174995	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia muridarum
G000175035	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus jensenii
G000175095	Bacteria	Proteobacteria_1	Betaproteobacteria_2	Nitrosomonadales_1	Nitrosomonadaceae	Nitrosomonas	
G000175215	Bacteria	Proteobacteria_1	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	
G000175255	Bacteria	Proteobacteria_1	Alphaproteobacteria	Sphingomonadales	Zymomonadaceae	Zymomonas	Zymomonas mobilis
G000175375	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	
G000175395	Bacteria	Firmicutes_2	Clostridia_2	Eubacteriales_2	Clostridiaceae_1	Clostridium	Clostridium botulinum
G000175415	Bacteria	Cyanobacteria		Oscillatoriales_1	Microcoleaceae	Arthrospira	Arthrospira platensis
G000175555	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Saccharolobus	Saccharolobus solfataricus
G000175575	Bacteria	Proteobacteria_1	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	
G000175795	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Oscillospiraceae_2	Ruminiclostridium	Ruminiclostridium papyrosolvens
G000175835	Bacteria	Cyanobacteria		Nostocales	Aphanizomenonaceae	Cylindrospermopsis	Cylindrospermopsis raciborskii
G000175855	Bacteria	Cyanobacteria		Nostocales	Aphanizomenonaceae	Cylindrospermopsis	Cylindrospermopsis raciborskii
G000176015	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	
G000176095	Bacteria	Proteobacteria_1	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella_3	Legionella longbeachae
G000176155	Bacteria	Proteobacteria_1	Gammaproteobacteria	Vibrionales	Vibrionaceae		
G000176235	Bacteria	Proteobacteria_1	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
G000176335	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Pseudoleptotrichia	Pseudoleptotrichia goodfellowii
G000176355	Bacteria	Proteobacteria_1	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Citromicrobium	
G000176775	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Mobiluncus	Mobiluncus mulieris
G000176795	Bacteria	Proteobacteria_1	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	
G000176855	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Comamonadaceae		
G000176895	Bacteria	Cyanobacteria		Oscillatoriales_1	Microcoleaceae	Limnospira	Limnospira indica
G000176915	Bacteria	Proteobacteria_5	Deltaproteobacteria_2	Desulfovibrionales	Desulfovibrionaceae	Pseudodesulfovibrio	
G000177015	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Oscillospiraceae_1		
G000177075	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1	Prevotellaceae_1	Prevotella	
G000177235	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_4	Evansella	
G000177335	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Jonquetella	
G000177375	Bacteria	Firmicutes_5	Erysipelotrichia_1	Erysipelotrichales_1	Erysipelotrichaceae_1	Solobacterium	
G000177535	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium falsenii
G000177555	Bacteria	Firmicutes_4	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	
G000177615	Bacteria	Actinobacteria	Actinomycetia	Frankiales	Frankiaceae	Frankia	
G000177635	Bacteria	Chrysiogenetes	Chrysiogenetes	Chrysiogenales	Chrysiogenaceae		
G000178115	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Oscillospiraceae_1		
G000178255	Bacteria	Firmicutes_9	Erysipelotrichia_2	Erysipelotrichales_2	Turicibacteraceae	Turicibacter	Turicibacter sanguinis
G000178335	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Fannyhessea	Fannyhessea vaginae
G000178455	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_1	Brevibacteriaceae	Brevibacterium	
G000178475	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Lactobacillus	
G000178815	Bacteria	Proteobacteria_1	Alphaproteobacteria	Hyphomicrobiales_1	Methylocystaceae_1	Methylosinus	
G000178835	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae	Cellulosilyticum	
G000178875	Bacteria	Proteobacteria_1	Gammaproteobacteria	Alteromonadales_2	Shewanellaceae	Shewanella	Shewanella baltica
G000178955	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Granulicella	
G000178975	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Granulicella	
G000179055	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1	Prevotellaceae_1	Prevotella	Prevotella bryantii
G000179235	Bacteria	Cyanobacteria		Synechococcales_1	Prochlorococcaceae		
G000179255	Bacteria	Cyanobacteria		Synechococcales_1	Prochlorococcaceae		
G000179315	Bacteria	Proteobacteria_6	Deltaproteobacteria_3	Desulfobacterales_1			
G000179395	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	
G000179555	Bacteria	Proteobacteria_5	Deltaproteobacteria_2	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio_1	
G000179575	Archaea	Euryarchaeota_2	Methanococci	Methanococcales	Methanococcaceae		
G000179595	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Oscillospiraceae_2	Acetivibrio	
G000179615	Bacteria	Firmicutes_3	Bacilli_2	Bacillales_2	Paenibacillaceae		
G000179635	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Oscillospiraceae_1	Ruminococcus	
G000179715	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Fannyhessea	Fannyhessea vaginae
G000179775	Bacteria	Proteobacteria_1	Alphaproteobacteria	Hyphomicrobiales_1			
G000179815	Bacteria	Proteobacteria_1	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	
G000179915	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Terriglobus	
G000180175	Bacteria	Proteobacteria_1	Gammaproteobacteria	Enterobacterales	Erwiniaceae_1	Pantoea	
G000180455	Bacteria	Cyanobacteria		Oscillatoriales_1	Microcoleaceae	Kamptonema	
G000181475	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae		
G000181895	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	
G000182745	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Komagataeibacter	
G000183135	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1	Paludibacteraceae	Paludibacter	
G000183325	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	
G000183345	Bacteria	Proteobacteria_1	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae_1	Escherichia	Escherichia coli
G000183405	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae		
G000183425	Bacteria	Bacteroidetes_1	Cytophagia	Cytophagales	Roseivirgaceae		
G000183525	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae		
G000183545	Bacteria	Firmicutes_8	Clostridia_8	Eubacteriales_7	Clostridiales Family XVII. Incertae Sedis	Thermaerobacter	
G000183565	Bacteria	Firmicutes_2	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
G000183585	Bacteria	Firmicutes_5	Erysipelotrichia_1	Erysipelotrichales_1	Erysipelotrichaceae_1	Erysipelatoclostridium_1	
G000183665	Bacteria	Proteobacteria_1	Alphaproteobacteria	Hyphomicrobiales_1	Rhizobiaceae	Liberibacter	Candidatus Liberibacter solanacearum
G000183685	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_3	Staphylococcaceae	Staphylococcus	
G000183725	Bacteria	Proteobacteria_2	Epsilonproteobacteria	Campylobacterales	Thiovulaceae	Sulfuricurvum	
G000183745	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae		
G000183885	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_4	Listeriaceae	Listeria	Listeria innocua
G000184345	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta	Spirochaeta thermophila
G000184435	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium rhodesiae
G000184535	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Companilactobacillus	
G000184685	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_2	Intrasporangiaceae_1	Intrasporangium	
G000184705	Bacteria	Firmicutes_8	Clostridia_8	Eubacteriales_7	Clostridiales Family XVII. Incertae Sedis	Thermaerobacter	
G000184745	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Comamonadaceae	Variovorax	
G000184945	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1	Prevotellaceae_1	Prevotella	
G000185045	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Fructobacillus	Fructobacillus fructosus
G000185145	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1	Prevotellaceae_1	Prevotella	
G000185365	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Enterococcaceae		
G000185385	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae	Lachnoanaerobaculum	
G000185425	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Mobiluncus	Mobiluncus curtisii
G000185445	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Mobiluncus	Mobiluncus curtisii
G000185465	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Fructilactobacillus	
G000185505	Bacteria	Firmicutes_2	Clostridia_10	Eubacteriales_8	Eubacteriaceae		
G000185725	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Segniliparaceae	Segniliparus	
G000185805	Bacteria	Aquificae	Aquificae	Desulfurobacteriales	Desulfurobacteriaceae	Desulfurobacterium	
G000185845	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1	Prevotellaceae_1	Prevotella	
G000185885	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_3	Staphylococcaceae	Staphylococcus	
G000185905	Bacteria	Proteobacteria_1	Alphaproteobacteria	Hyphomicrobiales_1	Phyllobacteriaceae_1	Mesorhizobium	
G000185925	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	
G000185965	Bacteria	Proteobacteria_1	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	Pseudoxanthomonas suwonensis
G000185985	Bacteria	Proteobacteria_1	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae_2	Candidatus Blochmannia	
G000186165	Bacteria	Proteobacteria_1	Betaproteobacteria_3	Neisseriales	Neisseriaceae	Neisseria	
G000186205	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_3	Staphylococcaceae	Staphylococcus	Staphylococcus epidermidis
G000186245	Bacteria	Proteobacteria_2	Epsilonproteobacteria	Campylobacterales	Sulfurovaceae		
G000186265	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Cellulophaga	
G000186345	Bacteria	Planctomycetes	Planctomycetia	Isosphaerales	Isosphaeraceae		
G000186365	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales_1	Desulfurococcaceae_1	Desulfurococcus	Desulfurococcus mucosus
G000186425	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales			
G000186705	Bacteria	Proteobacteria_1	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Citromicrobium	
G000186885	Bacteria	Proteobacteria_7	Deltaproteobacteria_5	Desulfobacterales_2	Desulfobulbaceae	Desulfobulbus	
G000186945	Bacteria	Firmicutes_5	Erysipelotrichia_1	Erysipelotrichales_1	Erysipelotrichaceae_1	Solobacterium	Solobacterium moorei
G000187005	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	
G000187125	Bacteria	Firmicutes_4	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas_2	Selenomonas artemidis
G000187465	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Streptococcaceae	Streptococcus	
G000187625	Bacteria	Proteobacteria_2	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	
G000187895	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1	Bacteroidaceae	Phocaeicola	
G000187975	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Streptococcaceae	Streptococcus	
G000187995	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Streptococcaceae	Streptococcus	
G000188015	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Streptococcaceae	Streptococcus	
G000188035	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Streptococcaceae	Streptococcus	
G000188055	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Streptococcaceae	Streptococcus	
G000188155	Bacteria	Proteobacteria_1	Alphaproteobacteria	Hyphomicrobiales_1	Methylocystaceae_1	Methylocystis	
G000188175	Bacteria	Firmicutes_4	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium succinatutens
G000188195	Bacteria	Proteobacteria_1	Gammaproteobacteria	Aeromonadales_1	Succinivibrionaceae		
G000189295	Bacteria	Proteobacteria_5	Deltaproteobacteria_2	Desulfovibrionales	Desulfovibrionaceae	Pseudodesulfovibrio	
G000189415	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Weeksellaceae		
G000189535	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_1	Micrococcaceae	Pseudarthrobacter	Pseudarthrobacter phenanthrenivorans
G000189555	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus_2	Sulfolobus islandicus
G000189575	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus_2	Sulfolobus islandicus
G000189595	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae		
G000189775	Bacteria	Firmicutes_2	Clostridia_5	Thermoanaerobacterales_1	Thermoanaerobacteraceae_1	Thermoanaerobacterium	
G000190095	Archaea	Euryarchaeota_2	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter smithii
G000190135	Archaea	Euryarchaeota_2	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter smithii
G000190155	Archaea	Euryarchaeota_2	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter smithii
G000190315	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Vulcanisaeta	
G000190415	Bacteria	Proteobacteria_1	Alphaproteobacteria	Holosporales_1	Candidatus Paracaedibacteraceae	Candidatus Paracaedibacter	
G000190435	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Sphaerochaetaceae	Sphaerochaeta	
G000190475	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_2	Ornithinibacillus	
G000190535	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_3	Odoribacteraceae	Odoribacter	
G000190555	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	
G000190575	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1	Bacteroidaceae	Phocaeicola	
G000190595	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Flavobacteriaceae		
G000190635	Bacteria	Firmicutes_4	Clostridia_3	Eubacteriales_4	Peptococcaceae_1		
G000190695	Bacteria	Proteobacteria_1	Betaproteobacteria_3	Neisseriales	Neisseriaceae	Kingella	
G000190735	Bacteria	Bacteroidetes_1	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter_2	
G000190755	Bacteria	Proteobacteria_1	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	
G000191045	Bacteria	Aquificae	Aquificae	Desulfurobacteriales	Desulfurobacteriaceae	Desulfurobacterium	
G000191065	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1	Prevotellaceae_1	Prevotella	
G000191145	Bacteria	Proteobacteria_1	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter pittii
G000191545	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Lactobacillus	
G000191585	Archaea	Euryarchaeota_2	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	
G000191725	Bacteria	Firmicutes_2	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus prevotii
G000191885	Bacteria	Bacteroidetes_1	Bacteroidia	Marinilabiliales	Marinilabiliaceae	Anaerophaga	Anaerophaga thermohalophila
G000191925	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia psittaci
G000192225	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	
G000192435	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Gordoniaceae	Gordonia	
G000192475	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Ruegeria	
G000192575	Bacteria	Proteobacteria_1	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae_2	Novosphingobium	
G000192745	Bacteria	Proteobacteria_1	Alphaproteobacteria	Hyphomicrobiales_1	Stappiaceae		
G000192845	Bacteria	Bacteroidetes_1	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Olivibacter	
G000192865	Bacteria	Proteobacteria_1	Gammaproteobacteria	Oceanospirillales_1	Oceanospirillaceae_1	Marinomonas	
G000192905	Bacteria	Proteobacteria_1	Gammaproteobacteria	Moraxellales	Moraxellaceae	Moraxella_1	Moraxella catarrhalis
G000192925	Bacteria	Proteobacteria_1	Gammaproteobacteria	Moraxellales	Moraxellaceae	Moraxella_1	Moraxella catarrhalis
G000192945	Bacteria	Proteobacteria_1	Gammaproteobacteria	Moraxellales	Moraxellaceae	Moraxella_1	Moraxella catarrhalis
