	kingdom	phylum	class	order	family	genus	species
N8074							Streptococcus ratti
N8075							
N8076							
N8077							
N8078							
N8079							
N8080							
N8081							
N8082							
N8083							
N8084							
N8085							Lactobacillus hominis
N8086							Lactobacillus psittaci
N8087							Lactobacillus jensenii
N8088							
N8089							
N8090							
N8091							
N8092							
N8093							
N8094							
N8095							
N8096							
N8097							
N8098							
N8099							
N8100							
N8101							
N8102							
N8103							
N8104							
N8105							Secundilactobacillus kimchicus
N8106							
N8107							
N8108							
N8109							
N8112							
N8113							
N8114							
N8115							
N8116							
N8117						Hydrotalea	Hydrotalea flava
N8118							
N8119						Flavihumibacter	
N8120							
N8121							
N8122							
N8123							
N8124							
N8125							
N8126							
N8127							
N8128							
N8129							
N8130							
N8131							
N8132					Fulvivirgaceae		
N8133					Roseivirgaceae		
N8134					Cyclobacteriaceae		
N8135						Cytophaga	
N8136						Hymenobacter	
N8137							
N8138						Pontibacter	
N8139							
N8140							
N8141							
N8142							
N8143							
N8144							
N8145							
N8146							
N8147						Polaribacter	
N8148							
N8149							
N8150							
N8151						Myroides	
N8152						Flavobacterium	
N8153							
N8154							
N8155							
N8156							
N8157							
N8158							
N8159							
N8160							
N8161							
N8162							
N8163							
N8164							
N8165							Sanguibacteroides justesenii
N8166							
N8167							
N8168							
N8169							
N8170							
N8171							Saccharicrinis fermentans
N8172							
N8173							
N8174						Draconibacterium	
N8175							
N8176							
N8177							
N8178							
N8179							
N8180							
N8181					Dysgonomonadaceae		
N8182						Barnesiella	
N8183							
N8184							
N8185							
N8186							
N8187							
N8188					Prevotellaceae_2		
N8189					Prevotellaceae_1		
N8190							
N8191							
N8192							
N8193							
N8194						Desulfobacter	
N8195							
N8196							
N8197							
N8198						Gluconobacter	
N8199						Komagataeibacter	
N8200							
N8201							
N8202							
N8203						Skermanella	
N8204						Azospirillum	
N8205							
N8206							
N8207							
N8208							
N8209							
N8210							
N8211							
N8212							
N8213							
N8214							
N8215							
N8216					Sphingomonadaceae_2	Novosphingobium	
N8217					Erythrobacteraceae		
N8218							
N8219							
N8220							
N8221							
N8222							
N8223							
N8224							
N8225						Palleronia	
N8226							
N8227							
N8228							
N8229							
N8230							
N8231							
N8232							
N8233							
N8234							
N8235							
N8236							
N8237						Devosia	
N8238							
N8239							
N8240							
N8241							
N8242							
N8243							
N8244							
N8245							
N8246							
N8247							
N8248							
N8249							
N8250							
N8251							
N8252							
N8254							
N8255							
N8256							
N8257						Stenotrophomonas	
N8258							
N8259							
N8260						Methylomicrobium	
N8261							
N8262							
N8263							
N8265							
N8266							
N8267							
N8268							
N8269							
N8270							
N8272							Fluoribacter dumoffii
N8273							
N8274							
N8276							
N8278							
N8279							
N8280					Porticoccaceae		
N8281						Simiduia	Simiduia agarivorans
N8282							
N8283							
N8284							
N8285							
N8286							
N8287							
N8288							
N8289							
N8290						Halomonas	
N8291							
N8292							
N8293							
N8294							
N8295							
N8296							
N8297							Paraglaciecola psychrophila
N8298							
N8299							
N8300							Glaciecola punicea
N8301							
N8302							
N8303							
N8304							
N8305							
N8306							
N8307							
N8308							
N8309							
N8310							
N8311							
N8312							
N8313							
N8314							
N8315							
N8316							
N8317							
N8318							
N8319							
N8320						Grimontia	
N8321						Enterovibrio	
N8322							Salinivibrio socompensis
N8323							
N8324							
N8325							
N8326							
N8327							
N8328							
N8329							
N8330							
N8331						Avibacterium	
N8332							
N8333				Orbales	Orbaceae	Gilliamella	
N8334					Budviciaceae	Pragia	
N8335							
N8336							
N8337							
N8339							
N8340							
N8341							
N8342							
N8343							
N8344							
N8346							
N8347							
N8348							
N8349							
N8350							
N8351							
N8352							
N8353							
N8354							
N8355							
N8356							
N8357							
N8358							
N8359							
N8360							
N8361							
N8362							
N8363							
N8364							
N8365							
N8366							
N8367							
N8368							
N8369							
N8370							
N8371							
N8372							
N8373							
N8374							Cutibacterium acnes
N8375							
N8376							
N8377							
N8378							
N8379							
N8380							
N8381							
N8382							
N8383							
N8384							
N8385							
N8386							
N8387							
N8388							
N8390							Leucobacter chromiiresistens
N8391							
N8392							
N8393							
N8394							
N8395							
N8396						Curtobacterium	
N8397							
N8398							
N8399							
N8400							
N8401							
N8402							
N8403							
N8404							
N8405							
N8406							
N8407							
N8408							
N8409							
N8410							
N8411							
N8412							
N8413							
N8414							
N8415							
N8416							
N8417							
N8419							
N8420							
N8421							Bacillus pumilus
N8422							
N8423							Bacillus subtilis
N8424							
N8425							
N8426							
N8427							Bacillus enclensis
N8428							
N8429							
N8430							
N8431							
N8432							
N8433							
N8434							
N8435							
N8436							
N8437							
N8438							
N8439							
N8441							
N8442							
N8443							
N8444							
N8445							
N8446							
N8447							
N8448							
N8449							
N8450							
N8451							
N8452							Limosilactobacillus ingluviei
N8453							
N8454							
N8455							
N8456							
N8457							
N8458							
N8459							
N8460							Fructilactobacillus florum
N8461							
N8462							
N8463							
N8465							
N8466							
N8467							
N8468							
N8469							
N8470							
N8471							
N8472						Flavisolibacter	
N8473							
N8474						Niabella	
N8475							
N8476							
N8477							
N8478							
N8479							
N8480							
N8481							
N8482							Pedobacter antarcticus
N8483							
N8484							
N8485					Cesiribacteraceae		
N8486							
N8487							
N8488							
N8489							
N8490							
N8491							
N8492							
N8493						Rufibacter	
N8494							
N8495							
N8496							
N8497							
N8498							
N8499							
N8500							
N8501							
N8502							
N8503							
N8504							
N8505							
N8506							Capnocytophaga haemolytica
N8507							
N8508							
N8509							
N8510							
N8511						Zhouia	
N8512							
N8513							
N8514							
N8515							
N8516							
N8517							
N8518							
N8519							
N8520							
N8521							Anaerophaga thermohalophila
N8522							Draconibacterium orientale
N8523							
N8524							
N8525							
N8526							
N8527							
N8528						Parabacteroides	
N8529							
N8530							
N8531							
N8532							
N8533						Phocaeicola	
N8534						Bacteroides	
N8535						Paraprevotella	
N8536							
N8537							
N8538						Prevotella	
N8539							
N8540							
N8541							
N8542							
N8543							
N8544							
N8545							
N8546							
N8547							
N8548							
N8549							
N8550							
N8551							
N8552							
N8553							
N8554							
N8555							
N8556							
N8557							
N8558							
N8559							Sphingobium herbicidovorans
N8560							
N8561							
N8562							
N8563							
N8564							Novosphingobium barchaimii
N8565							
N8566						Cereibacter	
N8567							
N8568							
N8569							
N8570							
N8571							
N8573							
N8574							
N8575							
N8576							
N8577							
N8578							
N8579							
N8580							
N8581							
N8582					Kaistiaceae		
N8584							Herbaspirillum chlorophenolicum
N8585							
N8586							
N8587							
N8588						Caballeronia	
N8589						Paraburkholderia	
N8590							
N8591							
N8593							
N8594							
N8595							
N8596							
N8597						Comamonas	
N8598							
N8599						Dyella	
N8600						Rhodanobacter	
N8601							
N8602							
N8603							
N8604							
N8605							
N8606							
N8608							
N8609							
N8610							
N8612							
N8613							
N8618							
N8619							
N8620							
N8621							
N8622							
N8623							Acinetobacter venetianus
N8624							
N8626							
N8628							
N8629						Cellvibrio	
N8630							
N8631							
N8632						Teredinibacter	
N8633							
N8634							
N8635							
N8636							Candidatus Portiera aleyrodidarum
N8637							
N8638						Chromohalobacter	
N8639							
N8640							
N8641							
N8642							
N8643							
N8644							
N8645							
N8646							
N8647							
N8648							
N8649							
N8650							Glaciecola pallidula
N8651							
N8652							
N8653							
N8654							
N8655							
N8656							
N8657							Shewanella baltica
N8658							
N8659							
N8660							
N8661							
N8662							
N8663							
N8664							
N8665							
N8666							
N8667							
N8668							
N8669							
N8670							
N8671							
N8672						Bibersteinia	Bibersteinia trehalosi
N8673						Glaesserella	
N8674							
N8675							
N8676							
N8677							
N8678							
N8679					Morganellaceae		
N8680							
N8681							
N8682							
N8683							
N8684							
N8685							
N8686							
N8687							
N8688							
N8689							
N8690							
N8691							
N8692							Corynebacterium pseudodiphtheriticum
N8693							
N8694							
N8695							
N8696							
N8697							
N8698							
N8699							
N8700							
N8701							
N8702							
N8703							
N8704							
N8705							
N8706							
N8707							
N8708							
N8709							
N8710							
N8711							
N8712							
N8713							
N8714							
N8715							
N8716							
N8717							
N8718							
N8719							
N8720							
N8721							
N8722						Pseudarthrobacter	
N8723							
N8724							
N8725							
N8726							
N8727							
N8728							
N8729							
N8730							
N8731							
N8732							
N8733							
N8734							
N8735							
N8736							
N8737							
N8738							
N8739							
N8740							
N8741							
N8742							
N8743							
N8744							Bacillus altitudinis
N8745							
N8746							
N8747							
N8748							
N8749							
N8750						Cytobacillus	
N8751							
N8752							
N8754							
N8755							
N8756							
N8757							
N8758							
N8760							
N8761							
N8762							
N8763							Lactobacillus gigeriorum
N8764							Lactobacillus pasteurii
N8765							
N8766							
N8767							
N8768							
N8769							
N8770							
N8771							
N8772							
N8773							
N8774							Limosilactobacillus antri
N8775							
N8776							Limosilactobacillus fermentum
N8777							
N8778							Secundilactobacillus similis
N8779							
N8780							
N8781							Lentilactobacillus parafarraginis
N8782							
N8783							Fructilactobacillus lindneri
N8784							
N8785							
N8788							
N8789							
N8790							
N8791							
N8792							
N8793							
N8794						Sediminibacterium	
N8795							
N8796							
N8797						Niastella	
N8798							
N8799							
N8800							
N8801							
N8802							
N8803							
N8804							
N8805							
N8806							
N8807							
N8808							Pedobacter heparinus
N8809							
N8810						Roseivirga	
N8811							
N8812							
N8813							
N8814							
N8815							
N8816							
N8817							
N8818							Pontibacter akesuensis
N8819						Runella	
N8820							
N8821							
N8822							
N8823							
N8824							
N8825							Myroides odoratus
N8826							
N8828							
N8829							
N8830							
N8831							
N8832							
N8833							
N8834						Kordia	
N8835							
N8836						Nonlabens	
N8837							
N8838							
N8839							
N8840							
N8841							
N8842							
N8843						Dysgonomonas	
N8844							
N8846							
N8847							
N8848							
N8849							
N8850							
N8851							
N8852							
N8853						Asaia	
N8854							
N8855							Gluconobacter oxydans
N8856							
N8857							
N8858							
N8859							
N8860							
N8861							
N8862							
N8863							
N8865							
N8866							
N8867							
N8868							Cereibacter sphaeroides
N8869							
N8870							
N8871						Actibacterium	
N8872							
N8873							
N8874					Methylocystaceae_1		
N8875					Beijerinckiaceae		
N8876					Boseaceae	Bosea	
N8877							
N8878					Xanthobacteraceae		
N8879							
N8880							
N8881						Kaistia	
N8882							
N8883							
N8884							
N8885							
N8886							
N8887						Rhodoferax	
N8888						Polaromonas	
N8889						Ramlibacter	
N8890						Pseudorhodoferax	
N8891							
N8892							
N8893							
N8894							
N8895							
N8896							
N8897							
N8898							
N8899							
N8900							
N8901							
N8902							
N8903							
N8907							
N8908							
N8909							
N8910							
N8911							
N8912							
N8913							
N8914							
N8915							
N8919							
N8920							
N8921							
N8922						Marinimicrobium	
N8923						Gilvimarinus	
N8924							
N8925							Teredinibacter turnerae
N8926							
N8927							Pseudomonas alcaligenes
N8928							
N8929							
N8930							
N8931							
N8932							
N8933							
N8934							
N8935							
N8936							
N8937							
N8938							
N8939							
N8940							
N8941							
N8942							
N8944							
N8945							
N8946							
N8947							
N8948							
N8949							
N8950							
N8951							
N8952							
N8953							
N8954							Glaesserella parasuis
N8955							
N8956							
N8957						Aggregatibacter	
N8958						Haemophilus	
N8959							Gilliamella apicola
N8960							Pragia fontium
N8961							
N8962							
N8963							
N8968							
N8969							
N8970							
N8971							
N8972							
N8973							
N8974							
N8976							
N8977							
N8978							
N8979							
N8980							
N8981							
N8982							
N8983							
N8984							
N8985							
N8986							Streptomyces sp. WMMB 714
N8987							
N8988							Streptomyces lydicus
N8989							
N8990							
N8991							
N8992							
N8993							
N8994							
N8995							
N8996							
N8997							
N8998							
N8999							
N9000							
N9001							
N9002							
N9003							
N9004							
N9005						Rathayibacter	
N9006							
N9007							
N9008							
N9009							
N9010							
N9011							
N9012							
N9013							
N9014							
N9015							Bacillus velezensis
N9016							Bacillus amyloliquefaciens
N9017							
N9018							
N9019							
N9020						Neobacillus	
N9021							
N9023							
N9024							
N9025							
N9026							
N9029							
N9030							
N9031							Lactobacillus acetotolerans
N9032							
N9033							
N9034							
N9035							
N9036							
N9037							
N9038							
N9039							
N9042							
N9043							
N9044							Secundilactobacillus odoratitofui
N9045							
N9047							
N9048							
N9049							
N9050							
N9051							
N9052							
N9053							
N9054							
N9055							
N9056							
N9057							
N9058							
N9059							Pedobacter steynii
N9060							
N9061							
N9062						Echinicola	
N9063						Cyclobacterium	
N9064						Rhodonellum	
N9065						Algoriphagus	
N9066							
N9067							
N9068							
N9069						Dyadobacter	
N9070							
N9071							
N9072							
N9073							
N9074							Capnocytophaga granulosa
N9075							
N9076							
N9077							
N9078							
N9079							
N9080							
N9081							
N9082							
N9083							
N9084							
N9085							
N9086							
N9087							
N9088							
N9089							
N9090							
N9091							
N9092							
N9093							
N9094							
N9095							
N9096							
N9097							
N9098							
N9099							
N9100							
N9101							
N9102							
N9103							
N9104							
N9105							
N9106							
N9107							
N9108						Alloprevotella	
N9109							
N9110							
N9111							
N9112							
N9113							
N9114							
N9115							
N9116							
N9117							
N9118							
N9119							
N9120							
N9121							
N9122							
N9123							
N9124							
N9125							
N9126							
N9127						Croceibacterium	
N9128							
N9129						Pseudorhodobacter	
N9130						Rhodobacter	
N9131							
N9132							
N9133							
N9134						Methylosinus	
N9135						Methylocystis	
N9136							
N9137							
N9138							
N9139							
N9140							
N9141							
N9142					Bradyrhizobiaceae		
N9143							
N9144							
N9145							
N9147							
N9148							
N9149							
N9150							
N9151							
N9152							
N9153							
N9154							
N9155						Variovorax	
N9156						Verminephrobacter	
N9157							
N9158							
N9159							
N9160							
N9161							
N9162							
N9163							
N9164							
N9165						Xylella	
N9166						Xanthomonas	
N9169							
N9171							
N9172							
N9173							
N9174							
N9175							
N9176							
N9177							Acinetobacter bohemicus
N9178							
N9179							
N9181							
N9184							
N9185							
N9187							
N9188							
N9189							
N9190							Pseudomonas stutzeri
N9191							
N9192							
N9193							
N9194							
N9195							
N9196							
N9197							
N9198						Marinobacterium	
N9199						Nitrincola	
N9201							
N9202							
N9203							Pseudoalteromonas luteoviolacea
N9204							
N9205							
N9206							
N9207							
N9208							
N9209							
N9210							
N9212							
N9213							
N9214							Avibacterium paragallinarum
N9215						Basfia	
N9216							Haemophilus parainfluenzae
N9217							
N9218							
N9219						Xenorhabdus	
N9220							
N9221							
N9222							
N9223							
N9224							
N9225							
N9226							
N9227							
N9228							
N9229							
N9230							
N9231							
N9232							
N9233							
N9235							
N9237							
N9238							
N9239							
N9240							
N9241							
N9242							
N9243							
N9244							
N9245							
N9246							Streptomyces clavuligerus
N9247							
N9248							
N9249							
N9250							
N9251							
N9252							
N9253							
N9255							Pseudarthrobacter phenanthrenivorans
N9256							
N9257							Microbacterium hydrocarbonoxydans
N9258							
N9259							
N9260							
N9261							
N9262						Leifsonia	
N9263							
N9264							
N9265							
N9266							
N9267							
N9268							
N9269							
N9270							
N9271							
N9272							
N9273							
N9274							
N9275							
N9277							
N9278							
N9280							
N9281							
N9282							
N9283							Lactobacillus apis
N9284							
N9285							
N9286							
N9288							
N9289							
N9290							
N9291							
N9292							
N9295							
N9296							
N9297							
N9298							
N9299							
N9300							
N9301							
N9302							
N9303							
N9304							
N9306							
N9307							
N9308							
N9309						Spirosoma	
N9310						Kaistella	
N9311						Epilithonimonas	
N9312						Chryseobacterium	
N9313							
N9314							Myroides profundi
N9315							Myroides odoratimimus
N9316							Flavobacterium akiainvivens
N9317							
N9318							
N9319							
N9320							
N9321							
N9322							
N9323							Zhouia amylolytica
N9324							
N9325						Robiginitalea	
N9326							
N9327							
N9328							
N9329							
N9330							
N9331							
N9332							
N9333						Aquimarina	
N9334							
N9335							
N9336							
N9337							
N9338							
N9339							
N9340							
N9341							
N9342							
N9343							
N9344							
N9345							
N9346							
N9347							
N9348							
N9349							
N9350							
N9351							
N9352							
N9353							
N9354						Aurantiacibacter	
N9355							
N9356							
N9357							
N9358							
N9359							
N9360							
N9361							
N9362							
N9363							
N9364						Beijerinckia	
N9365							
N9366							
N9367					Methylobacteriaceae		
N9368							
N9369						Azorhizobium	
N9370						Xanthobacter	
N9371							
N9372							
N9373							
N9374							
N9375					Pleomorphomonadaceae		
N9376							
N9377					Aurantimonadaceae_1		
N9378							
N9379							
N9380							
N9381							
N9382							
N9383							
N9386							
N9387							
N9388							
N9389							
N9390							
N9391							
N9392							
N9393							
N9394							Acinetobacter indicus
N9395							
N9396							
N9397							
N9398							
N9399							
N9400							
N9401							
N9402							
N9403							
N9404							
N9406							
N9407							
N9408							
N9409							
N9410							
N9411							
N9412							
N9413							
N9414							
N9415							
N9416							
N9417							
N9418							
N9419							
N9420							Alteromonas mediterranea
N9421							Alteromonas macleodii
N9422							
N9423							
N9424							
N9425							
N9426							
N9427							
N9428							
N9429							
N9430							
N9431							
N9432							Haemophilus influenzae
N9433							
N9434							
N9435							
N9436						Proteus	
N9437						Morganella	
N9438						Arsenophonus	
N9439							
N9440					Bruguierivoracaceae		
N9441							
N9442					Hafniaceae		
N9443							
N9444							
N9445							Corynebacterium aurimucosum
N9446							
N9447							
N9448							
N9449							
N9450							
N9451							
N9452							
N9453							
N9454							
N9455							
N9456							Streptomyces avermitilis
N9457							
N9459							
N9460							
N9461							
N9462							
N9463							
N9464							
N9465							
N9466							
N9467						Agromyces	
N9468							Butyrivibrio proteoclasticus
N9469							
N9470							
N9472							
N9473							
N9474							
N9475							
N9476							
N9477							
N9478							
N9479							
N9480							
N9481							
N9482							
N9484							
N9485							
N9486							
N9487							
N9489							Roseivirga seohaensis
N9490							
N9491							Rhodonellum psychrophilum
N9492							
N9493							
N9494							
N9495							
N9496							
N9497							
N9498							
N9499							
N9500							
N9501							
N9502							
N9503							
N9504							
N9505							Flavobacterium rivuli
N9506							Flavobacterium subsaxonicum
N9507							
N9508							
N9509							
N9510							
N9511							
N9512						Muricauda	
N9513							
N9514						Mangrovimonas	
N9515							
N9516							
N9517							
N9518							
N9519							
N9520						Aequorivita	
N9521							
N9522							
N9523							
N9524							
N9525							
N9526						Proteiniphilum	
N9527							
N9528							
N9529							
N9530							
N9531							
N9532							
N9533							
N9534							
N9535							
N9536							
N9537							
N9538							
N9539							
N9540							
N9541							
N9542							
N9543							
N9544							
N9545							
N9546							
N9547						Halocynthiibacter	
N9548							
N9550							
N9551						Methylocapsa	
N9552							
N9553							
N9554							
N9555							
N9556						Afipia	
N9557							
N9558							
N9559							
N9560						Pleomorphomonas	
N9561					Stappiaceae		
N9562						Aurantimonas	
N9563						Aureimonas	
N9564					Ahrensiaceae	Ahrensia	
N9565							
N9566							
N9567							
N9572							
N9574							
N9575							
N9576							
N9577							
N9580							
N9581							
N9582							
N9583							
N9584							
N9585							
N9586							
N9587							
N9588							
N9589							
N9590							
N9591							
N9592							
N9593							
N9594							Pseudomonas putida
N9595							
N9596							Halomonas sp. HL-93
N9597							
N9598							
N9599							
N9600							
N9601						Amphritea	
N9602							
N9603						Neptunomonas	
N9604							
N9605							
N9606							
N9607							
N9608							
N9610						Vibrio	
N9611							
N9612							
N9613							
N9614							
N9615							
N9616							
N9617							
N9618							
N9619							
N9620							Morganella psychrotolerans
N9621							
N9622						Providencia	
N9623						Sodalis	
N9624							
N9625							
N9627							
N9628					Yersiniaceae		
N9629							
N9631							
N9632							
N9633							
N9634							
N9635							
N9637							
N9638							
N9639							
N9640							
N9641							
N9642							
N9643							
N9644							
N9645							
N9646							Microbacterium testaceum
N9647							
N9648							
N9649							
N9650							
N9651							
N9652							
N9653							Streptococcus pyogenes
N9654							
N9655							Lacticaseibacillus casei
N9656							
N9657							
N9658							Lactobacillus acidophilus
N9662							
N9664							
N9665							
N9666							Algoriphagus marincola
N9667							
N9668							
N9669							
N9670							
N9671							
N9672							
N9673							
N9674							
N9675							
N9676							
N9677							
N9678							
N9679							
N9680							
N9681							
N9682						Winogradskyella	
N9684							
N9685							
N9686							Nonlabens ulvanivorans
N9687							
N9688						Dokdonia	Dokdonia donghaensis
N9689							
N9690							
N9691							
N9692							
N9693							
N9694							
N9695							
N9696							
N9697							
N9698							
N9699							
N9700							
N9701							
N9702							
N9703							
N9704							
N9705							
N9706							
N9707							
N9708							
N9709							
N9710							
N9711							
N9712							
N9713							
N9714							
N9715							
N9717							
N9718							
N9719						Microvirga	
N9720						Methylobacterium	
N9721						Methylorubrum	
N9722							
N9723							
N9724						Rhodopseudomonas	
N9725							
N9726							
N9727							
N9728							
N9729							
N9730							
N9731							
N9732							
N9735							
N9736							
N9737							
N9739							
N9741							
N9742							
N9743							
N9747							
N9748							
N9749							
N9750							
N9751							
N9752							
N9754							
N9755							
N9756							
N9757							
N9758							
N9759						Neptuniibacter	
N9760							Neptunomonas phycophila
N9761							
N9762							
N9763							
N9764							
N9765						Candidatus Photodesmus	
N9766							
N9767							
N9768							
N9769							
N9770							
N9771							
N9772							
N9773							
N9774							
N9775							
N9776							
N9777							
N9778							
N9779							
N9780							
N9781					Pectobacteriaceae		
N9782							
N9785							
N9786							
N9788							
N9789							
N9790							
N9791							
N9792							
N9793							
N9794							
N9795							
N9796							
N9797							
N9798							
N9799							
N9800							
N9801							
N9802							
N9803							
N9804							
N9805							
N9806							
N9807							
N9808							
N9809							Chryseobacterium formosense
N9810							
N9811							
N9812							
N9813							
N9814							
N9815							
N9816							
N9817							
N9818							
N9819							
N9820							
N9821						Cellulophaga	
N9822							
N9824						Maribacter	
N9825							
N9826							
N9827							
N9828						Formosa	
N9829							
N9830							
N9831						Leeuwenhoekiella	
N9832							
N9833						Salinimicrobium	
N9834							
N9835							Bacteroides fragilis
N9836							
N9837							
N9838							Prevotella ruminicola
N9839							
N9840							
N9841							
N9842							
N9843							
N9844							
N9845							
N9846						Celeribacter	
N9847							
N9848							
N9849							
N9850							
N9851							
N9852							
N9853							
N9854							
N9855							
N9856							Methylobacterium aquaticum
N9857							
N9858							
N9859							
N9860							Rhodopseudomonas palustris
N9861						Nitrobacter	
N9862						Bradyrhizobium	
N9863						Pseudovibrio	
N9864							
N9865							
N9866					Phyllobacteriaceae_2	Hoeflea	
N9867							
N9868					Phyllobacteriaceae_1		
N9869							
N9871							
N9872							
N9873							
N9875							
N9876							
N9877							
N9878							
N9881							
N9882							
N9883							
N9884							
N9885							
N9886							
N9887							
N9888							Neptunomonas antarctica
N9889							
N9890							
N9891							
N9892							
N9893							
N9894							
N9895							
N9896							
N9897							
N9898							
N9899							Candidatus Baumannia cicadellinicola
N9900							
N9901							
N9902						Serratia	
N9903							
N9904							
N9905							
N9906					Erwiniaceae_1		
N9907					Enterobacteriaceae_1		
N9908							
N9909							
N9910							
N9911							
N9912							
N9913							
N9914							
N9916							
N9917							
N9918							
N9919							
N9920							
N9922							
N9923							
N9925							
N9926							
N9927							
N9928							
N9929							
N9930							
N9931							Chryseobacterium indologenes
N9932							
N9933							
N9934							
N9936							
N9937							
N9938							
N9939						Arenibacter	
N9940							
N9941							
N9942						Psychroserpens	
N9943							
N9944						Lacinutrix	
N9945							
N9946						Algibacter	
N9947							
N9948							
N9949							
N9950							
N9951						Gillisia	
N9952							
N9954							
N9955							
N9956							
N9957							
N9958							
N9959							
N9960							
N9961						Qipengyuania	
N9962							
N9963						Porphyrobacter	
N9964						Erythrobacter	
N9965						Rubellimicrobium	
N9966							
N9967							
N9968							
N9969							
N9970							
N9971							
N9972							
N9973							
N9974							
N9975							
N9976							
N9977							
N9978							
N9979							Pseudovibrio exalbescens
N9980							
N9981							
N9982						Roseibium	
N9983							Aureimonas ureilytica
N9984							
N9985					Aurantimonadaceae_2	Martelella	
N9986					Rhizobiaceae		
N9987							
N9988							
N9989							
N9990					Bartonellaceae		
N9995							Acinetobacter lwoffii
N9996							
N9997							
N9998							
N9999							
N10000							
N10001							
N10002							
N10003							
N10004							
N10005							
N10006					Enterobacteriaceae_2	Candidatus Blochmannia	
N10007							
N10008							
N10009							
N10010							
N10011							
N10012						Yersinia	
N10013							
N10014							
N10015							
N10016							
N10017							
N10019							
N10021							
N10023							
N10024							
N10025							
N10027							
N10028							
N10030							
N10031							
N10032							
N10033							
N10034							
N10035							
N10036							
N10037							
N10038							
N10039							Muricauda antarctica
N10040							
N10041							
N10042							
N10043							
N10044							
N10045							
N10046							
N10047							
N10048							
N10049						Psychroflexus	
N10050							
N10051							
N10052							
N10053							
N10054							
N10055							
N10056							
N10057							
N10058							
N10059						Citromicrobium	
N10060							
N10061							
N10062							
N10063						Limimaricola	
N10064							
N10065							
N10066							
N10067							
N10068							
N10069							
N10070							
N10071							Methylorubrum populi
N10072							
N10073							
N10074							
N10075							
N10076							
N10077							
N10078							
N10079						Liberibacter	
N10080							
N10081							
N10082						Nitratireductor	
N10083							
N10084							
N10085					Phyllobacteriaceae_3	Phyllobacterium	
N10086							
N10087						Bartonella	
N10091							
N10092							
N10093							
N10094							
N10095							
N10096							
N10097							
N10098							
N10099							
N10100							
N10101							
N10102							
N10103							
N10104							
N10105							
N10106						Erwinia	
N10108							
N10109							
N10110							
N10111							
N10112							
N10113							
N10114							
N10115							
N10116							
N10117							
N10118							
N10120							
N10121							
N10122							
N10123							
N10124							
N10125							
N10126							
N10127							
N10128							
N10129							
N10130							
N10131							
N10132							
N10133							
N10135							
N10136							
N10137							
N10138						Gramella	
N10139							Bacteroides thetaiotaomicron
N10140							
N10141							
N10143							
N10144							
N10145							
N10146							
N10147						Octadecabacter	
N10148							
N10149							
N10150							
N10151							
N10152							
N10153							
N10154							
N10155							
N10156							Bradyrhizobium elkanii
N10157							Bradyrhizobium lablabi
N10158							
N10159							
N10160							
N10161							
N10162							
N10163							
N10164							
N10165						Chelativorans	
N10166							
N10167							
N10168							
N10169					Brucellaceae	Brucella	
N10170							
N10171							
N10173							
N10174							
N10175							Vibrio parahaemolyticus
N10176							
N10177							
N10178							
N10179					Erwiniaceae_2	Buchnera	
N10180							
N10181							
N10182							Yersinia pestis
N10183						Dickeya	
N10184							
N10185							
N10186							
N10187						Pantoea	
N10189							
N10190							
N10191							
N10193							
N10194							
N10195							
N10196							
N10198							
N10199							
N10200							
N10201							
N10202							
N10203							
N10204						Zobellia	
N10205							Maribacter dokdonensis
N10206							
N10207							
N10208							
N10209							
N10210							
N10211							
N10212							
N10213							
N10214							Octadecabacter temperatus
N10215						Loktanella	
N10216							
N10217						Pseudooceanicola	
N10218							
N10219							
N10220						Roseovarius	
N10221							
N10222							
N10223							
N10224							
N10225							
N10226							
N10227							
N10228							Roseibium album
N10229							
N10230							
N10231						Rhizobium	
N10232							
N10233							
N10234							Brucella anthropi
N10235							Bartonella tamiae
N10236							Bartonella apis
N10237							
N10238							
N10239							
N10240							
N10241							Vibrio alginolyticus
N10242							Vibrio sp. JCM 18905
N10243							
N10244					Enterobacteriaceae_3	Candidatus Riesia	
N10245					Erwiniaceae_3	Wigglesworthia	Wigglesworthia glossinidia
N10246							Buchnera aphidicola
N10247							Yersinia enterocolitica
N10248							
N10249							
N10250							
N10251							
N10252							
N10253							
N10254							
N10256							
N10257							
N10258							
N10259							
N10260							
N10261							
N10263							
N10266							
N10267							
N10268							
N10269							
N10270							
N10271							
N10272							
N10273							
N10274							
N10275							
N10276							
N10277							
N10278							
N10279							
N10280						Thalassobius	
N10281							
N10282							
N10283							
N10284							
N10285							
N10286							
N10287							
N10288							Candidatus Liberibacter solanacearum
N10289							
N10290							
N10291							
N10292							
N10293							Rhizobium leguminosarum
N10294							
N10295							
N10296							
N10297						Mesorhizobium	
N10298							
N10299							
N10300							
N10301							
N10302							
N10303							
N10304							
N10305							
N10306							
N10307							
N10308							
N10309							
N10311							
N10312							
N10313							
N10314							
N10316							
N10317							
N10318							
N10319							
N10320							
N10321							
N10322							
N10323							
N10324							
N10325							
N10326							
N10327							
N10328							
N10329							
N10330							
N10331							
N10332							
N10333							
N10334							
N10335							
N10336							
N10337							
N10338						Shimia	
N10339							
N10340							
N10341							
N10342							
N10343							
N10344							
N10345							Candidatus Liberibacter asiaticus
N10346							
N10347						Ensifer	
N10348						Sinorhizobium	
N10349							Agrobacterium rhizogenes
N10350							
N10351							
N10352							
N10353							
N10354							
N10355							
