	kingdom	phylum	class	order	family	genus	species
N6281	Bacteria	Proteobacteria_1	Gammaproteobacteria	Alteromonadales_1	Idiomarinaceae	Idiomarina	
N6282	Bacteria	Proteobacteria_1	Gammaproteobacteria	Alteromonadales_1	Alteromonadaceae_1	Catenovulum	
N6283	Bacteria	Proteobacteria_1	Gammaproteobacteria	Alteromonadales_1	Alteromonadaceae_1		
N6284	Bacteria	Proteobacteria_1	Gammaproteobacteria	Alteromonadales_1	Colwelliaceae	Thalassotalea	
N6285	Bacteria	Proteobacteria_1	Gammaproteobacteria	Alteromonadales_1	Colwelliaceae		
N6286	Bacteria	Proteobacteria_1	Gammaproteobacteria	Alteromonadales_1			
N6287	Bacteria	Proteobacteria_1	Gammaproteobacteria	Alteromonadales_1	Pseudoalteromonadaceae		
N6288	Bacteria	Proteobacteria_1	Gammaproteobacteria	Aeromonadales_1	Succinivibrionaceae	Ruminobacter	
N6289	Bacteria	Proteobacteria_1	Gammaproteobacteria	Aeromonadales_1	Succinivibrionaceae	Succinivibrio	
N6290	Bacteria	Proteobacteria_1	Gammaproteobacteria	Aeromonadales_1	Succinivibrionaceae	Succinivibrio	Succinivibrio dextrinosolvens
N6291	Bacteria	Proteobacteria_1	Gammaproteobacteria	Alteromonadales_2	Ferrimonadaceae	Ferrimonas	
N6292	Bacteria	Proteobacteria_1	Gammaproteobacteria	Alteromonadales_2	Shewanellaceae	Shewanella	
N6293	Bacteria	Proteobacteria_1	Gammaproteobacteria				
N6294	Bacteria	Proteobacteria_1	Gammaproteobacteria				
N6295	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus_1	Sulfolobus acidocaldarius
N6296	Archaea	Euryarchaeota_1	Methanomicrobia	Methanosarcinales_1	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei
N6298	Bacteria	Candidatus Uhrbacteria					
N6299	Bacteria	Candidatus Giovannonibacteria					
N6300	Bacteria	Candidatus Nomurabacteria					
N6301	Bacteria	Candidatus Nomurabacteria					
N6302	Bacteria	Candidatus Nomurabacteria					
N6303	Bacteria	Candidatus Nomurabacteria					
N6304	Bacteria	Candidatus Nomurabacteria					
N6305	Bacteria						
N6306	Bacteria						
N6307	Bacteria						
N6309	Bacteria	Candidatus Kaiserbacteria					
N6310	Bacteria	Candidatus Kaiserbacteria					
N6312	Bacteria	Candidatus Zambryskibacteria					
N6313	Bacteria	Candidatus Zambryskibacteria					
N6314	Bacteria	Candidatus Zambryskibacteria					
N6315	Bacteria	Candidatus Taylorbacteria					
N6316	Bacteria	Candidatus Taylorbacteria					
N6317	Bacteria	Candidatus Taylorbacteria					
N6318	Bacteria	Candidatus Taylorbacteria					
N6319	Bacteria	Candidatus Taylorbacteria					
N6320	Bacteria	Candidatus Taylorbacteria					
N6321	Bacteria	Cyanobacteria		Synechococcales_1	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
N6322	Bacteria	Cyanobacteria		Synechococcales_1	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
N6324	Bacteria	Cyanobacteria		Chroococcales_1	Aphanothecaceae_1		
N6325	Bacteria	Cyanobacteria		Chroococcales_1			
N6326	Bacteria	Cyanobacteria		Oscillatoriales_1	Microcoleaceae	Limnospira	
N6327	Bacteria	Cyanobacteria		Nostocales	Calotrichaceae	Calothrix	
N6328	Bacteria	Cyanobacteria		Nostocales	Nostocaceae_2	Richelia	Richelia intracellularis
N6329	Bacteria	Cyanobacteria		Nostocales	Scytonemataceae		
N6330	Bacteria	Cyanobacteria		Nostocales	Scytonemataceae	Scytonema	
N6331	Bacteria	Cyanobacteria		Nostocales	Chlorogloeopsidaceae	Chlorogloeopsis	
N6332	Bacteria	Cyanobacteria		Nostocales	Hapalosiphonaceae	Fischerella	
N6333	Bacteria	Cyanobacteria		Nostocales	Nostocaceae_1	Nostoc	
N6334	Bacteria	Cyanobacteria		Nostocales			
N6335	Bacteria	Cyanobacteria		Nostocales			
N6336	Bacteria	Cyanobacteria		Nostocales	Aphanizomenonaceae		
N6337	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Bellilinea	
N6338	Bacteria	Chloroflexi					
N6339	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi
N6340	Bacteria	Actinobacteria	Actinomycetia	Micromonosporales	Micromonosporaceae	Micromonospora	
N6341	Bacteria	Actinobacteria	Actinomycetia	Micromonosporales	Micromonosporaceae		
N6342	Bacteria	Actinobacteria	Actinomycetia	Micromonosporales	Micromonosporaceae	Actinoplanes	
N6343	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales_1	Pseudonocardiaceae_1	Actinokineospora	
N6344	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales_1	Pseudonocardiaceae_1	Kutzneria	
N6345	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales_1	Pseudonocardiaceae_1		
N6346	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales_1	Pseudonocardiaceae_1	Thermocrispum	
N6347	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales_1	Pseudonocardiaceae_1	Amycolatopsis	
N6348	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales_1	Pseudonocardiaceae_1		
N6349	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	
N6350	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	
N6351	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium falsenii
N6352	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	
N6353	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	
N6354	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	
N6355	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacter	
N6356	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacter	
N6357	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	
N6358	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	
N6359	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium rhodesiae
N6360	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium rhodesiae
N6361	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium rhodesiae
N6362	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae_2	Williamsia	
N6363	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Gordoniaceae	Gordonia	
N6364	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Gordoniaceae	Gordonia	
N6365	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae_1		
N6366	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Propionibacterium	
N6367	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae		
N6368	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Nocardioidaceae	Nocardioides	
N6369	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Nocardioidaceae	Nocardioides	
N6370	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Nocardioidaceae	Nocardioides	
N6371	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Nocardioidaceae	Nocardioides	
N6372	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Nocardioidaceae	Nocardioides	
N6373	Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Nocardiopsaceae	Nocardiopsis	
N6374	Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Streptosporangiaceae	Nonomuraea	
N6375	Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Streptosporangiaceae	Streptosporangium	
N6376	Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Streptosporangiaceae		
N6377	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptacidiphilus	
N6378	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Kitasatospora	
N6379	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Kitasatospora	
N6380	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	
N6381	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	
N6382	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	
N6383	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_2	Intrasporangiaceae_1	Intrasporangium	
N6384	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_2	Intrasporangiaceae_1	Phycicoccus	
N6385	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_2	Intrasporangiaceae_1		
N6386	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_1	Micrococcaceae		
N6387	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_1	Micrococcaceae	Arthrobacter	
N6388	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_1	Micrococcaceae		
N6389	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_1	Microbacteriaceae	Leucobacter	
N6390	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_1	Microbacteriaceae		
N6391	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_3	Jonesiaceae	Jonesia	
N6392	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_3	Promicromonosporaceae		
N6393	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_3	Cellulomonadaceae	Cellulomonas	
N6394	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_3	Cellulomonadaceae	Cellulomonas	
N6395	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_3	Cellulomonadaceae	Cellulomonas	
N6396	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae		
N6397	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Gardnerella	Gardnerella vaginalis
N6398	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Gardnerella	Gardnerella vaginalis
N6399	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	
N6400	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	
N6401	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Arcanobacterium	
N6402	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinotignum	
N6403	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinobaculum	
N6404	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae		
N6405	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae		
N6406	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Mobiluncus	Mobiluncus curtisii
N6407	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Mobiluncus	Mobiluncus mulieris
N6408	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Mobiluncus	Mobiluncus mulieris
N6409	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae		
N6410	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae		
N6411	Bacteria	Firmicutes_2	Clostridia_2	Eubacteriales_2	Clostridiaceae_1	Clostridium	
N6412	Bacteria	Firmicutes_2	Clostridia_2	Eubacteriales_2	Clostridiaceae_1	Clostridium	
N6413	Bacteria	Firmicutes_2	Clostridia_2	Eubacteriales_2	Clostridiaceae_1	Clostridium	Clostridium botulinum
N6414	Bacteria	Firmicutes_2	Clostridia_2	Eubacteriales_2	Clostridiaceae_1	Clostridium	Clostridium pasteurianum
N6415	Bacteria	Firmicutes_2	Clostridia_2	Eubacteriales_2	Clostridiaceae_1	Clostridium	
N6416	Bacteria	Firmicutes_2	Clostridia_2	Eubacteriales_2	Clostridiaceae_1	Clostridium	
N6417	Bacteria	Firmicutes_2	Clostridia_2	Eubacteriales_2	Clostridiaceae_1	Clostridium	
N6418	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Oscillospiraceae_1		
N6419	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Oscillospiraceae_1		
N6420	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Oscillospiraceae_1		
N6421	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Oscillospiraceae_1	Ruminococcus	
N6422	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Oscillospiraceae_1	Ruminococcus	
N6423	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Oscillospiraceae_1	Ruminococcus	
N6424	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae	Hungatella	Hungatella hathewayi
N6425	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae	Enterocloster	Enterocloster citroniae
N6426	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae	Enterocloster	
N6427	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae	Enterocloster	
N6428	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae		
N6429	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae		
N6430	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae		
N6431	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae	Butyrivibrio_1	
N6432	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae	Butyrivibrio_1	
N6433	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae		
N6434	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae	Roseburia	
N6435	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae	Roseburia	
N6436	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae		
N6437	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae	Pseudobutyrivibrio	Pseudobutyrivibrio ruminis
N6438	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae	Pseudobutyrivibrio	
N6439	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae		
N6440	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae		
N6441	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae	Blautia	
N6442	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae		
N6443	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae		
N6444	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae		
N6445	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae		
N6447	Bacteria	Firmicutes_3	Bacilli_2	Bacillales_2	Paenibacillaceae	Brevibacillus	Brevibacillus brevis
N6448	Bacteria	Firmicutes_3	Bacilli_2	Bacillales_2	Paenibacillaceae	Paenibacillus_2	
N6449	Bacteria	Firmicutes_3	Bacilli_2	Bacillales_2	Paenibacillaceae	Paenibacillus_2	
N6450	Bacteria	Firmicutes_3	Bacilli_2	Bacillales_2	Paenibacillaceae		
N6451	Bacteria	Firmicutes_3	Bacilli_2	Bacillales_2	Paenibacillaceae		
N6452	Bacteria	Firmicutes_3	Bacilli_2	Bacillales_2	Paenibacillaceae	Paenibacillus_1	
N6453	Bacteria	Firmicutes_3	Bacilli_2	Bacillales_2	Paenibacillaceae	Paenibacillus_1	
N6454	Bacteria	Firmicutes_3	Bacilli_2	Bacillales_2	Paenibacillaceae	Paenibacillus_1	
N6455	Bacteria	Firmicutes_3	Bacilli_2	Bacillales_2	Paenibacillaceae	Paenibacillus_1	
N6456	Bacteria	Tenericutes_1	Mollicutes_1	Acholeplasmatales_1	Acholeplasmataceae	Candidatus Phytoplasma	
N6457	Bacteria	Tenericutes_1	Mollicutes_1	Acholeplasmatales_1	Acholeplasmataceae	Candidatus Phytoplasma	
N6458	Bacteria	Tenericutes_1	Mollicutes_1	Acholeplasmatales_1			
N6459	Bacteria	Tenericutes_1	Mollicutes_1	Acholeplasmatales_1			
N6461	Bacteria	Firmicutes_5	Erysipelotrichia_1	Erysipelotrichales_1	Erysipelotrichaceae_1	Faecalitalea	Faecalitalea cylindroides
N6462	Bacteria	Firmicutes_5	Erysipelotrichia_1	Erysipelotrichales_1	Erysipelotrichaceae_1	Erysipelatoclostridium_1	
N6463	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_5	Salibacterium	
N6464	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_3	Alkalihalobacillus	Alkalihalobacillus clausii
N6465	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_3	Alkalihalobacillus	
N6466	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_2	Halobacillus	
N6467	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_2	Gracilibacillus	
N6468	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_2		
N6469	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_2	Oceanobacillus	
N6470	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_2	Virgibacillus	
N6471	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_2	Virgibacillus	
N6472	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Planococcaceae	Planococcus	
N6473	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Planococcaceae	Paenisporosarcina	
N6474	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Planococcaceae	Kurthia	
N6475	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Planococcaceae	Lysinibacillus	
N6476	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Planococcaceae	Ureibacillus	
N6477	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Planococcaceae		
N6478	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1	Bacillus_2	
N6479	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1		
N6480	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1	Priestia	
N6481	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1		
N6482	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1	Bacillus_1	
N6483	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1		
N6484	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1		
N6485	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1		
N6486	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1		
N6487	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_3	Staphylococcaceae	Staphylococcus	Staphylococcus saprophyticus
N6488	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_3	Staphylococcaceae	Staphylococcus	
N6489	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_4	Listeriaceae	Listeria	Listeria monocytogenes
N6490	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Aerococcaceae	Facklamia	
N6491	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Enterococcaceae	Enterococcus_2	
N6492	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Enterococcaceae	Enterococcus_2	
N6493	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Enterococcaceae		
N6494	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Enterococcaceae		
N6495	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Enterococcaceae	Enterococcus_1	Enterococcus faecalis
N6496	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Enterococcaceae		
N6497	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Enterococcaceae		
N6498	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis
N6499	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Streptococcaceae	Streptococcus	
N6500	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Streptococcaceae	Streptococcus	
N6501	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Streptococcaceae	Streptococcus	
N6502	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Streptococcaceae	Streptococcus	
N6503	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Streptococcaceae	Streptococcus	
N6504	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus sakei
N6505	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus curvatus
N6506	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	
N6507	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	
N6508	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	
N6509	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Schleiferilactobacillus	Schleiferilactobacillus harbinensis
N6510	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Bombilactobacillus	
N6511	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Companilactobacillus	
N6512	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae		
N6513	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	
N6514	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	
N6515	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	
N6516	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Ligilactobacillus	
N6517	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Ligilactobacillus	
N6518	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Ligilactobacillus	
N6519	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Weissella	
N6520	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Weissella	
N6521	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae		
N6522	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Leuconostoc	
N6523	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Oenococcus	Oenococcus oeni
N6524	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Pediococcus	
N6525	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Pediococcus	
N6526	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Pediococcus	
N6527	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Pediococcus	
N6528	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Furfurilactobacillus	
N6529	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae		
N6530	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	
N6531	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae		
N6532	Bacteria	Candidatus Omnitrophica					
N6533	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	Rhodopirellula	Rhodopirellula europaea
N6534	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	Rhodopirellula	Rhodopirellula baltica
N6535	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia psittaci
N6536	Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Melioribacteraceae		
N6537	Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	Melioribacter	
N6538	Bacteria	Candidatus Kryptonia				Candidatus Kryptonium	
N6539	Bacteria	Bacteroidetes_1	Saprospiria	Saprospirales	Lewinellaceae	Lewinella	
N6540	Bacteria	Bacteroidetes_1	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	
N6541	Bacteria	Bacteroidetes_1	Chitinophagia	Chitinophagales	Chitinophagaceae		
N6542	Bacteria	Bacteroidetes_1	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae		
N6543	Bacteria	Bacteroidetes_1	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae		
N6544	Bacteria	Bacteroidetes_1	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter_2	
N6545	Bacteria	Bacteroidetes_1	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae		
N6546	Bacteria	Bacteroidetes_1	Cytophagia	Cytophagales	Bernardetiaceae		
N6547	Bacteria	Bacteroidetes_1	Cytophagia	Cytophagales			
N6548	Bacteria	Bacteroidetes_1	Cytophagia	Cytophagales			
N6549	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Crocinitomicaceae	Crocinitomix	
