taxid	length	width	volume	surface	order	class	phylum	superkingdom
1118	5.039371219102067	5.039371219102067	67.00815746431284	79.78156942713103	Chroococcales		Cyanobacteria	Bacteria
1150	5.6995781042826	5.6995781042826	96.94529812224953	102.05523603517888	Oscillatoriales		Cyanobacteria	Bacteria
1161	4.823721270622925	4.823721270622925	58.76858542892233	73.09947917616681	Nostocales		Cyanobacteria	Bacteria
52604	11.486964065223434	11.486964065223434	793.6232998247748	414.5342295763536	Pleurocapsales		Cyanobacteria	Bacteria
307595	1.095445115010332	1.095445115010332	0.6882884651454569	3.7699111843077513	Gloeobacterales	Gloeobacteria	Cyanobacteria	Bacteria
1890424	2.0015593868925032	2.0015593868925032	4.198595762954556	12.58597408735307	Synechococcales		Cyanobacteria	Bacteria
1890443	2.0	2.0	4.188790204786391	12.566370614359172	Spirulinales		Cyanobacteria	Bacteria
1890505	5.146551493923856	5.146551493923856	71.37524134131945	83.21134036131201	Chroococcidiopsidales		Cyanobacteria	Bacteria
2881377	1.7844816113534274	1.7844816113534274	2.975328027781993	10.004007916423559	Pseudanabaenales		Cyanobacteria	Bacteria
2881383	1.296148139681572	1.296148139681572	1.1401514526045566	5.277875658030852	Thermostichales		Cyanobacteria	Bacteria
