taxid	length	width	volume	surface	family	order	class	phylum	superkingdom
2159	2.6884176738939938	0.5033489356333496	0.4800757768586416	4.251241426761998	Methanobacteriaceae	Methanobacteriales	Methanobacteria	Euryarchaeota	Archaea
2178	1.7320508075688772	0.34641016151377546	0.15235914659567426	1.884955592153876	Methanothermaceae	Methanobacteriales	Methanobacteria	Euryarchaeota	Archaea
2183	1.4142135623730951	1.4142135623730951	1.4809609793861225	6.283185307179588	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota	Archaea
2194	1.5055636303495759	1.2767733270911816	1.3498984130963307	6.0389688442130245	Methanomicrobiaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea
2206	1.191475610590137	1.191475610590137	0.8856336160204884	4.459849323723049	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea
2236	2.449489742783178	0.7071067811865476	0.8693523114097657	5.441398092702653	Halobacteriaceae	Halobacteriales	Halobacteria	Euryarchaeota	Archaea
2267	5.885661912765424	0.5802531803146307	1.494645367386573	10.729085684655496	Thermoproteaceae	Thermoproteales	Thermoprotei	Crenarchaeota	Archaea
2272	4.161791450287817	2.321542952315607	12.891195744961541	30.353369561523348	Desulfurococcaceae	Desulfurococcales	Thermoprotei	Crenarchaeota	Archaea
2307	1.1045055098429066	0.48673078906812484	0.1621868411415047	1.6889102779092557	Pyrodictiaceae	Desulfurococcales	Thermoprotei	Crenarchaeota	Archaea
88404	0.4349118552081964	0.4349118552081964	0.04307272625117953	0.5942269782077136	Methanocorpusculaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea
114378	10.000000000000002	0.229128784747792	0.4091847825660182	7.198293068896202	Thermofilaceae	Thermofilales	Thermoprotei	Crenarchaeota	Archaea
118883	1.0627052030540762	1.0627052030540762	0.6284012540281043	3.5479336257439664	Sulfolobaceae	Sulfolobales	Thermoprotei	Crenarchaeota	Archaea
143067	3.464101615137755	0.9032403457412903	2.02518413167275	9.829780589137483	Methanotrichaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea
196117	1.240861783730922	1.240861783730922	1.000388867526254	4.837229483456408	Methanocaldococcaceae	Methanococcales	Methanococci	Euryarchaeota	Archaea
196137	8.602325267042625	0.4472135954999579	1.3278340440330796	12.085948251424979	Methanospirillaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea
1460864	0.8944271909999159	0.8944271909999159	0.37465678565550536	2.5132741228718345	Methanocalculaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea
1963268	1.842134140140611	0.49976590742122645	0.32214061432578983	2.8922627920121293	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	Archaea
