taxid	length	width	volume	surface	superkingdom
2	1.9928513165601192	0.5968262143223978	0.4838688249973934	3.7365660276201296	Bacteria
2157	1.88632481883914	0.7919606530205147	0.7332226120182754	4.693209668247882	Archaea
