taxid	length	width	volume	surface	genus	family	order	class	phylum	superkingdom
54251	1.3228756555322954	1.3228756555322954	1.2121481286346372	5.497787143782139	Pyrolobus	Pyrodictiaceae	Desulfurococcales	Thermoprotei	Crenarchaeota	Archaea
62608	10.000000000000002	1.7320508075688772	22.20159537874778	54.41398092702652	Thermocladium	Thermoproteaceae	Thermoproteales	Thermoprotei	Crenarchaeota	Archaea
69655	1.3416407864998738	1.3416407864998738	1.2644666515873306	5.6548667764616285	Sulfurisphaera	Sulfolobaceae	Sulfolobales	Thermoprotei	Crenarchaeota	Archaea
71151	0.8944271909999159	0.8944271909999159	0.37465678565550536	2.5132741228718345	Methanocalculus	Methanocalculaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea
76886	7.745966692414836	0.5291502622129179	1.664638303792608	12.876698099213993	Caldivirga	Thermoproteaceae	Thermoproteales	Thermoprotei	Crenarchaeota	Archaea
81416	1.8314207507423532	1.8314207507423532	3.2163478671371375	10.537222096561086	Methanofollis	Methanomicrobiaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea
145260	4.851491208130213	0.4364521892234388	0.701831227294489	6.652146385312376	Methanothermobacter	Methanobacteriaceae	Methanobacteriales	Methanobacteria	Euryarchaeota	Archaea
155862	1.4142135623730951	1.4142135623730951	1.4809609793861225	6.283185307179588	Methanothermococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota	Archaea
196118	1.249199615671979	1.249199615671979	1.020690677475337	4.902454329973257	Methanocaldococcus	Methanocaldococcaceae	Methanococcales	Methanococci	Euryarchaeota	Archaea
196119	1.2	1.2	0.9047786842338604	4.523893421169302	Methanotorris	Methanocaldococcaceae	Methanococcales	Methanococci	Euryarchaeota	Archaea
196136	1.0954451150103324	1.0954451150103324	0.6882884651454575	3.769911184307753	Methanosalsum	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea
230355	1.9033770479196601	0.9211558703193814	1.0388842633783302	5.508176205718027	Methanolacinia	Methanomicrobiaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea
