taxid	length	width	volume	surface	superkingdom
2	2.0120182563146143	0.6026891838117048	0.5023564421476663	3.809563238046405	Bacteria
2157	1.9516544478439748	0.7837220790106397	0.7588146291295935	4.805237750270452	Archaea
