taxid	length	width	volume	surface	shape	species	genus	family	order	class	phylum	superkingdom
2161	12.247448713915894	0.7071067811865476	4.717001801895359	27.206990463513268	rod	Methanobacterium bryantii	Methanobacterium	Methanobacteriaceae	Methanobacteriales	Methanobacteria	Euryarchaeota	Archaea
2162	5.47722557505166	0.5656854249492381	1.329186178950559	9.73386882233667	rod	Methanobacterium formicicum	Methanobacterium	Methanobacteriaceae	Methanobacteriales	Methanobacteria	Euryarchaeota	Archaea
2163	3.872983346207418	0.6324555320336759	1.150503014353443	7.6952989809711845	rod	Methanobacterium ivanovii	Methanobacterium	Methanobacteriaceae	Methanobacteriales	Methanobacteria	Euryarchaeota	Archaea
2171	3.5355339059327378	0.5	0.6614755356123511	5.553603672697958	rod	Methanobacterium palustre	Methanobacterium	Methanobacteriaceae	Methanobacteriales	Methanobacteria	Euryarchaeota	Archaea
2173	1.0	0.648074069840786	0.25860776283914344	2.035984736793852	rod	Methanobrevibacter smithii	Methanobrevibacter	Methanobacteriaceae	Methanobacteriales	Methanobacteria	Euryarchaeota	Archaea
2177	1.0	1.0	0.5235987755982988	3.1415926535897927	spherical	Methanohalophilus halophilus	Methanohalophilus	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea
2180	1.7320508075688772	0.34641016151377546	0.15235914659567426	1.884955592153876	rod	Methanothermus fervidus	Methanothermus	Methanothermaceae	Methanobacteriales	Methanobacteria	Euryarchaeota	Archaea
2181	1.7320508075688772	0.34641016151377546	0.15235914659567426	1.884955592153876	rod	Methanothermus sociabilis	Methanothermus	Methanothermaceae	Methanobacteriales	Methanobacteria	Euryarchaeota	Archaea
2186	1.4142135623730951	1.4142135623730951	1.4809609793861225	6.283185307179588	spherical	Methanothermococcus thermolithotrophicus	Methanothermococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota	Archaea
2187	1.4142135623730951	1.4142135623730951	1.4809609793861225	6.283185307179588	spherical	Methanococcus vannielii	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota	Archaea
