0.000000155	0.856046615
3.13589E-07	0.414445106
6.03701E-07	1.606073597
1.35789E-06	2.832510722
1.69097E-06	1.194061947
2.43347E-06	0.78
3.3895E-06	1.032893683
3.4148E-06	1.36968
8.97062E-06	0.864
1.42781E-05	0.9552
1.53676E-05	0.3867
1.69368E-05	1.7216
2.17114E-05	1.749701304
2.21036E-05	0.83304
2.25192E-05	0.631056715
2.56328E-05	0.467127789
2.57791E-05	1.488055287
2.70889E-05	1.981069127
2.7678E-05	0.717488347
3.1006E-05	1.116498223
3.30195E-05	0.94224
3.71465E-05	0.839592
0.000088949	4.056
0.000416349	0.854348984
0.01186	0.48897483
1.571E-07	4.788246974
1.7168E-06	3.7533
0.00000057	10.0502
3.49359E-07	30.5568
5.66864E-07	48.7296
2.68005E-07	6.8859
3.94442E-07	8.1142
1.91384E-07	3.4957
2.24427E-07	32.1081
4.59567E-07	4.8102
1.59213E-07	16.625
4.34017E-07	34.1107
3.36661E-07	45.7351
2.96938E-08	9.2613
2.57462E-07	6.4483
1.0785E-06	6.3467
2.66707E-06	5.3262
8.1376E-06	13.2643
6.24319E-07	7.8768
1.9466E-06	7.2782
1.96487E-06	23.6229
3.34263E-07	16.8807
4.08298E-07	4.8242
4.14963E-07	3.3786
3.57343E-07	9.87
5.72517E-07	3.5193
1.60496E-06	9.6266
1.78149E-06	14.8902
1.14126E-06	8.2259
6.45417E-07	12.7762
1.94573E-06	20.4904
5.50606E-08	5.3468
2.61951E-07	24.2458
2.25292E-07	9.2417
2.60536E-07	8.9396
1.585E-07	2.2747
3.85933E-07	71.5803
3.1897E-06	6.8349
0.000002744	14.8274
5.348E-07	4.5494
9.069E-07	16.4764
0.000000238	11.8684
3.21151E-07	10.3803
2.69023E-07	13.1315
4.86656E-07	11.525
4.09901E-08	11.3721
4.22294E-07	2.5686
1.94056E-07	2.2959
2.6222E-07	13.0399
7.76806E-07	3.2195
0.000001824	6.3169
9.54973E-07	5.2253
1.02393E-06	12.3051
2.235E-07	1.1217
2.227E-07	1.9413
2.677E-07	0.8637
5.777E-07	1.9759
0.000000816	21.8272
1.18889E-07	2.2434
1.344E-07	1.3522
1.95631E-07	0.7483
2.26374E-08	2.1035
3.93E-09	0.512
0.000000074	5.5611
2.58E-08	4.0235
8.30277E-07	1.6236
1.697E-07	3.7375
1.697E-07	7.313
3.771E-07	2.9897
3.28858E-07	4.4048
1.50811E-07	1.1502
2.22276E-07	4.7997
3.645E-07	10.9087
8.23901E-09	1.5536
5.20109E-07	33.3827
7.56224E-08	1.5097
1.8886E-07	9.9851
3.283E-07	14.8625
2.435E-07	7.638
2.207E-07	12.3299
2.244E-07	9.7226
3.86702E-07	13.5392
1.01298E-06	9.8939
9.287E-07	7.9471
1.29665E-07	7.3223
3.5285E-07	4.8299
6.22E-08	0.8876
1.1097E-06	3.9283
1.26297E-07	0.6052
2.67988E-07	11.8602
4.42929E-07	16.5512
9.15E-08	14.3334
1.43252E-07	18.4406
3.061E-07	50.7161
2.36665E-07	23.1266
3.37818E-07	23.8604
1.2885E-06	10.9647
3.82E-08	5.1569
1.761E-07	6.357
8.72266E-08	12.9967
2.34429E-07	7.4122
1.69742E-07	13.0595
9.24717E-08	5.4575
0.000000129	15.0884
3.02174E-07	9.6564
3.35242E-07	3.8584
5.7543E-08	1.0181
0.000000224	3.4229
3.73873E-07	20.1175
1.18684E-07	3.9044
1.8185E-07	9.6564
1.44919E-07	27.3092
0.000000301	6.4959
1.59252E-06	24.6344
9.53828E-07	35.3087
4.35915E-08	5.2048
4.05284E-08	8.4262
3.24041E-06	5.3999
